concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,4131,15,0,3.63,268.7,270,321,321,321
2,3221,15,15,4.66,207.9,205,242,242,242
4,3079,30,30,9.74,191.4,209,255,266,266
8,4245,60,60,14.13,268.9,264,308,310,310
16,4105,120,120,29.23,241.1,211,354,358,358
