concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,6199,15,0,2.42,402.8,403,449,449,449
2,4827,15,15,3.11,313.7,314,349,349,349
4,4744,30,30,6.32,304.2,305,333,334,334
8,5289,60,60,11.34,332.7,335,363,365,365
16,5301,120,120,22.64,317.8,303,441,463,476
