1786893080.865,0.48,0.40,203.91,0.62,0.44,0.44,0.57
1786893081.373,0.51,0.32,208.15,0.46,0.27,0.25,0.28
1786893081.883,0.54,0.31,201.19,0.52,0.34,0.45,0.36
1786893082.387,0.49,0.42,197.85,0.50,0.32,0.28,0.27
1786893082.887,0.59,0.44,198.48,0.64,0.48,0.33,0.29
1786893083.389,0.48,0.44,191.06,0.59,0.57,0.38,0.34
1786893083.883,0.58,0.30,202.87,0.52,0.32,0.27,0.31
1786893084.389,0.58,0.39,193.88,0.50,0.32,0.29,0.28
1786893084.885,0.53,0.32,193.93,0.42,0.32,0.29,0.28
1786893085.382,0.54,0.32,195.89,0.66,0.59,0.35,0.34
1786893085.882,0.63,0.30,208.85,0.58,0.38,0.33,0.31
1786893086.394,0.45,0.28,205.28,0.44,0.31,0.27,0.26
1786893086.901,0.54,0.32,208.88,0.46,0.28,0.26,0.20
1786893087.413,0.76,0.35,200.06,0.43,0.41,0.48,0.31
1786893087.917,0.57,0.35,192.48,0.53,0.37,0.43,0.31
1786893088.413,0.46,0.30,194.14,0.54,0.36,0.32,0.33
1786893088.910,0.63,0.32,192.18,0.65,0.31,0.37,0.35
1786893089.406,0.48,0.32,193.49,0.54,0.35,0.30,0.33
1786893089.902,0.48,0.36,198.18,0.43,0.41,0.41,0.43
1786893090.404,0.60,0.29,202.84,0.46,0.31,0.40,0.65
1786893090.910,0.48,0.29,197.38,0.48,0.29,0.30,0.27
1786893091.409,0.53,0.36,196.75,0.50,0.29,0.28,0.27
1786893091.909,0.47,0.28,202.13,0.58,0.34,0.35,0.46
1786893092.414,0.45,0.32,208.08,0.52,0.40,0.29,0.39
1786893092.925,0.50,0.29,200.25,0.48,0.47,0.34,0.30
1786893093.431,0.70,2.10,198.68,0.75,0.31,0.26,0.26
1786893093.935,0.55,0.29,207.46,0.44,0.29,0.32,0.61
1786893094.446,0.55,0.32,209.67,0.57,0.39,0.42,0.32
1786893094.959,0.47,0.33,196.50,0.42,0.31,0.28,0.33
1786893095.458,0.47,0.29,193.80,0.52,0.43,0.35,0.34
1786893095.955,0.50,0.32,204.26,0.59,0.50,0.46,0.45
1786893096.462,0.62,0.37,201.33,0.48,0.47,0.30,0.40
1786893096.967,0.47,0.33,208.87,0.51,0.32,0.30,0.30
1786893097.479,0.52,0.45,209.19,0.55,0.29,0.29,0.28
1786893097.991,0.37,0.28,195.30,0.39,0.35,0.26,0.28
1786893098.489,0.49,0.64,192.73,0.46,0.34,0.37,0.38
1786893098.985,0.42,0.27,200.00,0.44,0.28,0.29,0.28
1786893099.487,0.58,0.36,190.59,0.58,0.32,0.31,0.25
1786893099.981,0.50,0.33,201.66,0.41,0.28,0.29,0.25
1786893100.485,0.58,0.81,198.27,0.49,0.35,0.29,0.29
1786893100.991,0.48,0.32,209.84,0.47,0.32,0.29,0.29
1786893101.504,0.54,0.30,199.65,0.55,0.37,0.33,0.40
1786893102.007,0.58,0.45,196.38,0.49,0.28,0.25,0.26
1786893102.506,0.56,0.36,194.88,0.49,0.32,0.31,0.25
1786893103.004,0.46,0.38,196.52,0.47,0.41,0.41,0.39
1786893103.503,0.59,0.36,202.38,0.48,0.32,0.28,0.27
1786893104.009,0.48,0.29,197.24,0.52,0.33,0.27,0.38
1786893104.509,0.48,0.33,192.88,0.57,0.43,0.31,0.28
1786893105.004,0.44,0.37,208.54,0.45,0.27,0.28,0.28
1786893105.516,0.45,0.37,202.82,0.60,0.44,0.26,0.61
1786893106.023,0.64,0.58,209.60,0.49,0.31,0.28,0.24
1786893106.535,0.50,0.30,194.49,0.62,0.60,0.47,0.48
1786893107.034,0.67,0.44,194.68,0.49,0.52,0.33,0.31
1786893107.532,0.56,0.35,194.13,0.91,0.45,0.90,1.21
1786893108.032,0.52,0.32,191.37,0.68,0.35,0.29,0.32
1786893108.527,0.90,0.40,201.18,0.51,0.32,0.29,0.29
1786893109.031,0.50,0.30,190.78,0.71,0.29,0.31,0.34
1786893109.525,0.51,0.39,196.84,0.43,0.28,0.30,0.27
1786893110.024,0.47,0.30,196.78,0.47,0.31,0.29,0.27
1786893110.524,0.54,0.33,195.28,0.57,0.31,0.35,0.26
1786893111.022,0.52,0.35,202.03,0.63,0.32,0.27,0.25
1786893111.527,0.59,0.37,194.18,0.43,0.31,0.29,0.33
1786893112.024,0.47,0.30,201.16,0.55,0.35,0.29,0.27
1786893112.526,0.45,0.31,199.03,0.45,0.29,0.26,0.27
1786893113.027,0.69,0.37,200.89,0.71,0.47,0.66,0.39
1786893113.532,0.64,0.32,191.65,0.51,0.32,0.32,0.26
1786893114.027,0.56,0.34,208.79,0.56,0.30,0.28,0.27
1786893114.538,0.54,0.32,206.08,0.52,0.34,0.30,0.24
1786893115.047,0.48,0.32,193.46,1.02,0.41,0.57,0.67
1786893115.545,0.49,0.28,193.54,0.45,0.28,0.28,0.29
1786893116.041,0.53,0.34,210.04,0.48,0.36,0.40,0.34
1786893116.554,0.60,0.37,208.12,0.44,0.37,0.37,1.15
1786893117.067,0.61,0.46,207.18,0.43,0.30,0.30,0.28
1786893117.577,0.46,0.39,190.84,0.65,0.39,0.33,0.42
1786893118.071,0.52,0.30,201.80,0.58,0.42,0.43,0.41
1786893118.576,0.61,0.38,200.56,0.45,0.31,0.26,0.27
1786893119.080,0.57,0.32,195.60,0.46,0.28,0.28,0.29
1786893119.578,0.58,0.30,191.86,0.43,0.29,0.27,0.26
1786893120.076,0.65,0.36,199.48,0.47,0.32,0.27,0.31
1786893120.578,0.56,0.33,200.16,0.47,0.32,0.30,0.26
1786893121.081,0.59,0.44,194.02,0.73,0.41,0.36,0.31
1786893121.580,0.47,0.33,190.36,0.45,0.28,0.27,0.26
1786893122.073,0.57,0.46,210.26,0.52,0.42,0.40,0.29
1786893122.586,0.73,0.35,196.92,0.45,0.31,0.29,0.27
1786893123.086,0.53,0.32,193.31,0.59,0.35,0.39,0.33
1786893123.582,0.45,0.32,209.31,0.42,0.31,0.25,0.27
1786893124.095,0.52,0.41,193.59,0.50,0.28,0.25,0.20
1786893124.591,0.46,0.29,191.52,0.45,0.30,0.34,0.25
1786893125.086,0.51,0.31,202.57,0.51,0.31,0.27,0.25
1786893125.591,0.48,0.27,197.28,0.42,0.30,0.22,0.24
1786893126.091,0.53,0.39,209.73,0.52,0.38,0.32,0.34
1786893126.604,0.51,0.33,197.98,0.50,0.34,0.30,0.27
1786893127.105,0.75,0.37,210.38,0.43,0.30,0.33,0.30
1786893127.618,0.44,0.29,207.00,0.47,0.29,0.23,0.22
