concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,8320,15,0,1.80,542.1,535,745,745,745
2,5188,30,0,5.78,334.3,377,414,418,418
4,5512,60,0,10.89,337.4,379,449,455,455
8,4497,120,0,26.68,272.1,222,483,507,511
16,5789,240,0,41.46,338.9,331,449,525,562
