# start rate=10 seed=5 dur=420 n=7 target=3 events=37
4.1 fp=[2] true=[3] merged=[2, 3]
4.4 fp=[2] true=[3] merged=[2, 3]
4.7 fp=[2] true=[3] merged=[2, 3]
5.0 fp=[2] true=[3] merged=[2, 3]
5.3 fp=[2] true=[3] merged=[2, 3]
5.7 fp=[2] true=[3] merged=[2, 3]
6.0 fp=[2] true=[3] merged=[2, 3]
6.3 fp=[2] true=[3] merged=[2, 3]
6.6 fp=[2] true=[3] merged=[2, 3]
6.9 fp=[2] true=[3] merged=[2, 3]
7.2 fp=[2] true=[3] merged=[2, 3]
7.5 fp=[2] true=[3] merged=[2, 3]
7.8 fp=[2] true=[3] merged=[2, 3]
8.1 fp=[2] true=[3] merged=[2, 3]
8.5 fp=[2] true=[3] merged=[2, 3]
8.8 fp=[2] true=[3] merged=[2, 3]
9.1 fp=[2] true=[3] merged=[2, 3]
9.4 fp=[2] true=[3] merged=[2, 3]
9.7 fp=[2] true=[3] merged=[2, 3]
10.0 fp=[2] true=[3] merged=[2, 3]
10.4 fp=[2] true=[3] merged=[2, 3]
10.7 fp=[2] true=[3] merged=[2, 3]
11.0 fp=[2] true=[3] merged=[2, 3]
11.3 fp=[2] true=[3] merged=[2, 3]
11.6 fp=[2] true=[3] merged=[2, 3]
11.9 fp=[2] true=[3] merged=[2, 3]
12.2 fp=[2] true=[3] merged=[2, 3]
12.5 fp=[2] true=[3] merged=[2, 3]
12.9 fp=[2] true=[3] merged=[2, 3]
13.2 fp=[2] true=[3] merged=[2, 3]
13.5 fp=[2] true=[3] merged=[2, 3]
13.8 fp=[2] true=[3] merged=[2, 3]
14.1 fp=[2] true=[3] merged=[2, 3]
14.4 fp=[2] true=[3] merged=[2, 3]
14.7 fp=[2] true=[3] merged=[2, 3]
15.0 fp=[2] true=[3] merged=[2, 3]
15.4 fp=[2] true=[3] merged=[2, 3]
15.7 fp=[2] true=[3] merged=[2, 3]
16.0 fp=[2] true=[3] merged=[2, 3]
16.3 fp=[2] true=[3] merged=[2, 3]
16.6 fp=[2] true=[3] merged=[2, 3]
16.9 fp=[2] true=[3] merged=[2, 3]
17.3 fp=[2] true=[3] merged=[2, 3]
17.6 fp=[2] true=[3] merged=[2, 3]
17.9 fp=[2] true=[3] merged=[2, 3]
18.2 fp=[2] true=[3] merged=[2, 3]
18.5 fp=[2] true=[3] merged=[2, 3]
18.8 fp=[2] true=[3] merged=[2, 3]
19.1 fp=[2] true=[3] merged=[2, 3]
19.4 fp=[2] true=[3] merged=[2, 3]
19.7 fp=[2] true=[3] merged=[2, 3]
20.0 fp=[2] true=[3] merged=[2, 3]
20.3 fp=[2] true=[3] merged=[2, 3]
20.7 fp=[2] true=[3] merged=[2, 3]
21.0 fp=[2] true=[3] merged=[2, 3]
21.3 fp=[2] true=[3] merged=[2, 3]
21.6 fp=[2] true=[3] merged=[2, 3]
21.9 fp=[2] true=[3] merged=[2, 3]
22.2 fp=[2] true=[3] merged=[2, 3]
22.5 fp=[2] true=[3] merged=[2, 3]
22.8 fp=[2] true=[3] merged=[2, 3]
23.1 fp=[2] true=[3] merged=[2, 3]
23.4 fp=[2] true=[3] merged=[2, 3]
23.8 fp=[2] true=[3] merged=[2, 3]
27.2 fp=[2] true=[3] merged=[2, 3]
27.5 fp=[2] true=[3] merged=[2, 3]
27.8 fp=[2] true=[3] merged=[2, 3]
28.1 fp=[2] true=[3] merged=[2, 3]
28.5 fp=[2] true=[3] merged=[2, 3]
28.8 fp=[2] true=[3] merged=[2, 3]
29.1 fp=[2] true=[3] merged=[2, 3]
29.4 fp=[2] true=[3] merged=[2, 3]
29.7 fp=[2] true=[3] merged=[2, 3]
30.0 fp=[2] true=[3] merged=[2, 3]
30.3 fp=[2] true=[3] merged=[2, 3]
30.6 fp=[2] true=[3] merged=[2, 3]
31.0 fp=[2] true=[3] merged=[2, 3]
31.3 fp=[2] true=[3] merged=[2, 3]
31.6 fp=[2] true=[3] merged=[2, 3]
31.9 fp=[2] true=[3] merged=[2, 3]
32.2 fp=[2] true=[3] merged=[2, 3]
32.5 fp=[2] true=[3] merged=[2, 3]
32.8 fp=[2] true=[3] merged=[2, 3]
33.1 fp=[2] true=[3] merged=[2, 3]
33.5 fp=[2] true=[3] merged=[2, 3]
33.8 fp=[2] true=[3] merged=[2, 3]
34.1 fp=[2] true=[3] merged=[2, 3]
34.4 fp=[2] true=[3] merged=[2, 3]
34.7 fp=[2] true=[3] merged=[2, 3]
35.0 fp=[2] true=[3] merged=[2, 3]
35.3 fp=[2] true=[3] merged=[2, 3]
35.6 fp=[2] true=[3] merged=[2, 3]
35.9 fp=[2] true=[3] merged=[2, 3]
36.2 fp=[2] true=[3] merged=[2, 3]
36.6 fp=[2] true=[3] merged=[2, 3]
36.9 fp=[2] true=[3] merged=[2, 3]
37.2 fp=[2] true=[3] merged=[2, 3]
37.5 fp=[2] true=[3] merged=[2, 3]
37.8 fp=[2] true=[3] merged=[2, 3]
38.1 fp=[1] true=[3] merged=[1, 3]
38.4 fp=[1] true=[3] merged=[1, 3]
38.7 fp=[1] true=[3] merged=[1, 3]
39.0 fp=[1] true=[3] merged=[1, 3]
39.4 fp=[1] true=[3] merged=[1, 3]
39.7 fp=[1] true=[3] merged=[1, 3]
40.0 fp=[1] true=[3] merged=[1, 3]
