idx,leader_before,leader_after,target_won,live,ttl_s,advice_on_orderer
1,3,7,0,1,4,n1:{"blacklist":[3];"seq":1;"fail_open":false}
2,7,5,0,1,4,n1:{"blacklist":[3];"seq":1;"fail_open":false}
3,5,4,0,1,4,n1:{"blacklist":[3];"seq":1;"fail_open":false}
4,4,7,0,1,4,n1:{"blacklist":[3];"seq":1;"fail_open":false}
5,7,4,0,1,4,n1:{"blacklist":[3];"seq":1;"fail_open":false}
