thread,tx_idx,start_ms,end_ms,latency_ms,status
1,1,1780841766790,1780841767135,345,OK
1,2,1780841767151,1780841767461,310,OK
1,3,1780841767470,1780841767651,181,OK
1,4,1780841767665,1780841768174,509,OK
1,5,1780841768187,1780841768555,368,OK
1,6,1780841768569,1780841768872,303,OK
1,7,1780841768883,1780841769200,317,OK
1,8,1780841769211,1780841769523,312,OK
1,9,1780841769539,1780841769853,314,OK
1,10,1780841769871,1780841770169,298,OK
1,11,1780841770178,1780841770491,313,OK
1,12,1780841770509,1780841770814,305,OK
1,13,1780841770829,1780841771164,335,OK
1,14,1780841771173,1780841771526,353,OK
1,15,1780841771538,1780841771900,362,OK
2,1,1780841766795,1780841767135,340,OK
2,2,1780841767141,1780841767460,319,OK
2,3,1780841767480,1780841767651,171,OK
2,4,1780841767667,1780841768174,507,OK
2,5,1780841768194,1780841768547,353,OK
2,6,1780841768557,1780841768872,315,OK
2,7,1780841768892,1780841769200,308,OK
2,8,1780841769207,1780841769523,316,OK
2,9,1780841769532,1780841769849,317,OK
2,10,1780841769865,1780841770170,305,OK
2,11,1780841770188,1780841770487,299,OK
2,12,1780841770505,1780841770814,309,OK
2,13,1780841770823,1780841771164,341,OK
2,14,1780841771188,1780841771526,338,OK
2,15,1780841771532,1780841771900,368,OK
3,1,1780841766800,1780841767136,336,OK
3,2,1780841767151,1780841767461,310,OK
3,3,1780841767467,1780841767651,184,OK
3,4,1780841767667,1780841768180,513,OK
3,5,1780841768207,1780841768547,340,OK
3,6,1780841768556,1780841768872,316,OK
3,7,1780841768895,1780841769200,305,OK
3,8,1780841769207,1780841769523,316,OK
3,9,1780841769531,1780841769849,318,OK
3,10,1780841769857,1780841770170,313,OK
3,11,1780841770190,1780841770486,296,OK
3,12,1780841770502,1780841770814,312,OK
3,13,1780841770829,1780841771164,335,OK
3,14,1780841771173,1780841771526,353,OK
3,15,1780841771532,1780841771906,374,OK
4,1,1780841766809,1780841767136,327,OK
4,2,1780841767142,1780841767461,319,OK
4,3,1780841767475,1780841767651,176,OK
4,4,1780841767665,1780841768174,509,OK
4,5,1780841768194,1780841768551,357,OK
4,6,1780841768560,1780841768873,313,OK
4,7,1780841768879,1780841769198,319,OK
4,8,1780841769217,1780841769523,306,OK
4,9,1780841769538,1780841769849,311,OK
4,10,1780841769869,1780841770170,301,OK
4,11,1780841770188,1780841770487,299,OK
4,12,1780841770494,1780841770814,320,OK
4,13,1780841770829,1780841771166,337,OK
4,14,1780841771178,1780841771526,348,OK
4,15,1780841771538,1780841771900,362,OK
5,1,1780841766815,1780841767134,319,OK
5,2,1780841767141,1780841767505,364,OK
5,3,1780841767515,1780841767651,136,OK
5,4,1780841767667,1780841768174,507,OK
5,5,1780841768187,1780841768549,362,OK
5,6,1780841768556,1780841768872,316,OK
5,7,1780841768883,1780841769203,320,OK
5,8,1780841769213,1780841769523,310,OK
5,9,1780841769538,1780841769849,311,OK
5,10,1780841769858,1780841770170,312,OK
5,11,1780841770178,1780841770487,309,OK
5,12,1780841770494,1780841770814,320,OK
5,13,1780841770831,1780841771164,333,OK
5,14,1780841771171,1780841771526,355,OK
5,15,1780841771534,1780841771900,366,OK
6,1,1780841766822,1780841767139,317,OK
6,2,1780841767158,1780841767506,348,OK
6,3,1780841767511,1780841767654,143,OK
6,4,1780841767676,1780841768174,498,OK
6,5,1780841768193,1780841768548,355,OK
6,6,1780841768556,1780841768872,316,OK
6,7,1780841768880,1780841769200,320,OK
6,8,1780841769209,1780841769523,314,OK
6,9,1780841769539,1780841769849,310,OK
6,10,1780841769857,1780841770173,316,OK
6,11,1780841770197,1780841770487,290,OK
6,12,1780841770505,1780841770815,310,OK
6,13,1780841770823,1780841771164,341,OK
6,14,1780841771178,1780841771530,352,OK
6,15,1780841771542,1780841771901,359,OK
7,1,1780841766828,1780841767136,308,OK
7,2,1780841767151,1780841767505,354,OK
7,3,1780841767511,1780841767651,140,OK
7,4,1780841767665,1780841768174,509,OK
7,5,1780841768194,1780841768548,354,OK
7,6,1780841768554,1780841768872,318,OK
7,7,1780841768883,1780841769198,315,OK
7,8,1780841769214,1780841769523,309,OK
7,9,1780841769531,1780841769849,318,OK
7,10,1780841769863,1780841770170,307,OK
7,11,1780841770185,1780841770487,302,OK
7,12,1780841770506,1780841770814,308,OK
7,13,1780841770823,1780841771164,341,OK
7,14,1780841771173,1780841771526,353,OK
7,15,1780841771532,1780841771900,368,OK
8,1,1780841766842,1780841767135,293,OK
8,2,1780841767154,1780841767459,305,OK
8,3,1780841767468,1780841767651,183,OK
8,4,1780841767665,1780841768174,509,OK
8,5,1780841768187,1780841768547,360,OK
8,6,1780841768554,1780841768877,323,OK
8,7,1780841768893,1780841769200,307,OK
8,8,1780841769207,1780841769528,321,OK
8,9,1780841769542,1780841769849,307,OK
8,10,1780841769858,1780841770170,312,OK
8,11,1780841770187,1780841770486,299,OK
8,12,1780841770506,1780841770818,312,OK
8,13,1780841770834,1780841771164,330,OK
8,14,1780841771172,1780841771524,352,OK
8,15,1780841771534,1780841771900,366,OK
