idx,leader_before,leader_after,target_won,live,ttl_s,advice_on_orderer
1,3,2,0,1,4,n1:{"blacklist":[];"seq":1;"fail_open":false}
2,2,6,0,1,4,n1:{"blacklist":[];"seq":1;"fail_open":false}
3,6,2,0,1,4,n1:{"blacklist":[];"seq":1;"fail_open":false}
4,2,7,0,1,4,n1:{"blacklist":[];"seq":1;"fail_open":false}
5,7,1,0,1,4,n1:{"blacklist":[];"seq":1;"fail_open":false}
