thread,tx_idx,start_ms,end_ms,latency_ms,status
1,1,1781077315460,1781077315974,514,OK
1,2,1781077315992,1781077316320,328,OK
1,3,1781077316332,1781077316864,532,OK
1,4,1781077316901,1781077317188,287,OK
1,5,1781077317218,1781077317538,320,OK
1,6,1781077317577,1781077317826,249,OK
1,7,1781077317835,1781077318106,271,OK
1,8,1781077318139,1781077318430,291,OK
1,9,1781077318440,1781077318741,301,OK
1,10,1781077318754,1781077319023,269,OK
1,11,1781077319035,1781077319332,297,OK
1,12,1781077319353,1781077319597,244,OK
1,13,1781077319613,1781077319910,297,OK
1,14,1781077319919,1781077320176,257,OK
1,15,1781077320211,1781077320483,272,OK
10,1,1781077315535,1781077315966,431,OK
10,2,1781077316012,1781077316320,308,OK
10,3,1781077316340,1781077316857,517,OK
10,4,1781077316888,1781077317188,300,OK
10,5,1781077317252,1781077317527,275,OK
10,6,1781077317582,1781077317860,278,OK
10,7,1781077317873,1781077318107,234,OK
10,8,1781077318145,1781077318430,285,OK
10,9,1781077318436,1781077318745,309,OK
10,10,1781077318768,1781077319024,256,OK
10,11,1781077319041,1781077319334,293,OK
10,12,1781077319353,1781077319650,297,OK
10,13,1781077319675,1781077319951,276,OK
10,14,1781077319965,1781077320291,326,OK
10,15,1781077320315,1781077320564,249,OK
11,1,1781077315547,1781077315973,426,OK
11,2,1781077315999,1781077316320,321,OK
11,3,1781077316368,1781077316866,498,OK
11,4,1781077316909,1781077317191,282,OK
11,5,1781077317241,1781077317476,235,OK
11,6,1781077317487,1781077317755,268,OK
11,7,1781077317775,1781077318036,261,OK
11,8,1781077318055,1781077318304,249,OK
11,9,1781077318324,1781077318589,265,OK
11,10,1781077318615,1781077318865,250,OK
11,11,1781077318877,1781077319201,324,OK
11,12,1781077319214,1781077319511,297,OK
11,13,1781077319524,1781077319790,266,OK
11,14,1781077319798,1781077320067,269,OK
11,15,1781077320091,1781077320356,265,OK
12,1,1781077315555,1781077315973,418,OK
12,2,1781077315988,1781077316323,335,OK
12,3,1781077316359,1781077316858,499,OK
12,4,1781077316892,1781077317273,381,OK
12,5,1781077317286,1781077317558,272,OK
12,6,1781077317600,1781077317976,376,OK
12,7,1781077317991,1781077318299,308,OK
12,8,1781077318318,1781077318677,359,OK
12,9,1781077318690,1781077318929,239,OK
12,10,1781077318941,1781077319230,289,OK
12,11,1781077319251,1781077319512,261,OK
12,12,1781077319533,1781077319790,257,OK
12,13,1781077319799,1781077320136,337,OK
12,14,1781077320151,1781077320475,324,OK
12,15,1781077320484,1781077320754,270,OK
13,1,1781077315566,1781077315962,396,OK
13,2,1781077315999,1781077316321,322,OK
13,3,1781077316361,1781077316857,496,OK
13,4,1781077316879,1781077317187,308,OK
13,5,1781077317203,1781077317558,355,OK
13,6,1781077317595,1781077317860,265,OK
13,7,1781077317878,1781077318126,248,OK
13,8,1781077318147,1781077318440,293,OK
13,9,1781077318454,1781077318734,280,OK
13,10,1781077318758,1781077319025,267,OK
13,11,1781077319036,1781077319393,357,OK
13,12,1781077319407,1781077319714,307,OK
13,13,1781077319750,1781077320067,317,OK
13,14,1781077320082,1781077320356,274,OK
13,15,1781077320368,1781077320564,196,OK
14,1,1781077315579,1781077315966,387,OK
14,2,1781077316018,1781077316321,303,OK
14,3,1781077316345,1781077316864,519,OK
