concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,6159,15,0,2.44,400.7,401,452,452,452
2,4614,15,15,3.25,298.3,293,319,319,319
4,4850,30,30,6.19,310.7,304,422,423,423
8,5195,60,60,11.55,317.4,332,370,392,392
16,5092,120,120,23.57,294.7,266,444,449,495
