2,1,1780853323957,1780853324138,181,OK
2,2,1780853324141,1780853324376,235,OK
2,3,1780853324380,1780853324585,205,OK
2,4,1780853324594,1780853324809,215,OK
2,5,1780853324813,1780853324990,177,OK
2,6,1780853324993,1780853325179,186,OK
2,7,1780853325184,1780853325378,194,OK
2,8,1780853325382,1780853325593,211,OK
2,9,1780853325598,1780853325790,192,OK
2,10,1780853325798,1780853326045,247,OK
2,11,1780853326052,1780853326239,187,OK
2,12,1780853326242,1780853326470,228,OK
2,13,1780853326475,1780853326713,238,OK
2,14,1780853326718,1780853326912,194,OK
2,15,1780853326921,1780853327129,208,OK
