thread,tx_idx,start_ms,end_ms,latency_ms,status
1,1,1780836723661,1780836723889,228,OK
1,2,1780836723893,1780836724141,248,OK
1,3,1780836724145,1780836724416,271,OK
1,4,1780836724420,1780836724679,259,OK
1,5,1780836724683,1780836724896,213,OK
1,6,1780836724900,1780836725117,217,OK
1,7,1780836725127,1780836725384,257,OK
1,8,1780836725388,1780836725600,212,OK
1,9,1780836725611,1780836725826,215,OK
1,10,1780836725830,1780836726066,236,OK
1,11,1780836726074,1780836726373,299,OK
1,12,1780836726379,1780836726618,239,OK
1,13,1780836726630,1780836726916,286,OK
1,14,1780836726921,1780836727141,220,OK
1,15,1780836727145,1780836727376,231,OK
1,16,1780836727380,1780836727608,228,OK
1,17,1780836727613,1780836727827,214,OK
1,18,1780836727831,1780836728067,236,OK
1,19,1780836728081,1780836728371,290,OK
1,20,1780836728384,1780836728608,224,OK
