concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,3590,15,0,4.18,232.9,224,301,301,301
2,3075,15,15,4.88,197.4,183,309,309,309
4,3448,30,30,8.70,211.4,214,375,379,379
8,4346,60,60,13.81,275.4,270,342,348,348
16,4321,120,120,27.77,240.3,209,369,378,393
