tps,seed,p50_raft,p95_raft,p99_raft,p50_ai,p95_ai,p99_ai,p50_bft,p95_bft,p99_bft
1000,0,65.37163887342612,69.43224841066774,73.10017858502242,64.91909186907165,68.82656118371447,70.77142264760857,80.95671015709016,86.33577163573287,89.34172537653134
1000,1,65.50416362973789,69.40587037759371,71.10141883600085,64.86016595903153,68.07310562353587,70.58563449809449,81.06996480360706,85.57268274493563,88.6125374553475
1000,2,65.45681725858299,68.72420503312193,71.15070996202965,64.99448945847197,68.53403069345526,71.73664859078704,81.08206063734946,85.94825927597239,88.9587216110817
1000,3,65.54397410968701,69.2800454817752,72.08893494648528,64.82758815308037,68.78700441706722,71.28417314237578,80.91819085323152,85.20712624606905,87.5723395311319
1000,4,65.36072272066971,69.09797971253234,71.95635171805804,64.89596373517657,68.85829439834299,71.77859777121888,80.9255601860826,85.67460060913257,88.18554379510356
1000,5,65.30978542734607,69.34872560460498,71.52455220830747,64.84185775233485,68.86140845348113,71.28448891886205,80.69716059437877,85.28489734953595,88.63347761819198
1000,6,65.40164454458329,69.04223862242071,72.35601998103658,64.88247199013497,68.1490238110802,70.18687538349276,80.75067362538132,85.0099199876142,89.19650236489719
1000,7,65.39297675534146,69.2314969379027,71.51908433608041,64.82100870211323,69.1482089002015,71.1547700223686,80.74939465331138,86.25052711733177,88.38927861825107
1000,8,65.2259905523355,69.30100002559377,71.56974968335349,65.00476366316408,68.62173095808136,71.02737124767967,81.03245969187194,86.50418047692426,88.7180972051026
1000,9,65.39739376678673,69.34175127530723,71.2765030767178,64.97328374730431,68.78954245438582,70.80742577036222,80.97214551537664,86.46034362554245,88.77282781788251
1000,10,65.50954315317549,69.21205832627518,71.41225146649718,64.99918423206874,68.70808048938514,70.1417802374824,80.99079982771032,85.36645784560879,87.86185947994561
1000,11,65.32730849585553,69.13638635947167,71.61706181939645,64.89021927298262,68.75191564791423,71.09421002150803,81.11775317402612,85.68901876340708,87.40608385949123
1000,12,65.46574609543094,69.69416153087724,72.10938793868493,64.90789844031289,69.09511069302626,71.2592652605944,81.01920335489625,86.27867177866496,88.72877975856021
1000,13,65.42599021019689,69.79731918426121,73.2105738822232,64.87536812488062,68.82567250273449,71.31354624990414,80.9110623048812,85.20500748477684,87.78813273349654
1000,14,65.53873241718199,69.7190400134016,71.29772125564,64.78942885336942,68.87702566296139,70.61304155466671,81.04092620451829,85.78916077423999,88.07423152279759
1000,15,65.53239910394912,69.1178946315743,70.98159619440868,65.02125865451214,68.98299475024797,70.69928762477596,81.00829518642229,85.23841843072803,87.84423672723898
1000,16,65.42956764259023,69.6909823101313,72.52246000073617,64.97340762070775,68.73371022565419,70.75604568189581,81.02218779313743,85.95906932152799,89.05625964442916
1000,17,65.30013955808826,68.81967944722044,70.83724978262929,64.82009495115321,68.33126431932043,70.56430414243248,81.01514344016493,85.29506141533761,88.62661091713974
1000,18,65.38855960731773,69.43352143160502,71.50878249761679,65.11853632280189,69.16396732712312,71.93762202594918,81.16931208845854,85.52369710982668,88.42919264967763
1000,19,65.41843651514286,69.23310064585485,71.61542029129451,64.80580748268736,68.81332851576339,72.25942726773904,80.9581477849805,85.51513988803269,89.18697623701925
1000,20,65.35220284095828,69.42767578560343,71.73584795720167,64.90781006236016,68.9193794709267,72.62599318068128,81.01186911418498,86.00929088112773,90.01919217378132
1000,21,65.54341488659355,69.21090463564994,71.1219554347875,65.15408244817,69.24433491923713,71.85154810404052,80.88891861185665,86.14259504757253,89.80407723963908
1000,22,65.31809262889158,69.46291213430393,73.02103102872839,64.77342776829047,68.90538651718177,71.03120500629689,80.93738722200415,85.91414213262398,89.15210097805229
1000,23,65.43002557728062,70.0400218532052,71.91969796466856,64.92514768017642,68.8663235498255,72.36915047193517,80.7945478248649,85.30076160229359,87.88864045251016
1000,24,65.54023471011135,68.62835029458748,70.75896032329565,65.12922187105931,69.0209568851393,71.0634759865867,80.98630047117618,85.94776312722591,88.696634399661
1000,25,65.50191139089146,69.56834044182152,72.831486351048,64.93117194866709,68.6290724440946,71.412199716436,81.00455337519871,85.67278305592077,89.65041748437099
1000,26,65.56390674846135,69.42712286371491,72.03089203162884,64.82210880728906,68.96159911910016,72.03120460703094,80.88670368463445,86.46145441093206,92.98721868689105
1000,27,65.43499205131845,69.59153012546088,71.99092996251183,64.94293547180729,68.99539787989222,71.18559812774016,80.93832805317413,85.68529093798224,88.32220775159803
1000,28,65.5710759221018,69.66809650198104,71.0552842234105,64.92372549306218,68.63144442391815,71.53106473778267,80.85079326981973,85.42692438978469,88.04653854824159
1000,29,65.3213784952558,68.82024733864748,71.85353460065717,64.93654608741183,68.71517391218329,70.99316251819758,81.05564979933504,85.84391774923311,88.06864971941211
1500,0,48.704972206759464,52.76558174400107,56.43351191835577,48.252425202405,52.15989451704782,54.1047559809419,64.29004349042349,69.66910496906621,72.67505870986469
1500,1,48.837496963071224,52.73920371092706,54.43475216933418,48.19349929236487,51.40643895686922,53.918967831427814,64.4032981369404,68.90601607826896,71.94587078868085
1500,2,48.790150591916316,52.057538366455276,54.484043295362994,48.3278227918053,51.867364026788614,55.06998192412038,64.41539397068279,69.28159260930572,72.29205494441503
1500,3,48.87730744302034,52.613378815108554,55.422268279818624,48.160921486413706,52.12033775040055,54.61750647570911,64.25152418656486,68.54045957940238,70.90567286446525
1500,4,48.694056054003056,52.43131304586568,55.28968505139138,48.229297068509915,52.191627731676334,55.111931104552205,64.25889351941593,69.00793394246591,71.5188771284369
1500,5,48.64311876067942,52.682058937938315,54.8578855416408,48.175191085668175,52.19474178681448,54.617822252195396,64.03049392771212,68.61823068286928,71.96681095152532
1500,6,48.73497787791663,52.37557195575404,55.68935331436992,48.21580532346832,51.48235714441353,53.5202087168261,64.08400695871464,68.34325332094754,72.52983569823051
1500,7,48.72631008867481,52.56483027123604,54.852417669413754,48.154342035446575,52.481542233534825,54.488103355701924,64.08272798664473,69.58386045066511,71.7226119515844
1500,8,48.559323885668846,52.6343333589271,54.90308301668683,48.33809699649743,51.95506429141469,54.360704581013,64.36579302520525,69.8375138102576,72.05143053843594
1500,9,48.73072710012008,52.675084608640574,54.609836410051145,48.306617080637636,52.12287578771915,54.140759103695565,64.30547884870998,69.79367695887579,72.10616115121586
1500,10,48.84287648650883,52.54539165960851,54.74558479983051,48.33251756540208,52.04141382271847,53.47511357081573,64.32413316104365,68.69979117894214,71.19519281327894
1500,11,48.660641829188855,52.46971969280502,54.950395152729776,48.22355260631595,52.08524898124755,54.42754335484138,64.45108650735946,69.0223520967404,70.73941719282458
1500,12,48.79907942876427,53.02749486421057,55.44272127201827,48.24123177364621,52.42844402635959,54.59259859392774,64.35253668822958,69.61200511199829,72.06211309189355
1500,13,48.75932354353023,53.13065251759455,56.54390721555656,48.208701458213966,52.15900583606783,54.646879583237464,64.24439563821453,68.53834081811017,71.12146606682987
1500,14,48.87206575051533,53.052373346734925,54.63105458897332,48.12276218670276,52.210358996294715,53.946374888000044,64.37425953785163,69.12249410757333,71.40756485613092
1500,15,48.86573243728246,52.45122796490765,54.31492952774202,48.354591987845474,52.31632808358129,54.032620958109305,64.34162851975563,68.57175176406137,71.17757006057231
1500,16,48.76290097592357,53.02431564346465,55.8557933340695,48.306740954041096,52.06704355898752,54.08937901522915,64.35552112647078,69.29240265486133,72.3895929777625
1500,17,48.63347289142161,52.15301278055378,54.17058311596262,48.15342828448655,51.66459765265376,53.897637475765805,64.34847677349828,68.62839474867096,71.95994425047309
1500,18,48.72189294065107,52.76685476493835,54.84211583095013,48.45186965613522,52.497300660456446,55.27095535928254,64.50264542179187,68.85703044316001,71.76252598301096
1500,19,48.7517698484762,52.56643397918817,54.94875362462785,48.1391408160207,52.14666184909671,55.592760601072385,64.29148111831384,68.84847322136602,72.52030957035258
1500,20,48.68553617429161,52.76100911893677,55.06918129053502,48.2411433956935,52.252712804260035,55.95932651401461,64.3452024475183,69.34262421446107,73.35252550711465
1500,21,48.876748219926895,52.54423796898328,54.45528876812084,48.48741578150333,52.57766825257047,55.184881437373846,64.22225194519,69.47592838090586,73.13741057297243
1500,22,48.65142596222492,52.79624546763728,56.35436436206172,48.10676110162382,52.2387198505151,54.364538339630215,64.27072055533748,69.24747546595732,72.48543431138563
1500,23,48.763358910613945,53.37335518653854,55.25303129800188,48.258481013509765,52.19965688315882,55.702483805268514,64.12788115819825,68.63409493562692,71.2219737858435
1500,24,48.873568043444685,51.96168362792082,54.09229365662899,48.46255520439265,52.35429021847262,54.396809319920024,64.31963380450952,69.28109646055924,72.02996773299432
1500,25,48.83524472422481,52.901673775154876,56.16481968438134,48.26450528200043,51.96240577742794,54.745533049769335,64.33788670853204,69.0061163892541,72.98375081770433
1500,26,48.89724008179468,52.76045619704826,55.36422536496217,48.15544214062239,52.2949324524335,55.364537940364286,64.2200370179678,69.79478774426539,76.3205520202244
1500,27,48.76832538465178,52.924863458794206,55.32426329584517,48.27626880514063,52.328731213225545,54.5189314610735,64.27166138650747,69.01862427131557,71.65554108493136
1500,28,48.90440925543514,53.00142983531437,54.388617556743824,48.25705882639552,51.96477775725148,54.864398071116,64.18412660315306,68.76025772311803,71.37987188157491
1500,29,48.65471182858913,52.153580671980826,55.18686793399051,48.26987942074517,52.04850724551663,54.326495851530915,64.38898313266839,69.17725108256644,71.40198305274545
