# start rate=10 seed=2 dur=420 n=7 target=3 events=48
25.0 fp=[7] true=[3] merged=[3, 7]
25.3 fp=[7] true=[3] merged=[3, 7]
25.6 fp=[7] true=[3] merged=[3, 7]
25.9 fp=[7] true=[3] merged=[3, 7]
26.3 fp=[7] true=[3] merged=[3, 7]
26.6 fp=[7] true=[3] merged=[3, 7]
26.9 fp=[7] true=[3] merged=[3, 7]
27.2 fp=[7] true=[3] merged=[3, 7]
27.5 fp=[7] true=[3] merged=[3, 7]
27.8 fp=[7] true=[3] merged=[3, 7]
28.2 fp=[7] true=[3] merged=[3, 7]
28.5 fp=[7] true=[3] merged=[3, 7]
28.8 fp=[7] true=[3] merged=[3, 7]
29.1 fp=[7] true=[3] merged=[3, 7]
29.4 fp=[7] true=[3] merged=[3, 7]
29.7 fp=[7] true=[3] merged=[3, 7]
30.0 fp=[7] true=[3] merged=[3, 7]
30.4 fp=[7] true=[3] merged=[3, 7]
30.7 fp=[7] true=[3] merged=[3, 7]
31.0 fp=[7] true=[3] merged=[3, 7]
31.3 fp=[7] true=[3] merged=[3, 7]
31.6 fp=[7] true=[3] merged=[3, 7]
31.9 fp=[7] true=[3] merged=[3, 7]
32.3 fp=[7] true=[3] merged=[3, 7]
32.6 fp=[7] true=[3] merged=[3, 7]
32.9 fp=[7] true=[3] merged=[3, 7]
33.2 fp=[7] true=[3] merged=[3, 7]
33.5 fp=[7] true=[3] merged=[3, 7]
33.8 fp=[7] true=[3] merged=[3, 7]
34.1 fp=[7] true=[3] merged=[3, 7]
34.4 fp=[7] true=[3] merged=[3, 7]
34.7 fp=[7] true=[3] merged=[3, 7]
35.0 fp=[2] true=[3] merged=[2, 3]
35.4 fp=[2] true=[3] merged=[2, 3]
35.7 fp=[2] true=[3] merged=[2, 3]
36.0 fp=[2] true=[3] merged=[2, 3]
36.3 fp=[2] true=[3] merged=[2, 3]
36.6 fp=[2] true=[3] merged=[2, 3]
36.9 fp=[2] true=[3] merged=[2, 3]
37.3 fp=[2] true=[3] merged=[2, 3]
37.6 fp=[2] true=[3] merged=[2, 3]
37.9 fp=[2] true=[3] merged=[2, 3]
38.2 fp=[1] true=[3] merged=[1, 3]
38.5 fp=[1] true=[3] merged=[1, 3]
38.8 fp=[1] true=[3] merged=[1, 3]
39.1 fp=[1] true=[3] merged=[1, 3]
39.4 fp=[1] true=[3] merged=[1, 3]
39.7 fp=[1] true=[3] merged=[1, 3]
40.1 fp=[1] true=[3] merged=[1, 3]
40.4 fp=[1] true=[3] merged=[1, 3]
40.7 fp=[1] true=[3] merged=[1, 3]
