idx,leader_before,leader_after,fp_node,fp_node_won,live,fp_delivered,advice_seen_on
1,5,2,6,0,1,0,n2:{"blacklist":[];"seq":1;"fail_open":false}
2,2,4,6,0,1,0,n3:{"blacklist":[];"seq":1;"fail_open":false}
3,4,5,6,0,1,0,n2:{"blacklist":[];"seq":1;"fail_open":false}
4,5,7,6,0,1,0,n2:{"blacklist":[];"seq":1;"fail_open":false}
