# start rate=20 seed=2 dur=420 n=7 target=3 events=77
2.2 fp=[1] true=[3] merged=[1, 3]
2.5 fp=[1] true=[3] merged=[1, 3]
2.8 fp=[1] true=[3] merged=[1, 3]
3.1 fp=[1] true=[3] merged=[1, 3]
3.4 fp=[1] true=[3] merged=[1, 3]
3.7 fp=[1] true=[3] merged=[1, 3]
4.1 fp=[1] true=[3] merged=[1, 3]
4.4 fp=[1] true=[3] merged=[1, 3]
4.7 fp=[1] true=[3] merged=[1, 3]
5.0 fp=[1] true=[3] merged=[1, 3]
5.3 fp=[1] true=[3] merged=[1, 3]
5.6 fp=[1] true=[3] merged=[1, 3]
5.9 fp=[1] true=[3] merged=[1, 3]
6.2 fp=[1] true=[3] merged=[1, 3]
6.5 fp=[1] true=[3] merged=[1, 3]
6.9 fp=[1] true=[3] merged=[1, 3]
7.2 fp=[1] true=[3] merged=[1, 3]
7.5 fp=[1] true=[3] merged=[1, 3]
7.8 fp=[1] true=[3] merged=[1, 3]
8.1 fp=[1] true=[3] merged=[1, 3]
8.4 fp=[1] true=[3] merged=[1, 3]
8.7 fp=[1] true=[3] merged=[1, 3]
9.0 fp=[1] true=[3] merged=[1, 3]
9.4 fp=[1] true=[3] merged=[1, 3]
9.7 fp=[1] true=[3] merged=[1, 3]
10.0 fp=[1] true=[3] merged=[1, 3]
10.3 fp=[1] true=[3] merged=[1, 3]
10.6 fp=[1] true=[3] merged=[1, 3]
10.9 fp=[1] true=[3] merged=[1, 3]
11.2 fp=[1] true=[3] merged=[1, 3]
11.5 fp=[1] true=[3] merged=[1, 3]
11.8 fp=[1] true=[3] merged=[1, 3]
12.1 fp=[1] true=[3] merged=[1, 3]
12.5 fp=[1] true=[3] merged=[1, 3]
12.8 fp=[1] true=[3] merged=[1, 3]
13.1 fp=[1] true=[3] merged=[1, 3]
13.4 fp=[1] true=[3] merged=[1, 3]
13.7 fp=[1] true=[3] merged=[1, 3]
14.0 fp=[1] true=[3] merged=[1, 3]
14.3 fp=[1] true=[3] merged=[1, 3]
14.7 fp=[1] true=[3] merged=[1, 3]
15.0 fp=[1] true=[3] merged=[1, 3]
15.3 fp=[1] true=[3] merged=[1, 3]
15.6 fp=[1] true=[3] merged=[1, 3]
15.9 fp=[1] true=[3] merged=[1, 3]
16.2 fp=[1] true=[3] merged=[1, 3]
16.5 fp=[1] true=[3] merged=[1, 3]
16.8 fp=[1] true=[3] merged=[1, 3]
17.1 fp=[1] true=[3] merged=[1, 3]
17.4 fp=[1] true=[3] merged=[1, 3]
17.8 fp=[1] true=[3] merged=[1, 3]
18.1 fp=[1] true=[3] merged=[1, 3]
18.4 fp=[1] true=[3] merged=[1, 3]
18.7 fp=[1] true=[3] merged=[1, 3]
19.0 fp=[1] true=[3] merged=[1, 3]
19.3 fp=[1] true=[3] merged=[1, 3]
19.6 fp=[1] true=[3] merged=[1, 3]
20.0 fp=[1] true=[3] merged=[1, 3]
20.3 fp=[1] true=[3] merged=[1, 3]
20.6 fp=[1] true=[3] merged=[1, 3]
20.9 fp=[1] true=[3] merged=[1, 3]
21.2 fp=[1] true=[3] merged=[1, 3]
21.5 fp=[1] true=[3] merged=[1, 3]
21.8 fp=[1] true=[3] merged=[1, 3]
25.3 fp=[5] true=[3] merged=[3, 5]
25.6 fp=[5] true=[3] merged=[3, 5]
25.9 fp=[5] true=[3] merged=[3, 5]
26.2 fp=[5] true=[3] merged=[3, 5]
26.5 fp=[5] true=[3] merged=[3, 5]
26.8 fp=[5] true=[3] merged=[3, 5]
27.1 fp=[5] true=[3] merged=[3, 5]
27.5 fp=[5] true=[3] merged=[3, 5]
27.8 fp=[5] true=[3] merged=[3, 5]
28.1 fp=[5] true=[3] merged=[3, 5]
28.4 fp=[5] true=[3] merged=[3, 5]
28.7 fp=[5] true=[3] merged=[3, 5]
29.0 fp=[5] true=[3] merged=[3, 5]
29.3 fp=[5] true=[3] merged=[3, 5]
29.6 fp=[5] true=[3] merged=[3, 5]
30.0 fp=[5] true=[3] merged=[3, 5]
30.3 fp=[4] true=[3] merged=[3, 4]
30.6 fp=[4] true=[3] merged=[3, 4]
30.9 fp=[4] true=[3] merged=[3, 4]
31.2 fp=[4] true=[3] merged=[3, 4]
31.5 fp=[4] true=[3] merged=[3, 4]
31.8 fp=[4] true=[3] merged=[3, 4]
32.1 fp=[4] true=[3] merged=[3, 4]
32.5 fp=[4] true=[3] merged=[3, 4]
32.8 fp=[4] true=[3] merged=[3, 4]
33.1 fp=[4] true=[3] merged=[3, 4]
33.4 fp=[4] true=[3] merged=[3, 4]
33.7 fp=[4] true=[3] merged=[3, 4]
34.0 fp=[4] true=[3] merged=[3, 4]
34.3 fp=[4] true=[3] merged=[3, 4]
34.7 fp=[4] true=[3] merged=[3, 4]
35.0 fp=[4] true=[3] merged=[3, 4]
35.3 fp=[4] true=[3] merged=[3, 4]
35.6 fp=[4] true=[3] merged=[3, 4]
35.9 fp=[4] true=[3] merged=[3, 4]
36.2 fp=[4] true=[3] merged=[3, 4]
36.5 fp=[4] true=[3] merged=[3, 4]
36.8 fp=[4] true=[3] merged=[3, 4]
37.1 fp=[4] true=[3] merged=[3, 4]
37.5 fp=[4] true=[3] merged=[3, 4]
37.8 fp=[4] true=[3] merged=[3, 4]
38.1 fp=[4] true=[3] merged=[3, 4]
38.4 fp=[4] true=[3] merged=[3, 4]
38.7 fp=[4] true=[3] merged=[3, 4]
39.1 fp=[1] true=[3] merged=[1, 3]
39.4 fp=[1] true=[3] merged=[1, 3]
39.7 fp=[1] true=[3] merged=[1, 3]
40.0 fp=[1] true=[3] merged=[1, 3]
40.3 fp=[1] true=[3] merged=[1, 3]
40.6 fp=[1] true=[3] merged=[1, 3]
40.9 fp=[1] true=[3] merged=[1, 3]
41.2 fp=[1] true=[3] merged=[1, 3]
41.6 fp=[1] true=[3] merged=[1, 3]
41.9 fp=[1] true=[3] merged=[1, 3]
42.2 fp=[1] true=[3] merged=[1, 3]
42.5 fp=[1] true=[3] merged=[1, 3]
42.8 fp=[1] true=[3] merged=[1, 3]
43.1 fp=[1] true=[3] merged=[1, 3]
43.4 fp=[1] true=[3] merged=[1, 3]
43.7 fp=[1] true=[3] merged=[1, 3]
44.0 fp=[1] true=[3] merged=[1, 3]
44.4 fp=[1] true=[3] merged=[1, 3]
44.7 fp=[1] true=[3] merged=[1, 3]
45.0 fp=[1] true=[3] merged=[1, 3]
45.3 fp=[1] true=[3] merged=[1, 3]
45.6 fp=[1] true=[3] merged=[1, 3]
45.9 fp=[1] true=[3] merged=[1, 3]
46.3 fp=[1] true=[3] merged=[1, 3]
46.6 fp=[1] true=[3] merged=[1, 3]
46.9 fp=[1] true=[3] merged=[1, 3]
47.2 fp=[1] true=[3] merged=[1, 3]
47.5 fp=[1] true=[3] merged=[1, 3]
47.8 fp=[1] true=[3] merged=[1, 3]
48.1 fp=[1] true=[3] merged=[1, 3]
48.4 fp=[1] true=[3] merged=[1, 3]
48.7 fp=[1] true=[3] merged=[1, 3]
49.1 fp=[1] true=[3] merged=[1, 3]
49.4 fp=[1] true=[3] merged=[1, 3]
49.7 fp=[1] true=[3] merged=[1, 3]
50.0 fp=[1] true=[3] merged=[1, 3]
50.3 fp=[1] true=[3] merged=[1, 3]
50.6 fp=[1] true=[3] merged=[1, 3]
50.9 fp=[1] true=[3] merged=[1, 3]
51.3 fp=[1] true=[3] merged=[1, 3]
51.6 fp=[1] true=[3] merged=[1, 3]
51.9 fp=[1] true=[3] merged=[1, 3]
52.2 fp=[1] true=[3] merged=[1, 3]
52.5 fp=[1] true=[3] merged=[1, 3]
52.8 fp=[1] true=[3] merged=[1, 3]
53.1 fp=[1] true=[3] merged=[1, 3]
53.5 fp=[1] true=[3] merged=[1, 3]
53.8 fp=[1] true=[3] merged=[1, 3]
54.1 fp=[1] true=[3] merged=[1, 3]
54.4 fp=[1] true=[3] merged=[1, 3]
54.7 fp=[1] true=[3] merged=[1, 3]
55.0 fp=[1] true=[3] merged=[1, 3]
55.4 fp=[1] true=[3] merged=[1, 3]
