# start rate=20 seed=3 dur=420 n=7 target=3 events=90
7.2 fp=[4] true=[3] merged=[3, 4]
7.5 fp=[4] true=[3] merged=[3, 4]
7.8 fp=[4] true=[3] merged=[3, 4]
8.1 fp=[4] true=[3] merged=[3, 4]
8.4 fp=[4] true=[3] merged=[3, 4]
8.7 fp=[4] true=[3] merged=[3, 4]
9.0 fp=[4] true=[3] merged=[3, 4]
9.3 fp=[4] true=[3] merged=[3, 4]
9.7 fp=[4] true=[3] merged=[3, 4]
10.0 fp=[4] true=[3] merged=[3, 4]
10.3 fp=[4] true=[3] merged=[3, 4]
10.6 fp=[4] true=[3] merged=[3, 4]
10.9 fp=[4] true=[3] merged=[3, 4]
11.2 fp=[4] true=[3] merged=[3, 4]
11.5 fp=[4] true=[3] merged=[3, 4]
11.9 fp=[4] true=[3] merged=[3, 4]
12.2 fp=[4] true=[3] merged=[3, 4]
12.5 fp=[4] true=[3] merged=[3, 4]
12.8 fp=[4] true=[3] merged=[3, 4]
13.1 fp=[4] true=[3] merged=[3, 4]
13.4 fp=[4] true=[3] merged=[3, 4]
13.7 fp=[4] true=[3] merged=[3, 4]
14.0 fp=[4] true=[3] merged=[3, 4]
14.4 fp=[4] true=[3] merged=[3, 4]
14.7 fp=[4] true=[3] merged=[3, 4]
15.0 fp=[4] true=[3] merged=[3, 4]
15.3 fp=[4] true=[3] merged=[3, 4]
15.6 fp=[4] true=[3] merged=[3, 4]
15.9 fp=[4] true=[3] merged=[3, 4]
16.2 fp=[4] true=[3] merged=[3, 4]
16.5 fp=[4] true=[3] merged=[3, 4]
16.8 fp=[4] true=[3] merged=[3, 4]
17.2 fp=[4] true=[3] merged=[3, 4]
17.5 fp=[4] true=[3] merged=[3, 4]
17.8 fp=[4] true=[3] merged=[3, 4]
18.1 fp=[1] true=[3] merged=[1, 3]
18.4 fp=[1] true=[3] merged=[1, 3]
18.7 fp=[1] true=[3] merged=[1, 3]
19.0 fp=[1] true=[3] merged=[1, 3]
19.3 fp=[1] true=[3] merged=[1, 3]
19.6 fp=[1] true=[3] merged=[1, 3]
19.9 fp=[1] true=[3] merged=[1, 3]
20.3 fp=[1] true=[3] merged=[1, 3]
20.6 fp=[1] true=[3] merged=[1, 3]
20.9 fp=[1] true=[3] merged=[1, 3]
21.2 fp=[1] true=[3] merged=[1, 3]
21.5 fp=[1] true=[3] merged=[1, 3]
21.8 fp=[1] true=[3] merged=[1, 3]
22.2 fp=[1] true=[3] merged=[1, 3]
22.5 fp=[1] true=[3] merged=[1, 3]
22.8 fp=[1] true=[3] merged=[1, 3]
23.1 fp=[1] true=[3] merged=[1, 3]
23.4 fp=[1] true=[3] merged=[1, 3]
23.7 fp=[1] true=[3] merged=[1, 3]
24.0 fp=[1] true=[3] merged=[1, 3]
24.3 fp=[1] true=[3] merged=[1, 3]
24.6 fp=[1] true=[3] merged=[1, 3]
25.0 fp=[1] true=[3] merged=[1, 3]
25.3 fp=[1] true=[3] merged=[1, 3]
25.6 fp=[1] true=[3] merged=[1, 3]
25.9 fp=[1] true=[3] merged=[1, 3]
26.2 fp=[1] true=[3] merged=[1, 3]
26.5 fp=[1] true=[3] merged=[1, 3]
26.8 fp=[1] true=[3] merged=[1, 3]
27.2 fp=[1] true=[3] merged=[1, 3]
27.5 fp=[1] true=[3] merged=[1, 3]
27.8 fp=[1] true=[3] merged=[1, 3]
28.1 fp=[1] true=[3] merged=[1, 3]
28.4 fp=[1] true=[3] merged=[1, 3]
28.7 fp=[1] true=[3] merged=[1, 3]
29.0 fp=[1] true=[3] merged=[1, 3]
29.4 fp=[1] true=[3] merged=[1, 3]
29.7 fp=[1] true=[3] merged=[1, 3]
30.0 fp=[1] true=[3] merged=[1, 3]
30.3 fp=[1] true=[3] merged=[1, 3]
30.6 fp=[1] true=[3] merged=[1, 3]
30.9 fp=[1] true=[3] merged=[1, 3]
31.2 fp=[1] true=[3] merged=[1, 3]
31.5 fp=[1] true=[3] merged=[1, 3]
31.9 fp=[1] true=[3] merged=[1, 3]
32.2 fp=[1] true=[3] merged=[1, 3]
32.5 fp=[1] true=[3] merged=[1, 3]
32.8 fp=[1] true=[3] merged=[1, 3]
33.1 fp=[1] true=[3] merged=[1, 3]
33.4 fp=[1] true=[3] merged=[1, 3]
33.7 fp=[1] true=[3] merged=[1, 3]
34.0 fp=[1] true=[3] merged=[1, 3]
34.3 fp=[1] true=[3] merged=[1, 3]
34.6 fp=[1] true=[3] merged=[1, 3]
35.0 fp=[1] true=[3] merged=[1, 3]
35.3 fp=[1] true=[3] merged=[1, 3]
35.6 fp=[1] true=[3] merged=[1, 3]
35.9 fp=[1] true=[3] merged=[1, 3]
36.2 fp=[1] true=[3] merged=[1, 3]
36.5 fp=[1] true=[3] merged=[1, 3]
36.8 fp=[1] true=[3] merged=[1, 3]
37.1 fp=[1] true=[3] merged=[1, 3]
37.5 fp=[1] true=[3] merged=[1, 3]
37.8 fp=[1] true=[3] merged=[1, 3]
38.1 fp=[2] true=[3] merged=[2, 3]
38.4 fp=[2] true=[3] merged=[2, 3]
38.7 fp=[2] true=[3] merged=[2, 3]
39.0 fp=[2] true=[3] merged=[2, 3]
39.3 fp=[2] true=[3] merged=[2, 3]
39.6 fp=[2] true=[3] merged=[2, 3]
39.9 fp=[2] true=[3] merged=[2, 3]
40.3 fp=[2] true=[3] merged=[2, 3]
40.6 fp=[2] true=[3] merged=[2, 3]
40.9 fp=[2] true=[3] merged=[2, 3]
41.2 fp=[2] true=[3] merged=[2, 3]
41.5 fp=[2] true=[3] merged=[2, 3]
41.8 fp=[2] true=[3] merged=[2, 3]
42.1 fp=[2] true=[3] merged=[2, 3]
42.4 fp=[2] true=[3] merged=[2, 3]
42.8 fp=[2] true=[3] merged=[2, 3]
43.1 fp=[2] true=[3] merged=[2, 3]
43.4 fp=[2] true=[3] merged=[2, 3]
43.7 fp=[2] true=[3] merged=[2, 3]
44.0 fp=[2] true=[3] merged=[2, 3]
44.3 fp=[2] true=[3] merged=[2, 3]
44.6 fp=[2] true=[3] merged=[2, 3]
45.0 fp=[2] true=[3] merged=[2, 3]
45.3 fp=[2] true=[3] merged=[2, 3]
45.6 fp=[2] true=[3] merged=[2, 3]
45.9 fp=[2] true=[3] merged=[2, 3]
46.3 fp=[2] true=[3] merged=[2, 3]
46.6 fp=[2] true=[3] merged=[2, 3]
46.9 fp=[2] true=[3] merged=[2, 3]
47.2 fp=[2] true=[3] merged=[2, 3]
47.5 fp=[2] true=[3] merged=[2, 3]
47.9 fp=[2] true=[3] merged=[2, 3]
48.2 fp=[2] true=[3] merged=[2, 3]
48.5 fp=[2] true=[3] merged=[2, 3]
48.8 fp=[2] true=[3] merged=[2, 3]
49.1 fp=[2] true=[3] merged=[2, 3]
49.4 fp=[2] true=[3] merged=[2, 3]
49.7 fp=[2] true=[3] merged=[2, 3]
50.0 fp=[2] true=[3] merged=[2, 3]
50.4 fp=[2] true=[3] merged=[2, 3]
50.7 fp=[2] true=[3] merged=[2, 3]
51.0 fp=[2] true=[3] merged=[2, 3]
51.3 fp=[2] true=[3] merged=[2, 3]
51.6 fp=[2] true=[3] merged=[2, 3]
51.9 fp=[2] true=[3] merged=[2, 3]
52.2 fp=[2] true=[3] merged=[2, 3]
52.5 fp=[2] true=[3] merged=[2, 3]
52.8 fp=[2] true=[3] merged=[2, 3]
53.2 fp=[2] true=[3] merged=[2, 3]
53.5 fp=[2] true=[3] merged=[2, 3]
53.8 fp=[2] true=[3] merged=[2, 3]
54.1 fp=[2] true=[3] merged=[2, 3]
54.4 fp=[2] true=[3] merged=[2, 3]
54.7 fp=[2] true=[3] merged=[2, 3]
55.0 fp=[2] true=[3] merged=[2, 3]
55.3 fp=[2] true=[3] merged=[2, 3]
55.6 fp=[2] true=[3] merged=[2, 3]
56.0 fp=[2] true=[3] merged=[2, 3]
56.3 fp=[2] true=[3] merged=[2, 3]
56.6 fp=[2] true=[3] merged=[2, 3]
56.9 fp=[2] true=[3] merged=[2, 3]
57.2 fp=[2] true=[3] merged=[2, 3]
57.5 fp=[2] true=[3] merged=[2, 3]
57.8 fp=[2] true=[3] merged=[2, 3]
58.1 fp=[2] true=[3] merged=[2, 3]
58.4 fp=[2] true=[3] merged=[2, 3]
58.8 fp=[2] true=[3] merged=[2, 3]
59.1 fp=[2] true=[3] merged=[2, 3]
59.4 fp=[2] true=[3] merged=[2, 3]
59.7 fp=[2] true=[3] merged=[2, 3]
60.0 fp=[2] true=[3] merged=[2, 3]
60.3 fp=[2] true=[3] merged=[2, 3]
60.6 fp=[2] true=[3] merged=[2, 3]
60.9 fp=[2] true=[3] merged=[2, 3]
61.2 fp=[2] true=[3] merged=[2, 3]
61.6 fp=[2] true=[3] merged=[2, 3]
61.9 fp=[2] true=[3] merged=[2, 3]
62.2 fp=[2] true=[3] merged=[2, 3]
62.5 fp=[2] true=[3] merged=[2, 3]
62.8 fp=[2] true=[3] merged=[2, 3]
63.1 fp=[2] true=[3] merged=[2, 3]
63.4 fp=[2] true=[3] merged=[2, 3]
63.7 fp=[2] true=[3] merged=[2, 3]
64.1 fp=[4] true=[3] merged=[3, 4]
64.4 fp=[4] true=[3] merged=[3, 4]
64.7 fp=[4] true=[3] merged=[3, 4]
65.0 fp=[4] true=[3] merged=[3, 4]
65.3 fp=[4] true=[3] merged=[3, 4]
