1789637884,{"blacklist":[];"seq":1;"fail_open":false}
1789637885,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637886,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637887,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637888,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637889,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637890,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637891,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637892,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637893,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637894,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637895,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637896,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637897,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637899,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637900,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637901,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637902,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637903,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637904,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637905,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637906,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637907,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637908,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637909,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637910,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637911,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637913,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637914,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637915,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637916,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637917,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637918,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637919,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637920,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637921,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637922,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637923,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637924,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637925,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637926,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637928,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637929,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637930,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637931,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637932,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637933,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637934,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637935,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637936,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637937,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637938,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637939,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637940,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637941,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637942,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637944,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637945,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637946,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637947,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789637948,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789637949,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789637950,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789637951,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789637952,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789637953,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637954,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637955,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637956,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637957,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637958,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637960,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637961,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637962,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637963,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637964,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637965,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637966,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637967,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637968,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637969,
1789637970,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637971,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637972,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789637973,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789637975,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789637976,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789637977,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789637978,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789637979,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789637980,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789637981,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637982,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637983,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637984,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637985,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637986,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637987,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637988,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637989,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637991,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637992,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637993,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637994,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637995,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637996,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637997,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637998,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789637999,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638000,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638001,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638002,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638003,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638004,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638005,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638007,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638008,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638009,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638010,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638011,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638012,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638013,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638014,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638015,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638016,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638017,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638018,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638019,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638020,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638021,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638023,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638024,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638025,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638026,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638027,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638028,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638029,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638030,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638031,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638032,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789638033,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638034,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638035,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638036,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638038,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638039,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638040,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638041,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638042,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638043,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638044,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638045,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638046,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638047,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638048,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638049,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638050,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638051,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638052,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638054,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638055,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638056,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638057,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638058,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638059,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638060,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638061,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638062,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638063,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638064,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638065,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638066,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638067,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638069,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638070,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638071,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638072,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638073,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638074,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638075,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638076,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638077,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638078,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638079,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638080,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638081,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789638082,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789638084,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789638085,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789638086,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789638087,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789638088,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789638089,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638090,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638091,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638092,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638093,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638094,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638095,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638096,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638097,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638098,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638100,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638101,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638102,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638103,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638104,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638105,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638106,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638107,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638108,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638109,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638110,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638111,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638112,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638113,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638115,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638116,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789638117,{"blacklist":[2;3];"seq":1;"fail_open":false}
