arm,N,f,m,targets,seed,elec_idx,t_start,t_end,window,hits,size,list,r,cap,hits_mid,size_mid,list_mid,r_mid,cap_mid,leader_before,lb_was_target,leader_after,target_won,live
C_predictor,9,4,1,3,2,2,1786333928.776001368,1786333942.367235024,W1,1,1,3,0,3,1,1,3,0,3,9,0,4,0,1
C_predictor,9,4,1,3,2,3,1786333942.371117625,1786333955.938515045,W1,1,1,3,0,3,1,1,3,0,3,4,0,1,0,1
C_predictor,9,4,1,3,2,4,1786333955.943257549,1786333969.453287075,W1,1,1,3,0,3,1,1,3,0,3,1,0,8,0,1
C_predictor,9,4,1,3,2,5,1786333969.464665721,1786333983.062933831,W1,1,1,3,0,3,1,1,3,0,3,8,0,6,0,1
C_predictor,9,4,1,3,2,6,1786333983.077392317,1786333996.628934788,W1,1,1,3,0,3,1,1,3,0,3,6,0,2,0,1
C_predictor,9,4,1,3,2,7,1786333996.638958627,1786334010.227670595,W1,1,1,3,0,3,1,1,3,0,3,2,0,7,0,1
C_predictor,9,4,1,3,2,8,1786334010.238558123,1786334023.811457777,W1,1,1,3,0,3,1,1,3,0,3,7,0,9,0,1
C_predictor,9,4,1,3,2,9,1786334023.816425009,1786334037.395788335,W1,1,1,3,0,3,1,1,3,0,3,9,0,5,0,1
C_predictor,9,4,1,3,2,10,1786334037.399513730,1786334050.984437505,W1,1,1,3,0,3,1,1,3,0,3,5,0,6,0,1
A_vanilla,9,4,1,3,3,1,1786334059.131888663,1786334072.666641266,W1,1,1,3,0,3,1,1,3,0,3,6,0,2,0,1
A_vanilla,9,4,1,3,3,2,1786334072.678384634,1786334086.177516516,W1,1,1,3,0,3,1,1,3,0,3,2,0,5,0,1
A_vanilla,9,4,1,3,3,3,1786334086.189069293,1786334099.784993029,W1,1,1,3,0,3,1,1,3,0,3,5,0,9,0,1
A_vanilla,9,4,1,3,3,4,1786334099.797237262,1786334113.312942842,W1,1,1,3,0,3,1,1,3,0,3,9,0,1,0,1
A_vanilla,9,4,1,3,3,5,1786334113.316863059,1786334126.806947249,W1,1,1,3,0,3,1,1,3,0,3,1,0,9,0,1
A_vanilla,9,4,1,3,3,6,1786334126.825379683,1786334140.373170058,W1,1,1,3,0,3,1,1,3,0,3,9,0,4,0,1
A_vanilla,9,4,1,3,3,7,1786334140.381299080,1786334153.898503195,W1,1,1,3,0,3,1,1,3,0,3,4,0,6,0,1
A_vanilla,9,4,1,3,3,8,1786334153.907084280,1786334167.414252344,W1,1,1,3,0,3,1,1,3,0,3,6,0,7,0,1
A_vanilla,9,4,1,3,3,9,1786334167.430658273,1786334180.948311249,W1,1,1,3,0,3,1,1,3,0,3,7,0,8,0,1
A_vanilla,9,4,1,3,3,10,1786334180.968455236,1786334194.465640725,W1,1,1,3,0,3,1,1,3,0,3,8,0,9,0,1
B_oracle,9,4,1,3,3,1,1786334201.810789332,1786334215.303560221,W1,1,1,3,0,3,1,1,3,0,3,9,0,5,0,1
B_oracle,9,4,1,3,3,2,1786334215.318615914,1786334228.817192369,W1,1,1,3,0,3,1,1,3,0,3,5,0,2,0,1
B_oracle,9,4,1,3,3,3,1786334228.834600205,1786334242.346512541,W1,1,1,3,0,3,1,1,3,0,3,2,0,4,0,1
B_oracle,9,4,1,3,3,4,1786334242.350896490,1786334255.897106534,W1,1,1,3,0,3,1,1,3,0,3,4,0,2,0,1
B_oracle,9,4,1,3,3,5,1786334255.902751358,1786334269.428055658,W1,1,1,3,0,3,1,1,3,0,3,2,0,9,0,1
B_oracle,9,4,1,3,3,6,1786334269.440859571,1786334282.985605144,W1,1,1,3,0,3,1,1,3,0,3,9,0,8,0,1
B_oracle,9,4,1,3,3,7,1786334282.991978072,1786334296.556970771,W1,1,1,3,0,3,1,1,3,0,3,8,0,9,0,1
B_oracle,9,4,1,3,3,8,1786334296.566431472,1786334310.094455039,W1,1,1,3,0,3,1,1,3,0,3,9,0,4,0,1
B_oracle,9,4,1,3,3,9,1786334310.102595047,1786334323.611616013,W1,1,1,3,0,3,1,1,3,0,3,4,0,8,0,1
B_oracle,9,4,1,3,3,10,1786334323.616941059,1786334337.122054731,W1,1,1,3,0,3,1,1,3,0,3,8,0,9,0,1
C_predictor,9,4,1,3,3,1,1786334344.469083094,1786334358.056425176,W1,1,1,3,0,3,1,1,3,0,3,9,0,6,0,1
C_predictor,9,4,1,3,3,2,1786334358.082047127,1786334371.588156586,W1,1,1,3,0,3,1,1,3,0,3,6,0,1,0,1
C_predictor,9,4,1,3,3,3,1786334371.608603063,1786334385.178213155,W1,1,1,3,0,3,1,1,3,0,3,1,0,7,0,1
C_predictor,9,4,1,3,3,4,1786334385.186193207,1786334398.766694295,W1,1,1,3,0,3,1,1,3,0,3,7,0,5,0,1
C_predictor,9,4,1,3,3,5,1786334398.776962897,1786334412.298974095,W1,1,1,3,0,3,1,1,3,0,3,5,0,8,0,1
C_predictor,9,4,1,3,3,6,1786334412.305556846,1786334425.833182902,W1,1,1,3,0,3,1,1,3,0,3,8,0,9,0,1
C_predictor,9,4,1,3,3,7,1786334425.836949140,1786334439.375548839,W1,1,1,3,0,3,1,1,3,0,3,9,0,4,0,1
C_predictor,9,4,1,3,3,8,1786334439.383563297,1786334452.929289444,W1,1,1,3,0,3,1,1,3,0,3,4,0,5,0,1
C_predictor,9,4,1,3,3,9,1786334452.937691026,1786334466.524674866,W1,1,1,3,0,3,1,1,3,0,3,5,0,9,0,1
C_predictor,9,4,1,3,3,10,1786334466.536023174,1786334480.054963840,W1,1,1,3,0,3,1,1,3,0,3,9,0,6,0,1
A_vanilla,9,4,1,3,4,1,1786334492.436121163,1786334506.163136465,W1,1,1,3,0,3,1,1,3,0,3,6,0,8,0,1
A_vanilla,9,4,1,3,4,2,1786334506.177788168,1786334519.710982981,W1,1,1,3,0,3,1,1,3,0,3,8,0,9,0,1
A_vanilla,9,4,1,3,4,3,1786334519.726811672,1786334533.364511947,W1,1,1,3,0,3,1,1,3,0,3,9,0,3,1,1
A_vanilla,9,4,1,3,4,4,1786334533.373514319,1786334546.949976506,W1,1,1,3,0,3,1,1,3,0,3,3,1,1,0,1
A_vanilla,9,4,1,3,4,5,1786334546.967263704,1786334560.532156578,W1,1,1,3,0,3,1,1,3,0,3,1,0,7,0,1
A_vanilla,9,4,1,3,4,6,1786334560.571724753,1786334574.172340168,W1,1,1,3,0,3,1,1,3,0,3,7,0,3,1,1
A_vanilla,9,4,1,3,4,7,1786334574.178506053,1786334587.719355487,W1,1,1,3,0,3,1,1,3,0,3,3,1,9,0,1
A_vanilla,9,4,1,3,4,8,1786334587.734498276,1786334601.368115900,W1,1,1,3,0,3,1,1,3,0,3,9,0,6,0,1
A_vanilla,9,4,1,3,4,9,1786334601.383375091,1786334614.929116775,W1,1,1,3,0,3,1,1,3,0,3,6,0,4,0,1
A_vanilla,9,4,1,3,4,10,1786334614.939100296,1786334628.545788237,W1,1,1,3,0,3,1,1,3,0,3,4,0,6,0,1
B_oracle,9,4,1,3,4,1,1786334638.483849059,1786334652.100069679,W1,1,1,3,0,3,1,1,3,0,3,6,0,8,0,1
B_oracle,9,4,1,3,4,2,1786334652.114062891,1786334665.665915923,W1,1,1,3,0,3,1,1,3,0,3,8,0,6,0,1
B_oracle,9,4,1,3,4,3,1786334665.681192852,1786334679.259107033,W1,1,1,3,0,3,1,1,3,0,3,6,0,2,0,1
B_oracle,9,4,1,3,4,4,1786334679.266101576,1786334692.806641248,W1,1,1,3,0,3,1,1,3,0,3,2,0,9,0,1
B_oracle,9,4,1,3,4,5,1786334692.819923425,1786334706.425485074,W1,1,1,3,0,3,1,1,3,0,3,9,0,2,0,1
B_oracle,9,4,1,3,4,6,1786334706.434899336,1786334720.056425502,W1,1,1,3,0,3,1,1,3,0,3,2,0,8,0,1
B_oracle,9,4,1,3,4,7,1786334720.068620301,1786334733.672775870,W1,1,1,3,0,3,1,1,3,0,3,8,0,1,0,1
B_oracle,9,4,1,3,4,8,1786334733.733617869,1786334747.410287524,W1,1,1,3,0,3,1,1,3,0,3,1,0,9,0,1
B_oracle,9,4,1,3,4,9,1786334747.425419558,1786334761.041437696,W1,1,1,3,0,3,1,1,3,0,3,9,0,7,0,1
B_oracle,9,4,1,3,4,10,1786334761.057754213,1786334774.610222890,W1,1,1,3,0,3,1,1,3,0,3,7,0,6,0,1
C_predictor,9,4,1,3,4,1,1786334784.812749764,1786334798.455196092,W1,1,1,3,0,3,1,1,3,0,3,6,0,8,0,1
C_predictor,9,4,1,3,4,2,1786334798.470169287,1786334812.097411234,W1,1,1,3,0,3,1,1,3,0,3,8,0,7,0,1
C_predictor,9,4,1,3,4,3,1786334812.108063334,1786334825.760017372,W1,1,1,3,0,3,1,1,3,0,3,7,0,5,0,1
C_predictor,9,4,1,3,4,4,1786334825.767807936,1786334839.446971370,W1,1,1,3,0,3,1,1,3,0,3,5,0,8,0,1
C_predictor,9,4,1,3,4,5,1786334839.450947578,1786334853.119270188,W1,1,1,3,0,3,1,1,3,0,3,8,0,1,0,1
C_predictor,9,4,1,3,4,6,1786334853.126014967,1786334866.723436273,W1,1,1,3,0,3,1,1,3,0,3,1,0,2,0,1
C_predictor,9,4,1,3,4,7,1786334866.732620539,1786334880.387893636,W1,1,1,3,0,3,1,1,3,0,3,2,0,6,0,1
C_predictor,9,4,1,3,4,8,1786334880.395957816,1786334894.068117449,W1,1,1,3,0,3,1,1,3,0,3,6,0,9,0,1
C_predictor,9,4,1,3,4,9,1786334894.075553482,1786334907.739691846,W1,1,1,3,0,3,1,1,3,0,3,9,0,8,0,1
C_predictor,9,4,1,3,4,10,1786334907.746539349,1786334921.475557512,W1,1,1,3,0,3,1,1,3,0,3,8,0,2,0,1
