# start rate=20 seed=1 dur=420 n=7 target=3 events=76
3.2 fp=[5] true=[3] merged=[3, 5]
3.5 fp=[5] true=[3] merged=[3, 5]
3.8 fp=[5] true=[3] merged=[3, 5]
4.1 fp=[5] true=[3] merged=[3, 5]
4.4 fp=[5] true=[3] merged=[3, 5]
4.7 fp=[5] true=[3] merged=[3, 5]
5.0 fp=[5] true=[3] merged=[3, 5]
5.4 fp=[5] true=[3] merged=[3, 5]
5.7 fp=[5] true=[3] merged=[3, 5]
6.0 fp=[5] true=[3] merged=[3, 5]
6.3 fp=[5] true=[3] merged=[3, 5]
6.6 fp=[5] true=[3] merged=[3, 5]
6.9 fp=[5] true=[3] merged=[3, 5]
7.2 fp=[5] true=[3] merged=[3, 5]
7.5 fp=[5] true=[3] merged=[3, 5]
7.9 fp=[5] true=[3] merged=[3, 5]
8.2 fp=[5] true=[3] merged=[3, 5]
8.5 fp=[5] true=[3] merged=[3, 5]
8.8 fp=[5] true=[3] merged=[3, 5]
9.1 fp=[5] true=[3] merged=[3, 5]
9.4 fp=[5] true=[3] merged=[3, 5]
9.7 fp=[5] true=[3] merged=[3, 5]
10.0 fp=[5] true=[3] merged=[3, 5]
10.3 fp=[5] true=[3] merged=[3, 5]
10.7 fp=[5] true=[3] merged=[3, 5]
11.0 fp=[5] true=[3] merged=[3, 5]
11.3 fp=[2] true=[3] merged=[2, 3]
11.6 fp=[2] true=[3] merged=[2, 3]
11.9 fp=[2] true=[3] merged=[2, 3]
12.2 fp=[2] true=[3] merged=[2, 3]
12.5 fp=[2] true=[3] merged=[2, 3]
12.8 fp=[2] true=[3] merged=[2, 3]
13.1 fp=[2] true=[3] merged=[2, 3]
13.5 fp=[2] true=[3] merged=[2, 3]
13.8 fp=[2] true=[3] merged=[2, 3]
14.1 fp=[2] true=[3] merged=[2, 3]
14.4 fp=[2] true=[3] merged=[2, 3]
14.7 fp=[2] true=[3] merged=[2, 3]
15.0 fp=[2] true=[3] merged=[2, 3]
15.3 fp=[2] true=[3] merged=[2, 3]
15.6 fp=[2] true=[3] merged=[2, 3]
