concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,6226,15,0,2.41,405.5,411,475,475,475
2,4722,30,0,6.35,306.3,314,351,353,353
4,4698,60,0,12.77,301.4,306,342,355,355
8,3366,120,0,35.65,205.1,182,324,337,340
16,5125,240,0,46.83,303.1,272,442,477,477
