rho,seed,empirical_gap,theoretical_gap,mse_bayes,mse_memoryless
0.9,6,4.326856092795197,4.263157894736843,1.0027058219651033,5.3295619147603
0.9,7,4.665875200127818,4.263157894736843,0.9881379855592608,5.654013185687079
0.9,8,4.203050191684757,4.263157894736843,1.0154684584303053,5.218518650115063
0.9,9,4.336033082544635,4.263157894736843,1.028853243400904,5.364886325945538
0.9,10,4.527600679461092,4.263157894736843,0.989622412594294,5.517223092055386
0.9,11,4.470952389342264,4.263157894736843,0.9995226943700966,5.47047508371236
0.9,12,4.060065189550619,4.263157894736843,0.9917774575089993,5.051842647059618
0.9,13,4.293539496955283,4.263157894736843,1.01128360172646,5.304823098681743
0.9,14,4.586495985216553,4.263157894736843,0.9922734181672226,5.578769403383776
0.9,15,4.398692171198818,4.263157894736843,0.9999486669134531,5.3986408381122715
0.9,16,3.9838326339701764,4.263157894736843,0.9972239352726435,4.98105656924282
0.9,17,4.970910248098161,4.263157894736843,1.0026147088230641,5.973524956921224
0.9,18,4.559172349881673,4.263157894736843,1.0289653830234704,5.588137732905143
0.9,19,4.335151401239909,4.263157894736843,0.987121200438184,5.322272601678093
0.9,20,4.649726960975204,4.263157894736843,1.0032969295696255,5.653023890544829
0.9,21,4.4668766520883345,4.263157894736843,0.9739830338054617,5.4408596858937965
0.9,22,3.8084805002740207,4.263157894736843,0.9968013178700792,4.8052818181441
0.9,23,4.316275122057065,4.263157894736843,1.0051306241826383,5.321405746239703
0.9,24,4.191512845723558,4.263157894736843,0.9851607582909298,5.176673604014488
0.9,25,4.568455256755929,4.263157894736843,1.0301948574553323,5.598650114211261
0.9,26,3.7114929590291976,4.263157894736843,0.9991280532496956,4.710621012278893
0.9,27,4.255479073133848,4.263157894736843,0.9938110815344946,5.249290154668342
0.9,28,5.04281284606089,4.263157894736843,1.0009821793182851,6.0437950253791755
0.9,29,4.183806456819116,4.263157894736843,1.0144754151621604,5.198281871981276
0.95,0,9.524515428067282,9.256410256410254,0.9908340867523029,10.515349514819585
0.95,1,9.32961386175446,9.256410256410254,1.001534493995344,10.331148355749804
0.95,2,8.942856019117173,9.256410256410254,1.0027967024949218,9.945652721612094
0.95,3,8.516365277285221,9.256410256410254,1.0102986668711997,9.526663944156422
0.95,4,9.036378585258245,9.256410256410254,0.9835689372718823,10.019947522530128
0.95,5,10.06620108671739,9.256410256410254,1.0146732723094687,11.08087435902686
0.95,6,9.39951354928671,9.256410256410254,1.0027058219651035,10.402219371251812
0.95,7,10.422693841214167,9.256410256410254,0.9881379855592608,11.410831826773428
0.95,8,8.745961198893777,9.256410256410254,1.0154684584303053,9.761429657324083
0.95,9,8.986471967449637,9.256410256410254,1.028853243400904,10.015325210850541
0.95,10,10.324104847673656,9.256410256410254,0.989622412594294,11.31372726026795
0.95,11,8.859790699267853,9.256410256410254,0.9995226943700966,9.85931339363795
0.95,12,8.619833971409928,9.256410256410254,0.9917774575089994,9.611611428918927
0.95,13,9.143150820278029,9.256410256410254,1.01128360172646,10.154434422004488
0.95,14,10.65481105395718,9.256410256410254,0.9922734181672226,11.647084472124403
0.95,15,9.761364247148379,9.256410256410254,0.9999486669134531,10.76131291406183
0.95,16,8.744386834859592,9.256410256410254,0.9972239352726435,9.741610770132235
0.95,17,11.391395770006461,9.256410256410254,1.0026147088230641,12.394010478829525
0.95,18,9.769561904682968,9.256410256410254,1.0289653830234704,10.798527287706438
0.95,19,9.32724686379039,9.256410256410254,0.987121200438184,10.314368064228573
0.95,20,10.603396590514233,9.256410256410254,1.0032969295696255,11.606693520083859
0.95,21,10.304226534860192,9.256410256410254,0.9739830338054617,11.278209568665654
0.95,22,7.857500454377409,9.256410256410254,0.9968013178700792,8.854301772247489
0.95,23,8.933960977511095,9.256410256410254,1.005130624182638,9.939091601693733
0.95,24,9.70274915694723,9.256410256410254,0.9851607582909298,10.687909915238158
0.95,25,10.298242548006574,9.256410256410254,1.0301948574553323,11.328437405461905
0.95,26,8.021669105723515,9.256410256410254,0.9991280532496956,9.02079715897321
0.95,27,9.127937857783987,9.256410256410254,0.9938110815344948,10.121748939318483
0.95,28,12.03781474922272,9.256410256410254,1.0009821793182851,13.038796928541005
0.95,29,9.046270581062979,9.256410256410254,1.0144754151621604,10.060745996225139
