seed,baseline_cost_mean,mev_aware_cost_mean,cost_overhead_pct,baseline_mev_total,mev_aware_mev_total,mev_reduction_pct
0,0.0916196037754902,0.1849337047334668,101.84949193475961,2619.876805232973,491.08780997651456,81.25530906660916
1,0.09175165097469172,0.21356335927772244,132.7624157265907,2046.9072602394453,426.6424202575375,79.15672934749232
2,0.0926865147951238,0.15938559887822432,71.96201543507549,1776.8342334802787,475.4931625010139,73.23930654073074
3,0.09186817594110365,0.1806981320337985,96.69284840230573,1202.1734125155886,430.0191115959363,64.229860091806
4,0.09003995550740884,0.16545495938353083,83.75726470668519,2778.834278068034,714.1845106608978,74.29913268676714
5,0.08680344148164489,0.20739852519793192,138.92891993434108,1806.8477197311104,262.67481064143544,85.46226072219712
6,0.09239986994134503,0.15621564896514492,69.06479312612652,1722.2581709152264,649.5160311689513,62.28695313294455
7,0.09036324108071585,0.16486976096799394,82.45224385071145,2485.1110798063028,638.6787103703822,74.2997922483142
