epsilon,precommit,trial,coalition_utility,honest_utility,coalition_advantage
2.0,False,36,-17.02741699796952,1.6,-18.627416997969522
2.0,False,37,-17.02741699796952,1.6,-18.627416997969522
2.0,False,38,-17.02741699796952,1.6,-18.627416997969522
2.0,False,39,-17.02741699796952,1.6,-18.627416997969522
2.0,False,40,-17.02741699796952,1.6,-18.627416997969522
2.0,False,41,-17.02741699796952,1.6,-18.627416997969522
2.0,False,42,-17.02741699796952,1.6,-18.627416997969522
2.0,False,43,-17.02741699796952,1.6,-18.627416997969522
2.0,False,44,-17.02741699796952,1.6,-18.627416997969522
2.0,False,45,-17.02741699796952,1.6,-18.627416997969522
2.0,False,46,-17.02741699796952,1.6,-18.627416997969522
2.0,False,47,-17.02741699796952,1.6,-18.627416997969522
2.0,False,48,-17.02741699796952,1.6,-18.627416997969522
2.0,False,49,-17.02741699796952,1.6,-18.627416997969522
2.0,True,0,1.352550007194893,1.6,-0.24744999280510704
2.0,True,1,-10.579303072325436,1.6,-12.179303072325435
2.0,True,2,-10.02326415629451,1.6,-11.62326415629451
2.0,True,3,0.5306083016676069,1.6,-1.0693916983323932
2.0,True,4,-2.0362230078905443,1.6,-3.6362230078905444
2.0,True,5,-9.649367505332805,1.6,-11.249367505332804
2.0,True,6,0.01975498994210101,1.6,-1.580245010057899
2.0,True,7,-7.559021053244461,1.6,-9.15902105324446
2.0,True,8,-6.699790455569428,1.6,-8.299790455569427
2.0,True,9,2.8,1.6,1.1999999999999997
2.0,True,10,-3.6675262053417383,1.6,-5.267526205341738
2.0,True,11,-4.198568221485596,1.6,-5.798568221485596
2.0,True,12,-6.104512132906638,1.6,-7.704512132906638
2.0,True,13,-2.5748212022491574,1.6,-4.1748212022491575
2.0,True,14,-8.999640291861843,1.6,-10.599640291861842
2.0,True,15,2.8,1.6,1.1999999999999997
2.0,True,16,-10.809229825883966,1.6,-12.409229825883966
2.0,True,17,-4.55441470947237,1.6,-6.15441470947237
2.0,True,18,-6.03805939930422,1.6,-7.63805939930422
2.0,True,19,-6.473323043077389,1.6,-8.073323043077389
2.0,True,20,1.1047803641333096,1.6,-0.4952196358666905
2.0,True,21,-0.3925309507815551,1.6,-1.9925309507815552
2.0,True,22,-1.7926726801105208,1.6,-3.392672680110521
2.0,True,23,-0.35170968568411487,1.6,-1.951709685684115
2.0,True,24,2.8,1.6,1.1999999999999997
2.0,True,25,-9.940205068791592,1.6,-11.540205068791591
2.0,True,26,-9.907233219300062,1.6,-11.507233219300062
2.0,True,27,-13.066498815534485,1.6,-14.666498815534485
2.0,True,28,-1.1934712492604107,1.6,-2.793471249260411
2.0,True,29,0.48232509191796913,1.6,-1.117674908082031
2.0,True,30,2.8,1.6,1.1999999999999997
2.0,True,31,-18.355745074524087,1.6,-19.95574507452409
2.0,True,32,-4.105575675480324,1.6,-5.705575675480324
2.0,True,33,-9.755180889821919,1.6,-11.355180889821918
2.0,True,34,-0.8340400826384902,1.6,-2.4340400826384903
2.0,True,35,-18.45866442404225,1.6,-20.058664424042252
2.0,True,36,-8.19114919142939,1.6,-9.79114919142939
2.0,True,37,-4.234017845836121,1.6,-5.8340178458361205
2.0,True,38,-13.318160724967202,1.6,-14.918160724967201
2.0,True,39,-12.949012424720925,1.6,-14.549012424720924
2.0,True,40,2.8,1.6,1.1999999999999997
2.0,True,41,-10.940685415815649,1.6,-12.540685415815648
2.0,True,42,-12.586868241487645,1.6,-14.186868241487645
2.0,True,43,0.03328977015389567,1.6,-1.5667102298461044
2.0,True,44,-1.1004701599931503,1.6,-2.7004701599931504
2.0,True,45,2.8,1.6,1.1999999999999997
2.0,True,46,2.8,1.6,1.1999999999999997
2.0,True,47,-1.5912302185328824,1.6,-3.1912302185328825
