zeta,kappa,trial,scheduler,hc_miss_rate,lc_miss_rate
0.2,1.1,1,PSR (slack-aware),0.0,1.0
0.2,1.1,2,EDF (baseline),0.00909090909090909,0.007692307692307693
0.2,1.1,2,LST,0.9818181818181818,0.9948717948717949
0.2,1.1,2,EQDF,0.01818181818181818,0.017948717948717947
0.2,1.1,2,PSR (primary),0.0,1.0
0.2,1.1,2,PSR (slack-aware),0.0,1.0
0.2,1.1,3,EDF (baseline),0.01,0.0375
0.2,1.1,3,LST,1.0,0.9975
0.2,1.1,3,EQDF,0.01,0.06
0.2,1.1,3,PSR (primary),0.0,1.0
0.2,1.1,3,PSR (slack-aware),0.0,1.0
0.2,1.1,4,EDF (baseline),0.0,0.007481296758104738
0.2,1.1,4,LST,0.9797979797979798,0.9950124688279302
0.2,1.1,4,EQDF,0.020202020202020204,0.014962593516209476
0.2,1.1,4,PSR (primary),0.0,1.0
0.2,1.1,4,PSR (slack-aware),0.0,1.0
0.2,1.1,5,EDF (baseline),0.008695652173913044,0.04415584415584416
0.2,1.1,5,LST,1.0,0.9974025974025974
0.2,1.1,5,EQDF,0.0,0.0
0.2,1.1,5,PSR (primary),0.0,1.0
0.2,1.1,5,PSR (slack-aware),0.0,1.0
0.2,1.1,6,EDF (baseline),0.01020408163265306,0.009950248756218905
0.2,1.1,6,LST,1.0,0.9925373134328358
0.2,1.1,6,EQDF,0.01020408163265306,0.012437810945273632
0.2,1.1,6,PSR (primary),0.0,1.0
0.2,1.1,6,PSR (slack-aware),0.0,1.0
0.2,1.1,7,EDF (baseline),0.039603960396039604,0.02506265664160401
0.2,1.1,7,LST,0.9900990099009901,0.9899749373433584
0.2,1.1,7,EQDF,0.019801980198019802,0.002506265664160401
0.2,1.1,7,PSR (primary),0.0,1.0
0.2,1.1,7,PSR (slack-aware),0.0,1.0
0.2,1.1,8,EDF (baseline),0.0,0.005
0.2,1.1,8,LST,1.0,0.995
0.2,1.1,8,EQDF,0.01,0.035
0.2,1.1,8,PSR (primary),0.0,1.0
0.2,1.1,8,PSR (slack-aware),0.0,1.0
0.2,1.1,9,EDF (baseline),0.0,0.017587939698492462
0.2,1.1,9,LST,0.9803921568627451,0.9874371859296482
0.2,1.1,9,EQDF,0.00980392156862745,0.010050251256281407
0.2,1.1,9,PSR (primary),0.0,1.0
0.2,1.1,9,PSR (slack-aware),0.0,1.0
0.2,1.2,0,EDF (baseline),0.008547008547008548,0.010443864229765013
0.2,1.2,0,LST,0.9914529914529915,0.9895561357702349
0.2,1.2,0,EQDF,0.008547008547008548,0.007832898172323759
0.2,1.2,0,PSR (primary),0.0,1.0
0.2,1.2,0,PSR (slack-aware),0.0,1.0
0.2,1.2,1,EDF (baseline),0.0,0.0
0.2,1.2,1,LST,0.9805825242718447,0.9899244332493703
0.2,1.2,1,EQDF,0.009708737864077669,0.022670025188916875
0.2,1.2,1,PSR (primary),0.0,1.0
0.2,1.2,1,PSR (slack-aware),0.0,1.0
0.2,1.2,2,EDF (baseline),0.00909090909090909,0.007692307692307693
0.2,1.2,2,LST,0.9818181818181818,0.9948717948717949
0.2,1.2,2,EQDF,0.01818181818181818,0.017948717948717947
0.2,1.2,2,PSR (primary),0.0,1.0
0.2,1.2,2,PSR (slack-aware),0.0,1.0
0.2,1.2,3,EDF (baseline),0.01,0.0375
0.2,1.2,3,LST,1.0,0.9975
0.2,1.2,3,EQDF,0.01,0.06
0.2,1.2,3,PSR (primary),0.0,1.0
0.2,1.2,3,PSR (slack-aware),0.0,1.0
0.2,1.2,4,EDF (baseline),0.0,0.007481296758104738
0.2,1.2,4,LST,0.9797979797979798,0.9950124688279302
0.2,1.2,4,EQDF,0.020202020202020204,0.014962593516209476
0.2,1.2,4,PSR (primary),0.0,1.0
0.2,1.2,4,PSR (slack-aware),0.0,1.0
0.2,1.2,5,EDF (baseline),0.008695652173913044,0.04415584415584416
0.2,1.2,5,LST,1.0,0.9974025974025974
0.2,1.2,5,EQDF,0.0,0.0
0.2,1.2,5,PSR (primary),0.0,1.0
0.2,1.2,5,PSR (slack-aware),0.0,1.0
0.2,1.2,6,EDF (baseline),0.01020408163265306,0.009950248756218905
0.2,1.2,6,LST,1.0,0.9925373134328358
0.2,1.2,6,EQDF,0.01020408163265306,0.012437810945273632
0.2,1.2,6,PSR (primary),0.0,1.0
0.2,1.2,6,PSR (slack-aware),0.0,1.0
0.2,1.2,7,EDF (baseline),0.039603960396039604,0.02506265664160401
0.2,1.2,7,LST,0.9900990099009901,0.9899749373433584
0.2,1.2,7,EQDF,0.019801980198019802,0.002506265664160401
0.2,1.2,7,PSR (primary),0.0,1.0
0.2,1.2,7,PSR (slack-aware),0.0,1.0
0.2,1.2,8,EDF (baseline),0.0,0.005
0.2,1.2,8,LST,1.0,0.995
0.2,1.2,8,EQDF,0.01,0.035
0.2,1.2,8,PSR (primary),0.0,1.0
0.2,1.2,8,PSR (slack-aware),0.0,1.0
0.2,1.2,9,EDF (baseline),0.0,0.017587939698492462
0.2,1.2,9,LST,0.9803921568627451,0.9874371859296482
0.2,1.2,9,EQDF,0.00980392156862745,0.010050251256281407
0.2,1.2,9,PSR (primary),0.0,1.0
0.2,1.2,9,PSR (slack-aware),0.0,1.0
0.5,1.0,0,EDF (baseline),0.15384615384615385,0.1279373368146214
0.5,1.0,0,LST,0.9914529914529915,0.9895561357702349
0.5,1.0,0,EQDF,0.38461538461538464,0.3968668407310705
0.5,1.0,0,PSR (primary),0.0,1.0
0.5,1.0,0,PSR (slack-aware),0.03418803418803419,1.0
0.5,1.0,1,EDF (baseline),0.08737864077669903,0.10579345088161209
0.5,1.0,1,LST,0.9805825242718447,0.9899244332493703
0.5,1.0,1,EQDF,0.2912621359223301,0.24685138539042822
0.5,1.0,1,PSR (primary),0.0,1.0
0.5,1.0,1,PSR (slack-aware),0.038834951456310676,1.0
0.5,1.0,2,EDF (baseline),0.12727272727272726,0.12051282051282051
0.5,1.0,2,LST,0.9818181818181818,0.9948717948717949
0.5,1.0,2,EQDF,0.13636363636363635,0.19743589743589743
0.5,1.0,2,PSR (primary),0.0,1.0
0.5,1.0,2,PSR (slack-aware),0.0,1.0
0.5,1.0,3,EDF (baseline),0.23,0.3175
0.5,1.0,3,LST,1.0,0.9975
0.5,1.0,3,EQDF,0.41,0.4625
0.5,1.0,3,PSR (primary),0.0,1.0
0.5,1.0,3,PSR (slack-aware),0.01,1.0
0.5,1.0,4,EDF (baseline),0.2222222222222222,0.22194513715710723
0.5,1.0,4,LST,0.9797979797979798,0.9950124688279302
0.5,1.0,4,EQDF,0.1717171717171717,0.1596009975062344
0.5,1.0,4,PSR (primary),0.0,1.0
0.5,1.0,4,PSR (slack-aware),0.0,1.0
0.5,1.0,5,EDF (baseline),0.3391304347826087,0.2545454545454545
0.5,1.0,5,LST,1.0,0.9974025974025974
0.5,1.0,5,EQDF,0.3391304347826087,0.34545454545454546
0.5,1.0,5,PSR (primary),0.0,1.0
0.5,1.0,5,PSR (slack-aware),0.017391304347826087,1.0
0.5,1.0,6,EDF (baseline),0.336734693877551,0.19154228855721392
0.5,1.0,6,LST,1.0,0.9925373134328358
0.5,1.0,6,EQDF,0.23469387755102042,0.31592039800995025
0.5,1.0,6,PSR (primary),0.01020408163265306,1.0
0.5,1.0,6,PSR (slack-aware),0.0,1.0
0.5,1.0,7,EDF (baseline),0.3564356435643564,0.3533834586466165
0.5,1.0,7,LST,0.9900990099009901,0.9899749373433584
0.5,1.0,7,EQDF,0.15841584158415842,0.20050125313283207
0.5,1.0,7,PSR (primary),0.0,1.0
0.5,1.0,7,PSR (slack-aware),0.0,1.0
0.5,1.0,8,EDF (baseline),0.16,0.2325
0.5,1.0,8,LST,1.0,0.995
0.5,1.0,8,EQDF,0.12,0.15
0.5,1.0,8,PSR (primary),0.0,1.0
0.5,1.0,8,PSR (slack-aware),0.0,1.0
0.5,1.0,9,EDF (baseline),0.3333333333333333,0.23869346733668342
0.5,1.0,9,LST,0.9803921568627451,0.9874371859296482
0.5,1.0,9,EQDF,0.22549019607843138,0.10301507537688442
0.5,1.0,9,PSR (primary),0.00980392156862745,1.0
0.5,1.0,9,PSR (slack-aware),0.049019607843137254,1.0
0.5,1.05,0,EDF (baseline),0.15384615384615385,0.1279373368146214
0.5,1.05,0,LST,0.9914529914529915,0.9895561357702349
0.5,1.05,0,EQDF,0.38461538461538464,0.3968668407310705
0.5,1.05,0,PSR (primary),0.0,1.0
0.5,1.05,0,PSR (slack-aware),0.03418803418803419,1.0
0.5,1.05,1,EDF (baseline),0.08737864077669903,0.10579345088161209
0.5,1.05,1,LST,0.9805825242718447,0.9899244332493703
0.5,1.05,1,EQDF,0.2912621359223301,0.24685138539042822
0.5,1.05,1,PSR (primary),0.0,1.0
0.5,1.05,1,PSR (slack-aware),0.038834951456310676,1.0
0.5,1.05,2,EDF (baseline),0.12727272727272726,0.12051282051282051
0.5,1.05,2,LST,0.9818181818181818,0.9948717948717949
0.5,1.05,2,EQDF,0.13636363636363635,0.19743589743589743
0.5,1.05,2,PSR (primary),0.0,1.0
0.5,1.05,2,PSR (slack-aware),0.0,1.0
0.5,1.05,3,EDF (baseline),0.23,0.3175
0.5,1.05,3,LST,1.0,0.9975
0.5,1.05,3,EQDF,0.41,0.4625
0.5,1.05,3,PSR (primary),0.0,1.0
0.5,1.05,3,PSR (slack-aware),0.01,1.0
0.5,1.05,4,EDF (baseline),0.2222222222222222,0.22194513715710723
0.5,1.05,4,LST,0.9797979797979798,0.9950124688279302
0.5,1.05,4,EQDF,0.1717171717171717,0.1596009975062344
0.5,1.05,4,PSR (primary),0.0,1.0
0.5,1.05,4,PSR (slack-aware),0.0,1.0
0.5,1.05,5,EDF (baseline),0.3391304347826087,0.2545454545454545
0.5,1.05,5,LST,1.0,0.9974025974025974
0.5,1.05,5,EQDF,0.3391304347826087,0.34545454545454546
0.5,1.05,5,PSR (primary),0.0,1.0
0.5,1.05,5,PSR (slack-aware),0.017391304347826087,1.0
0.5,1.05,6,EDF (baseline),0.336734693877551,0.19154228855721392
0.5,1.05,6,LST,1.0,0.9925373134328358
0.5,1.05,6,EQDF,0.23469387755102042,0.31592039800995025
0.5,1.05,6,PSR (primary),0.01020408163265306,1.0
0.5,1.05,6,PSR (slack-aware),0.0,1.0
0.5,1.05,7,EDF (baseline),0.3564356435643564,0.3533834586466165
0.5,1.05,7,LST,0.9900990099009901,0.9899749373433584
0.5,1.05,7,EQDF,0.15841584158415842,0.20050125313283207
0.5,1.05,7,PSR (primary),0.0,1.0
0.5,1.05,7,PSR (slack-aware),0.0,1.0
0.5,1.05,8,EDF (baseline),0.16,0.2325
0.5,1.05,8,LST,1.0,0.995
0.5,1.05,8,EQDF,0.12,0.15
0.5,1.05,8,PSR (primary),0.0,1.0
0.5,1.05,8,PSR (slack-aware),0.0,1.0
0.5,1.05,9,EDF (baseline),0.3333333333333333,0.23869346733668342
0.5,1.05,9,LST,0.9803921568627451,0.9874371859296482
0.5,1.05,9,EQDF,0.22549019607843138,0.10301507537688442
0.5,1.05,9,PSR (primary),0.00980392156862745,1.0
0.5,1.05,9,PSR (slack-aware),0.049019607843137254,1.0
0.5,1.1,0,EDF (baseline),0.15384615384615385,0.1279373368146214
0.5,1.1,0,LST,0.9914529914529915,0.9895561357702349
0.5,1.1,0,EQDF,0.38461538461538464,0.3968668407310705
0.5,1.1,0,PSR (primary),0.0,1.0
0.5,1.1,0,PSR (slack-aware),0.03418803418803419,1.0
0.5,1.1,1,EDF (baseline),0.08737864077669903,0.10579345088161209
0.5,1.1,1,LST,0.9805825242718447,0.9899244332493703
0.5,1.1,1,EQDF,0.2912621359223301,0.24685138539042822
0.5,1.1,1,PSR (primary),0.0,1.0
0.5,1.1,1,PSR (slack-aware),0.038834951456310676,1.0
0.5,1.1,2,EDF (baseline),0.12727272727272726,0.12051282051282051
0.5,1.1,2,LST,0.9818181818181818,0.9948717948717949
0.5,1.1,2,EQDF,0.13636363636363635,0.19743589743589743
0.5,1.1,2,PSR (primary),0.0,1.0
0.5,1.1,2,PSR (slack-aware),0.0,1.0
0.5,1.1,3,EDF (baseline),0.23,0.3175
0.5,1.1,3,LST,1.0,0.9975
0.5,1.1,3,EQDF,0.41,0.4625
0.5,1.1,3,PSR (primary),0.0,1.0
0.5,1.1,3,PSR (slack-aware),0.01,1.0
0.5,1.1,4,EDF (baseline),0.2222222222222222,0.22194513715710723
0.5,1.1,4,LST,0.9797979797979798,0.9950124688279302
0.5,1.1,4,EQDF,0.1717171717171717,0.1596009975062344
0.5,1.1,4,PSR (primary),0.0,1.0
0.5,1.1,4,PSR (slack-aware),0.0,1.0
0.5,1.1,5,EDF (baseline),0.3391304347826087,0.2545454545454545
0.5,1.1,5,LST,1.0,0.9974025974025974
0.5,1.1,5,EQDF,0.3391304347826087,0.34545454545454546
0.5,1.1,5,PSR (primary),0.0,1.0
0.5,1.1,5,PSR (slack-aware),0.017391304347826087,1.0
0.5,1.1,6,EDF (baseline),0.336734693877551,0.19154228855721392
0.5,1.1,6,LST,1.0,0.9925373134328358
0.5,1.1,6,EQDF,0.23469387755102042,0.31592039800995025
0.5,1.1,6,PSR (primary),0.01020408163265306,1.0
0.5,1.1,6,PSR (slack-aware),0.0,1.0
0.5,1.1,7,EDF (baseline),0.3564356435643564,0.3533834586466165
0.5,1.1,7,LST,0.9900990099009901,0.9899749373433584
0.5,1.1,7,EQDF,0.15841584158415842,0.20050125313283207
0.5,1.1,7,PSR (primary),0.0,1.0
0.5,1.1,7,PSR (slack-aware),0.0,1.0
0.5,1.1,8,EDF (baseline),0.16,0.2325
0.5,1.1,8,LST,1.0,0.995
0.5,1.1,8,EQDF,0.12,0.15
0.5,1.1,8,PSR (primary),0.0,1.0
0.5,1.1,8,PSR (slack-aware),0.0,1.0
0.5,1.1,9,EDF (baseline),0.3333333333333333,0.23869346733668342
0.5,1.1,9,LST,0.9803921568627451,0.9874371859296482
0.5,1.1,9,EQDF,0.22549019607843138,0.10301507537688442
0.5,1.1,9,PSR (primary),0.00980392156862745,1.0
0.5,1.1,9,PSR (slack-aware),0.049019607843137254,1.0
0.5,1.2,0,EDF (baseline),0.15384615384615385,0.1279373368146214
0.5,1.2,0,LST,0.9914529914529915,0.9895561357702349
0.5,1.2,0,EQDF,0.38461538461538464,0.3968668407310705
0.5,1.2,0,PSR (primary),0.0,1.0
0.5,1.2,0,PSR (slack-aware),0.03418803418803419,1.0
0.5,1.2,1,EDF (baseline),0.08737864077669903,0.10579345088161209
0.5,1.2,1,LST,0.9805825242718447,0.9899244332493703
0.5,1.2,1,EQDF,0.2912621359223301,0.24685138539042822
0.5,1.2,1,PSR (primary),0.0,1.0
0.5,1.2,1,PSR (slack-aware),0.038834951456310676,1.0
0.5,1.2,2,EDF (baseline),0.12727272727272726,0.12051282051282051
0.5,1.2,2,LST,0.9818181818181818,0.9948717948717949
0.5,1.2,2,EQDF,0.13636363636363635,0.19743589743589743
0.5,1.2,2,PSR (primary),0.0,1.0
0.5,1.2,2,PSR (slack-aware),0.0,1.0
0.5,1.2,3,EDF (baseline),0.23,0.3175
0.5,1.2,3,LST,1.0,0.9975
0.5,1.2,3,EQDF,0.41,0.4625
0.5,1.2,3,PSR (primary),0.0,1.0
0.5,1.2,3,PSR (slack-aware),0.01,1.0
0.5,1.2,4,EDF (baseline),0.2222222222222222,0.22194513715710723
0.5,1.2,4,LST,0.9797979797979798,0.9950124688279302
0.5,1.2,4,EQDF,0.1717171717171717,0.1596009975062344
0.5,1.2,4,PSR (primary),0.0,1.0
0.5,1.2,4,PSR (slack-aware),0.0,1.0
0.5,1.2,5,EDF (baseline),0.3391304347826087,0.2545454545454545
0.5,1.2,5,LST,1.0,0.9974025974025974
0.5,1.2,5,EQDF,0.3391304347826087,0.34545454545454546
0.5,1.2,5,PSR (primary),0.0,1.0
0.5,1.2,5,PSR (slack-aware),0.017391304347826087,1.0
0.5,1.2,6,EDF (baseline),0.336734693877551,0.19154228855721392
0.5,1.2,6,LST,1.0,0.9925373134328358
0.5,1.2,6,EQDF,0.23469387755102042,0.31592039800995025
0.5,1.2,6,PSR (primary),0.01020408163265306,1.0
0.5,1.2,6,PSR (slack-aware),0.0,1.0
0.5,1.2,7,EDF (baseline),0.3564356435643564,0.3533834586466165
0.5,1.2,7,LST,0.9900990099009901,0.9899749373433584
0.5,1.2,7,EQDF,0.15841584158415842,0.20050125313283207
0.5,1.2,7,PSR (primary),0.0,1.0
0.5,1.2,7,PSR (slack-aware),0.0,1.0
0.5,1.2,8,EDF (baseline),0.16,0.2325
0.5,1.2,8,LST,1.0,0.995
0.5,1.2,8,EQDF,0.12,0.15
0.5,1.2,8,PSR (primary),0.0,1.0
0.5,1.2,8,PSR (slack-aware),0.0,1.0
0.5,1.2,9,EDF (baseline),0.3333333333333333,0.23869346733668342
0.5,1.2,9,LST,0.9803921568627451,0.9874371859296482
0.5,1.2,9,EQDF,0.22549019607843138,0.10301507537688442
0.5,1.2,9,PSR (primary),0.00980392156862745,1.0
0.5,1.2,9,PSR (slack-aware),0.049019607843137254,1.0
