oracle,tau,alpha,beta,N,pareto_product,theorem_C_bound
noisy,0.0,1.1639815107354476,0.9671413833242986,11,-0.0053882056031584954,0.30151134457776363
noisy,0.05,1.1390355602765498,0.9464140257050921,11,-0.0074503559590573115,0.30151134457776363
noisy,0.1,1.1730322166503924,0.9746615304726072,11,-0.0043843715488532005,0.30151134457776363
noisy,0.2,1.270345885283866,1.0555185503053999,11,0.01500921163199018,0.30151134457776363
noisy,0.5,1.6556963627686934,1.3757026687145284,11,0.24634687335860764,0.30151134457776363
noisy,1.0,1.892378157788146,1.5723593651754206,11,0.5107609958880346,0.30151134457776363
adversarial,inf,5.617581082804422,4.66759573863601,11,16.93542070209975,0.30151134457776363
