M,density,decision,build_time_s,sched_time_s,sched_time_ms,peak_memory_MB
10000,0.1,NO,0.05825819999999993,0.0021457999999999755,2.1457999999999755,5.306430816650391
10000,0.3,NO,0.06415930000000014,0.002094499999999888,2.094499999999888,5.30372428894043
10000,0.5,NO,0.06310170000000004,0.0018700000000000383,1.8700000000000383,5.303709030151367
50000,0.1,NO,0.3522265,0.011475499999999972,11.475499999999972,27.662939071655273
50000,0.3,NO,0.3594655,0.011383300000000096,11.383300000000096,27.662939071655273
50000,0.5,NO,0.3537269999999999,0.011435500000000154,11.435500000000154,27.662939071655273
100000,0.1,NO,0.8525103999999999,0.03975939999999989,39.759399999999886,55.25086784362793
100000,0.3,NO,1.5425577000000006,0.038847600000000426,38.847600000000426,55.25086784362793
100000,0.5,NO,1.7005881999999994,0.03717760000000059,37.17760000000059,55.25086784362793
