epsilon,precommit,trial,coordinated,coalition_utility,advantage_vs_honest
0.3,True,92,False,1.6,0.0
0.3,True,93,False,1.6,0.0
0.3,True,94,True,4.6000000000000005,3.0000000000000004
0.3,True,95,False,1.6,0.0
0.3,True,96,False,1.6,0.0
0.3,True,97,True,4.6000000000000005,3.0000000000000004
0.3,True,98,False,1.6,0.0
0.3,True,99,True,4.6000000000000005,3.0000000000000004
0.5,False,0,True,3.0000000000000004,1.4000000000000004
0.5,False,1,True,3.0000000000000004,1.4000000000000004
0.5,False,2,True,3.0000000000000004,1.4000000000000004
0.5,False,3,True,3.0000000000000004,1.4000000000000004
0.5,False,4,True,3.0000000000000004,1.4000000000000004
0.5,False,5,True,3.0000000000000004,1.4000000000000004
0.5,False,6,True,3.0000000000000004,1.4000000000000004
0.5,False,7,True,3.0000000000000004,1.4000000000000004
0.5,False,8,True,3.0000000000000004,1.4000000000000004
0.5,False,9,True,3.0000000000000004,1.4000000000000004
0.5,False,10,True,3.0000000000000004,1.4000000000000004
0.5,False,11,True,3.0000000000000004,1.4000000000000004
0.5,False,12,True,3.0000000000000004,1.4000000000000004
0.5,False,13,True,3.0000000000000004,1.4000000000000004
0.5,False,14,True,3.0000000000000004,1.4000000000000004
0.5,False,15,True,3.0000000000000004,1.4000000000000004
0.5,False,16,True,3.0000000000000004,1.4000000000000004
0.5,False,17,True,3.0000000000000004,1.4000000000000004
0.5,False,18,True,3.0000000000000004,1.4000000000000004
0.5,False,19,True,3.0000000000000004,1.4000000000000004
0.5,False,20,True,3.0000000000000004,1.4000000000000004
0.5,False,21,True,3.0000000000000004,1.4000000000000004
0.5,False,22,True,3.0000000000000004,1.4000000000000004
0.5,False,23,True,3.0000000000000004,1.4000000000000004
0.5,False,24,True,3.0000000000000004,1.4000000000000004
0.5,False,25,True,3.0000000000000004,1.4000000000000004
0.5,False,26,True,3.0000000000000004,1.4000000000000004
0.5,False,27,True,3.0000000000000004,1.4000000000000004
0.5,False,28,True,3.0000000000000004,1.4000000000000004
0.5,False,29,True,3.0000000000000004,1.4000000000000004
0.5,False,30,True,3.0000000000000004,1.4000000000000004
0.5,False,31,True,3.0000000000000004,1.4000000000000004
0.5,False,32,True,3.0000000000000004,1.4000000000000004
0.5,False,33,True,3.0000000000000004,1.4000000000000004
0.5,False,34,True,3.0000000000000004,1.4000000000000004
0.5,False,35,True,3.0000000000000004,1.4000000000000004
0.5,False,36,True,3.0000000000000004,1.4000000000000004
0.5,False,37,True,3.0000000000000004,1.4000000000000004
0.5,False,38,True,3.0000000000000004,1.4000000000000004
0.5,False,39,True,3.0000000000000004,1.4000000000000004
0.5,False,40,True,3.0000000000000004,1.4000000000000004
0.5,False,41,True,3.0000000000000004,1.4000000000000004
0.5,False,42,True,3.0000000000000004,1.4000000000000004
0.5,False,43,True,3.0000000000000004,1.4000000000000004
0.5,False,44,True,3.0000000000000004,1.4000000000000004
0.5,False,45,True,3.0000000000000004,1.4000000000000004
0.5,False,46,True,3.0000000000000004,1.4000000000000004
0.5,False,47,True,3.0000000000000004,1.4000000000000004
0.5,False,48,True,3.0000000000000004,1.4000000000000004
0.5,False,49,True,3.0000000000000004,1.4000000000000004
0.5,False,50,True,3.0000000000000004,1.4000000000000004
0.5,False,51,True,3.0000000000000004,1.4000000000000004
0.5,False,52,True,3.0000000000000004,1.4000000000000004
0.5,False,53,True,3.0000000000000004,1.4000000000000004
0.5,False,54,True,3.0000000000000004,1.4000000000000004
0.5,False,55,True,3.0000000000000004,1.4000000000000004
0.5,False,56,True,3.0000000000000004,1.4000000000000004
0.5,False,57,True,3.0000000000000004,1.4000000000000004
0.5,False,58,True,3.0000000000000004,1.4000000000000004
0.5,False,59,True,3.0000000000000004,1.4000000000000004
0.5,False,60,True,3.0000000000000004,1.4000000000000004
0.5,False,61,True,3.0000000000000004,1.4000000000000004
0.5,False,62,True,3.0000000000000004,1.4000000000000004
0.5,False,63,True,3.0000000000000004,1.4000000000000004
0.5,False,64,True,3.0000000000000004,1.4000000000000004
0.5,False,65,True,3.0000000000000004,1.4000000000000004
0.5,False,66,True,3.0000000000000004,1.4000000000000004
0.5,False,67,True,3.0000000000000004,1.4000000000000004
0.5,False,68,True,3.0000000000000004,1.4000000000000004
0.5,False,69,True,3.0000000000000004,1.4000000000000004
0.5,False,70,True,3.0000000000000004,1.4000000000000004
0.5,False,71,True,3.0000000000000004,1.4000000000000004
0.5,False,72,True,3.0000000000000004,1.4000000000000004
0.5,False,73,True,3.0000000000000004,1.4000000000000004
0.5,False,74,True,3.0000000000000004,1.4000000000000004
0.5,False,75,True,3.0000000000000004,1.4000000000000004
0.5,False,76,True,3.0000000000000004,1.4000000000000004
0.5,False,77,True,3.0000000000000004,1.4000000000000004
0.5,False,78,True,3.0000000000000004,1.4000000000000004
0.5,False,79,True,3.0000000000000004,1.4000000000000004
0.5,False,80,True,3.0000000000000004,1.4000000000000004
0.5,False,81,True,3.0000000000000004,1.4000000000000004
0.5,False,82,True,3.0000000000000004,1.4000000000000004
0.5,False,83,True,3.0000000000000004,1.4000000000000004
0.5,False,84,True,3.0000000000000004,1.4000000000000004
0.5,False,85,True,3.0000000000000004,1.4000000000000004
0.5,False,86,True,3.0000000000000004,1.4000000000000004
0.5,False,87,True,3.0000000000000004,1.4000000000000004
0.5,False,88,True,3.0000000000000004,1.4000000000000004
0.5,False,89,True,3.0000000000000004,1.4000000000000004
0.5,False,90,True,3.0000000000000004,1.4000000000000004
0.5,False,91,True,3.0000000000000004,1.4000000000000004
0.5,False,92,True,3.0000000000000004,1.4000000000000004
0.5,False,93,True,3.0000000000000004,1.4000000000000004
0.5,False,94,True,3.0000000000000004,1.4000000000000004
0.5,False,95,True,3.0000000000000004,1.4000000000000004
0.5,False,96,True,3.0000000000000004,1.4000000000000004
0.5,False,97,True,3.0000000000000004,1.4000000000000004
0.5,False,98,True,3.0000000000000004,1.4000000000000004
0.5,False,99,True,3.0000000000000004,1.4000000000000004
0.5,True,0,True,3.0000000000000004,1.4000000000000004
0.5,True,1,False,0.0,-1.6
0.5,True,2,True,3.0000000000000004,1.4000000000000004
0.5,True,3,False,0.0,-1.6
0.5,True,4,False,0.0,-1.6
0.5,True,5,True,3.0000000000000004,1.4000000000000004
0.5,True,6,False,0.0,-1.6
0.5,True,7,False,0.0,-1.6
0.5,True,8,False,0.0,-1.6
0.5,True,9,True,3.0000000000000004,1.4000000000000004
0.5,True,10,True,3.0000000000000004,1.4000000000000004
0.5,True,11,False,0.0,-1.6
0.5,True,12,True,3.0000000000000004,1.4000000000000004
0.5,True,13,True,3.0000000000000004,1.4000000000000004
0.5,True,14,True,3.0000000000000004,1.4000000000000004
0.5,True,15,False,0.0,-1.6
0.5,True,16,True,3.0000000000000004,1.4000000000000004
0.5,True,17,True,3.0000000000000004,1.4000000000000004
0.5,True,18,False,0.0,-1.6
0.5,True,19,True,3.0000000000000004,1.4000000000000004
0.5,True,20,False,0.0,-1.6
0.5,True,21,False,0.0,-1.6
0.5,True,22,False,0.0,-1.6
0.5,True,23,True,3.0000000000000004,1.4000000000000004
0.5,True,24,True,3.0000000000000004,1.4000000000000004
0.5,True,25,True,3.0000000000000004,1.4000000000000004
0.5,True,26,True,3.0000000000000004,1.4000000000000004
0.5,True,27,True,3.0000000000000004,1.4000000000000004
0.5,True,28,False,0.0,-1.6
0.5,True,29,False,0.0,-1.6
0.5,True,30,False,0.0,-1.6
0.5,True,31,True,3.0000000000000004,1.4000000000000004
0.5,True,32,True,3.0000000000000004,1.4000000000000004
0.5,True,33,True,3.0000000000000004,1.4000000000000004
0.5,True,34,True,3.0000000000000004,1.4000000000000004
0.5,True,35,True,3.0000000000000004,1.4000000000000004
0.5,True,36,False,0.0,-1.6
0.5,True,37,True,3.0000000000000004,1.4000000000000004
0.5,True,38,False,0.0,-1.6
0.5,True,39,True,3.0000000000000004,1.4000000000000004
0.5,True,40,False,0.0,-1.6
0.5,True,41,False,0.0,-1.6
0.5,True,42,False,0.0,-1.6
0.5,True,43,True,3.0000000000000004,1.4000000000000004
0.5,True,44,False,0.0,-1.6
0.5,True,45,True,3.0000000000000004,1.4000000000000004
0.5,True,46,True,3.0000000000000004,1.4000000000000004
0.5,True,47,False,0.0,-1.6
0.5,True,48,True,3.0000000000000004,1.4000000000000004
0.5,True,49,True,3.0000000000000004,1.4000000000000004
0.5,True,50,True,3.0000000000000004,1.4000000000000004
0.5,True,51,False,0.0,-1.6
0.5,True,52,False,0.0,-1.6
0.5,True,53,True,3.0000000000000004,1.4000000000000004
0.5,True,54,True,3.0000000000000004,1.4000000000000004
0.5,True,55,True,3.0000000000000004,1.4000000000000004
0.5,True,56,False,0.0,-1.6
0.5,True,57,False,0.0,-1.6
0.5,True,58,True,3.0000000000000004,1.4000000000000004
0.5,True,59,True,3.0000000000000004,1.4000000000000004
0.5,True,60,True,3.0000000000000004,1.4000000000000004
0.5,True,61,True,3.0000000000000004,1.4000000000000004
0.5,True,62,False,0.0,-1.6
0.5,True,63,True,3.0000000000000004,1.4000000000000004
0.5,True,64,False,0.0,-1.6
0.5,True,65,True,3.0000000000000004,1.4000000000000004
0.5,True,66,False,0.0,-1.6
0.5,True,67,False,0.0,-1.6
0.5,True,68,True,3.0000000000000004,1.4000000000000004
0.5,True,69,True,3.0000000000000004,1.4000000000000004
0.5,True,70,False,0.0,-1.6
0.5,True,71,False,0.0,-1.6
0.5,True,72,False,0.0,-1.6
0.5,True,73,False,0.0,-1.6
0.5,True,74,True,3.0000000000000004,1.4000000000000004
0.5,True,75,False,0.0,-1.6
0.5,True,76,False,0.0,-1.6
0.5,True,77,True,3.0000000000000004,1.4000000000000004
0.5,True,78,False,0.0,-1.6
0.5,True,79,True,3.0000000000000004,1.4000000000000004
0.5,True,80,True,3.0000000000000004,1.4000000000000004
0.5,True,81,True,3.0000000000000004,1.4000000000000004
0.5,True,82,False,0.0,-1.6
0.5,True,83,True,3.0000000000000004,1.4000000000000004
0.5,True,84,True,3.0000000000000004,1.4000000000000004
0.5,True,85,False,0.0,-1.6
0.5,True,86,True,3.0000000000000004,1.4000000000000004
0.5,True,87,False,0.0,-1.6
0.5,True,88,True,3.0000000000000004,1.4000000000000004
0.5,True,89,False,0.0,-1.6
0.5,True,90,True,3.0000000000000004,1.4000000000000004
0.5,True,91,True,3.0000000000000004,1.4000000000000004
0.5,True,92,True,3.0000000000000004,1.4000000000000004
0.5,True,93,False,0.0,-1.6
0.5,True,94,False,0.0,-1.6
0.5,True,95,False,0.0,-1.6
0.5,True,96,False,0.0,-1.6
0.5,True,97,True,3.0000000000000004,1.4000000000000004
0.5,True,98,True,3.0000000000000004,1.4000000000000004
0.5,True,99,True,3.0000000000000004,1.4000000000000004
1.0,False,0,True,-1.9999999999999996,-3.5999999999999996
1.0,False,1,True,-1.9999999999999996,-3.5999999999999996
1.0,False,2,True,-1.9999999999999996,-3.5999999999999996
1.0,False,3,True,-1.9999999999999996,-3.5999999999999996
1.0,False,4,True,-1.9999999999999996,-3.5999999999999996
1.0,False,5,True,-1.9999999999999996,-3.5999999999999996
1.0,False,6,True,-1.9999999999999996,-3.5999999999999996
1.0,False,7,True,-1.9999999999999996,-3.5999999999999996
1.0,False,8,True,-1.9999999999999996,-3.5999999999999996
1.0,False,9,True,-1.9999999999999996,-3.5999999999999996
1.0,False,10,True,-1.9999999999999996,-3.5999999999999996
1.0,False,11,True,-1.9999999999999996,-3.5999999999999996
1.0,False,12,True,-1.9999999999999996,-3.5999999999999996
1.0,False,13,True,-1.9999999999999996,-3.5999999999999996
1.0,False,14,True,-1.9999999999999996,-3.5999999999999996
1.0,False,15,True,-1.9999999999999996,-3.5999999999999996
1.0,False,16,True,-1.9999999999999996,-3.5999999999999996
1.0,False,17,True,-1.9999999999999996,-3.5999999999999996
1.0,False,18,True,-1.9999999999999996,-3.5999999999999996
1.0,False,19,True,-1.9999999999999996,-3.5999999999999996
1.0,False,20,True,-1.9999999999999996,-3.5999999999999996
1.0,False,21,True,-1.9999999999999996,-3.5999999999999996
1.0,False,22,True,-1.9999999999999996,-3.5999999999999996
1.0,False,23,True,-1.9999999999999996,-3.5999999999999996
1.0,False,24,True,-1.9999999999999996,-3.5999999999999996
1.0,False,25,True,-1.9999999999999996,-3.5999999999999996
1.0,False,26,True,-1.9999999999999996,-3.5999999999999996
1.0,False,27,True,-1.9999999999999996,-3.5999999999999996
1.0,False,28,True,-1.9999999999999996,-3.5999999999999996
1.0,False,29,True,-1.9999999999999996,-3.5999999999999996
1.0,False,30,True,-1.9999999999999996,-3.5999999999999996
1.0,False,31,True,-1.9999999999999996,-3.5999999999999996
1.0,False,32,True,-1.9999999999999996,-3.5999999999999996
1.0,False,33,True,-1.9999999999999996,-3.5999999999999996
1.0,False,34,True,-1.9999999999999996,-3.5999999999999996
1.0,False,35,True,-1.9999999999999996,-3.5999999999999996
1.0,False,36,True,-1.9999999999999996,-3.5999999999999996
1.0,False,37,True,-1.9999999999999996,-3.5999999999999996
1.0,False,38,True,-1.9999999999999996,-3.5999999999999996
1.0,False,39,True,-1.9999999999999996,-3.5999999999999996
1.0,False,40,True,-1.9999999999999996,-3.5999999999999996
1.0,False,41,True,-1.9999999999999996,-3.5999999999999996
1.0,False,42,True,-1.9999999999999996,-3.5999999999999996
1.0,False,43,True,-1.9999999999999996,-3.5999999999999996
1.0,False,44,True,-1.9999999999999996,-3.5999999999999996
1.0,False,45,True,-1.9999999999999996,-3.5999999999999996
1.0,False,46,True,-1.9999999999999996,-3.5999999999999996
1.0,False,47,True,-1.9999999999999996,-3.5999999999999996
1.0,False,48,True,-1.9999999999999996,-3.5999999999999996
1.0,False,49,True,-1.9999999999999996,-3.5999999999999996
1.0,False,50,True,-1.9999999999999996,-3.5999999999999996
1.0,False,51,True,-1.9999999999999996,-3.5999999999999996
1.0,False,52,True,-1.9999999999999996,-3.5999999999999996
1.0,False,53,True,-1.9999999999999996,-3.5999999999999996
1.0,False,54,True,-1.9999999999999996,-3.5999999999999996
1.0,False,55,True,-1.9999999999999996,-3.5999999999999996
1.0,False,56,True,-1.9999999999999996,-3.5999999999999996
1.0,False,57,True,-1.9999999999999996,-3.5999999999999996
1.0,False,58,True,-1.9999999999999996,-3.5999999999999996
1.0,False,59,True,-1.9999999999999996,-3.5999999999999996
1.0,False,60,True,-1.9999999999999996,-3.5999999999999996
1.0,False,61,True,-1.9999999999999996,-3.5999999999999996
1.0,False,62,True,-1.9999999999999996,-3.5999999999999996
1.0,False,63,True,-1.9999999999999996,-3.5999999999999996
1.0,False,64,True,-1.9999999999999996,-3.5999999999999996
1.0,False,65,True,-1.9999999999999996,-3.5999999999999996
1.0,False,66,True,-1.9999999999999996,-3.5999999999999996
1.0,False,67,True,-1.9999999999999996,-3.5999999999999996
1.0,False,68,True,-1.9999999999999996,-3.5999999999999996
1.0,False,69,True,-1.9999999999999996,-3.5999999999999996
1.0,False,70,True,-1.9999999999999996,-3.5999999999999996
1.0,False,71,True,-1.9999999999999996,-3.5999999999999996
1.0,False,72,True,-1.9999999999999996,-3.5999999999999996
1.0,False,73,True,-1.9999999999999996,-3.5999999999999996
1.0,False,74,True,-1.9999999999999996,-3.5999999999999996
1.0,False,75,True,-1.9999999999999996,-3.5999999999999996
1.0,False,76,True,-1.9999999999999996,-3.5999999999999996
1.0,False,77,True,-1.9999999999999996,-3.5999999999999996
1.0,False,78,True,-1.9999999999999996,-3.5999999999999996
1.0,False,79,True,-1.9999999999999996,-3.5999999999999996
1.0,False,80,True,-1.9999999999999996,-3.5999999999999996
1.0,False,81,True,-1.9999999999999996,-3.5999999999999996
1.0,False,82,True,-1.9999999999999996,-3.5999999999999996
1.0,False,83,True,-1.9999999999999996,-3.5999999999999996
1.0,False,84,True,-1.9999999999999996,-3.5999999999999996
1.0,False,85,True,-1.9999999999999996,-3.5999999999999996
1.0,False,86,True,-1.9999999999999996,-3.5999999999999996
1.0,False,87,True,-1.9999999999999996,-3.5999999999999996
1.0,False,88,True,-1.9999999999999996,-3.5999999999999996
1.0,False,89,True,-1.9999999999999996,-3.5999999999999996
1.0,False,90,True,-1.9999999999999996,-3.5999999999999996
1.0,False,91,True,-1.9999999999999996,-3.5999999999999996
1.0,False,92,True,-1.9999999999999996,-3.5999999999999996
1.0,False,93,True,-1.9999999999999996,-3.5999999999999996
1.0,False,94,True,-1.9999999999999996,-3.5999999999999996
1.0,False,95,True,-1.9999999999999996,-3.5999999999999996
1.0,False,96,True,-1.9999999999999996,-3.5999999999999996
1.0,False,97,True,-1.9999999999999996,-3.5999999999999996
1.0,False,98,True,-1.9999999999999996,-3.5999999999999996
1.0,False,99,True,-1.9999999999999996,-3.5999999999999996
1.0,True,0,True,-1.9999999999999996,-3.5999999999999996
1.0,True,1,False,-5.0,-6.6
1.0,True,2,False,-5.0,-6.6
1.0,True,3,True,-1.9999999999999996,-3.5999999999999996
1.0,True,4,True,-1.9999999999999996,-3.5999999999999996
1.0,True,5,True,-1.9999999999999996,-3.5999999999999996
1.0,True,6,False,-5.0,-6.6
1.0,True,7,False,-5.0,-6.6
1.0,True,8,True,-1.9999999999999996,-3.5999999999999996
1.0,True,9,True,-1.9999999999999996,-3.5999999999999996
1.0,True,10,True,-1.9999999999999996,-3.5999999999999996
1.0,True,11,True,-1.9999999999999996,-3.5999999999999996
1.0,True,12,False,-5.0,-6.6
1.0,True,13,True,-1.9999999999999996,-3.5999999999999996
1.0,True,14,False,-5.0,-6.6
1.0,True,15,True,-1.9999999999999996,-3.5999999999999996
1.0,True,16,False,-5.0,-6.6
1.0,True,17,False,-5.0,-6.6
1.0,True,18,True,-1.9999999999999996,-3.5999999999999996
1.0,True,19,True,-1.9999999999999996,-3.5999999999999996
1.0,True,20,False,-5.0,-6.6
1.0,True,21,False,-5.0,-6.6
1.0,True,22,False,-5.0,-6.6
1.0,True,23,False,-5.0,-6.6
1.0,True,24,True,-1.9999999999999996,-3.5999999999999996
1.0,True,25,False,-5.0,-6.6
1.0,True,26,False,-5.0,-6.6
1.0,True,27,True,-1.9999999999999996,-3.5999999999999996
1.0,True,28,False,-5.0,-6.6
1.0,True,29,True,-1.9999999999999996,-3.5999999999999996
1.0,True,30,True,-1.9999999999999996,-3.5999999999999996
1.0,True,31,True,-1.9999999999999996,-3.5999999999999996
1.0,True,32,False,-5.0,-6.6
1.0,True,33,True,-1.9999999999999996,-3.5999999999999996
1.0,True,34,True,-1.9999999999999996,-3.5999999999999996
1.0,True,35,False,-5.0,-6.6
1.0,True,36,True,-1.9999999999999996,-3.5999999999999996
1.0,True,37,False,-5.0,-6.6
1.0,True,38,True,-1.9999999999999996,-3.5999999999999996
1.0,True,39,False,-5.0,-6.6
1.0,True,40,True,-1.9999999999999996,-3.5999999999999996
1.0,True,41,True,-1.9999999999999996,-3.5999999999999996
1.0,True,42,True,-1.9999999999999996,-3.5999999999999996
1.0,True,43,False,-5.0,-6.6
1.0,True,44,False,-5.0,-6.6
1.0,True,45,False,-5.0,-6.6
1.0,True,46,False,-5.0,-6.6
1.0,True,47,True,-1.9999999999999996,-3.5999999999999996
1.0,True,48,True,-1.9999999999999996,-3.5999999999999996
1.0,True,49,True,-1.9999999999999996,-3.5999999999999996
1.0,True,50,False,-5.0,-6.6
1.0,True,51,True,-1.9999999999999996,-3.5999999999999996
1.0,True,52,True,-1.9999999999999996,-3.5999999999999996
1.0,True,53,True,-1.9999999999999996,-3.5999999999999996
1.0,True,54,True,-1.9999999999999996,-3.5999999999999996
1.0,True,55,False,-5.0,-6.6
1.0,True,56,True,-1.9999999999999996,-3.5999999999999996
1.0,True,57,False,-5.0,-6.6
1.0,True,58,True,-1.9999999999999996,-3.5999999999999996
1.0,True,59,True,-1.9999999999999996,-3.5999999999999996
1.0,True,60,True,-1.9999999999999996,-3.5999999999999996
1.0,True,61,False,-5.0,-6.6
1.0,True,62,True,-1.9999999999999996,-3.5999999999999996
1.0,True,63,False,-5.0,-6.6
1.0,True,64,True,-1.9999999999999996,-3.5999999999999996
1.0,True,65,False,-5.0,-6.6
1.0,True,66,False,-5.0,-6.6
1.0,True,67,False,-5.0,-6.6
1.0,True,68,True,-1.9999999999999996,-3.5999999999999996
1.0,True,69,False,-5.0,-6.6
1.0,True,70,True,-1.9999999999999996,-3.5999999999999996
1.0,True,71,False,-5.0,-6.6
1.0,True,72,False,-5.0,-6.6
1.0,True,73,False,-5.0,-6.6
1.0,True,74,True,-1.9999999999999996,-3.5999999999999996
1.0,True,75,True,-1.9999999999999996,-3.5999999999999996
1.0,True,76,False,-5.0,-6.6
1.0,True,77,True,-1.9999999999999996,-3.5999999999999996
1.0,True,78,False,-5.0,-6.6
1.0,True,79,True,-1.9999999999999996,-3.5999999999999996
1.0,True,80,True,-1.9999999999999996,-3.5999999999999996
1.0,True,81,True,-1.9999999999999996,-3.5999999999999996
1.0,True,82,True,-1.9999999999999996,-3.5999999999999996
1.0,True,83,True,-1.9999999999999996,-3.5999999999999996
1.0,True,84,False,-5.0,-6.6
1.0,True,85,False,-5.0,-6.6
1.0,True,86,True,-1.9999999999999996,-3.5999999999999996
1.0,True,87,True,-1.9999999999999996,-3.5999999999999996
1.0,True,88,False,-5.0,-6.6
1.0,True,89,True,-1.9999999999999996,-3.5999999999999996
1.0,True,90,False,-5.0,-6.6
1.0,True,91,True,-1.9999999999999996,-3.5999999999999996
1.0,True,92,True,-1.9999999999999996,-3.5999999999999996
1.0,True,93,False,-5.0,-6.6
1.0,True,94,True,-1.9999999999999996,-3.5999999999999996
1.0,True,95,True,-1.9999999999999996,-3.5999999999999996
1.0,True,96,False,-5.0,-6.6
1.0,True,97,True,-1.9999999999999996,-3.5999999999999996
1.0,True,98,True,-1.9999999999999996,-3.5999999999999996
1.0,True,99,True,-1.9999999999999996,-3.5999999999999996
2.0,False,0,True,-12.0,-13.6
2.0,False,1,True,-12.0,-13.6
2.0,False,2,True,-12.0,-13.6
2.0,False,3,True,-12.0,-13.6
2.0,False,4,True,-12.0,-13.6
2.0,False,5,True,-12.0,-13.6
2.0,False,6,True,-12.0,-13.6
2.0,False,7,True,-12.0,-13.6
2.0,False,8,True,-12.0,-13.6
2.0,False,9,True,-12.0,-13.6
2.0,False,10,True,-12.0,-13.6
2.0,False,11,True,-12.0,-13.6
2.0,False,12,True,-12.0,-13.6
2.0,False,13,True,-12.0,-13.6
2.0,False,14,True,-12.0,-13.6
2.0,False,15,True,-12.0,-13.6
2.0,False,16,True,-12.0,-13.6
2.0,False,17,True,-12.0,-13.6
2.0,False,18,True,-12.0,-13.6
2.0,False,19,True,-12.0,-13.6
2.0,False,20,True,-12.0,-13.6
2.0,False,21,True,-12.0,-13.6
2.0,False,22,True,-12.0,-13.6
2.0,False,23,True,-12.0,-13.6
2.0,False,24,True,-12.0,-13.6
2.0,False,25,True,-12.0,-13.6
2.0,False,26,True,-12.0,-13.6
2.0,False,27,True,-12.0,-13.6
2.0,False,28,True,-12.0,-13.6
2.0,False,29,True,-12.0,-13.6
2.0,False,30,True,-12.0,-13.6
2.0,False,31,True,-12.0,-13.6
2.0,False,32,True,-12.0,-13.6
2.0,False,33,True,-12.0,-13.6
2.0,False,34,True,-12.0,-13.6
2.0,False,35,True,-12.0,-13.6
2.0,False,36,True,-12.0,-13.6
2.0,False,37,True,-12.0,-13.6
2.0,False,38,True,-12.0,-13.6
2.0,False,39,True,-12.0,-13.6
2.0,False,40,True,-12.0,-13.6
2.0,False,41,True,-12.0,-13.6
2.0,False,42,True,-12.0,-13.6
2.0,False,43,True,-12.0,-13.6
2.0,False,44,True,-12.0,-13.6
2.0,False,45,True,-12.0,-13.6
2.0,False,46,True,-12.0,-13.6
2.0,False,47,True,-12.0,-13.6
2.0,False,48,True,-12.0,-13.6
2.0,False,49,True,-12.0,-13.6
2.0,False,50,True,-12.0,-13.6
2.0,False,51,True,-12.0,-13.6
2.0,False,52,True,-12.0,-13.6
2.0,False,53,True,-12.0,-13.6
2.0,False,54,True,-12.0,-13.6
2.0,False,55,True,-12.0,-13.6
2.0,False,56,True,-12.0,-13.6
2.0,False,57,True,-12.0,-13.6
2.0,False,58,True,-12.0,-13.6
2.0,False,59,True,-12.0,-13.6
2.0,False,60,True,-12.0,-13.6
2.0,False,61,True,-12.0,-13.6
2.0,False,62,True,-12.0,-13.6
2.0,False,63,True,-12.0,-13.6
2.0,False,64,True,-12.0,-13.6
2.0,False,65,True,-12.0,-13.6
2.0,False,66,True,-12.0,-13.6
2.0,False,67,True,-12.0,-13.6
2.0,False,68,True,-12.0,-13.6
2.0,False,69,True,-12.0,-13.6
2.0,False,70,True,-12.0,-13.6
2.0,False,71,True,-12.0,-13.6
2.0,False,72,True,-12.0,-13.6
2.0,False,73,True,-12.0,-13.6
2.0,False,74,True,-12.0,-13.6
2.0,False,75,True,-12.0,-13.6
2.0,False,76,True,-12.0,-13.6
2.0,False,77,True,-12.0,-13.6
2.0,False,78,True,-12.0,-13.6
2.0,False,79,True,-12.0,-13.6
2.0,False,80,True,-12.0,-13.6
2.0,False,81,True,-12.0,-13.6
2.0,False,82,True,-12.0,-13.6
2.0,False,83,True,-12.0,-13.6
2.0,False,84,True,-12.0,-13.6
2.0,False,85,True,-12.0,-13.6
2.0,False,86,True,-12.0,-13.6
2.0,False,87,True,-12.0,-13.6
2.0,False,88,True,-12.0,-13.6
2.0,False,89,True,-12.0,-13.6
2.0,False,90,True,-12.0,-13.6
2.0,False,91,True,-12.0,-13.6
2.0,False,92,True,-12.0,-13.6
2.0,False,93,True,-12.0,-13.6
2.0,False,94,True,-12.0,-13.6
2.0,False,95,True,-12.0,-13.6
2.0,False,96,True,-12.0,-13.6
2.0,False,97,True,-12.0,-13.6
2.0,False,98,True,-12.0,-13.6
2.0,False,99,True,-12.0,-13.6
2.0,True,0,True,-12.0,-13.6
2.0,True,1,True,-12.0,-13.6
2.0,True,2,True,-12.0,-13.6
2.0,True,3,False,-15.0,-16.6
2.0,True,4,True,-12.0,-13.6
2.0,True,5,False,-15.0,-16.6
2.0,True,6,False,-15.0,-16.6
2.0,True,7,True,-12.0,-13.6
2.0,True,8,True,-12.0,-13.6
2.0,True,9,False,-15.0,-16.6
2.0,True,10,True,-12.0,-13.6
2.0,True,11,True,-12.0,-13.6
2.0,True,12,False,-15.0,-16.6
2.0,True,13,True,-12.0,-13.6
2.0,True,14,True,-12.0,-13.6
2.0,True,15,False,-15.0,-16.6
2.0,True,16,True,-12.0,-13.6
2.0,True,17,True,-12.0,-13.6
2.0,True,18,True,-12.0,-13.6
2.0,True,19,False,-15.0,-16.6
2.0,True,20,False,-15.0,-16.6
2.0,True,21,True,-12.0,-13.6
2.0,True,22,False,-15.0,-16.6
2.0,True,23,False,-15.0,-16.6
2.0,True,24,False,-15.0,-16.6
2.0,True,25,False,-15.0,-16.6
2.0,True,26,True,-12.0,-13.6
2.0,True,27,True,-12.0,-13.6
2.0,True,28,False,-15.0,-16.6
2.0,True,29,True,-12.0,-13.6
2.0,True,30,False,-15.0,-16.6
2.0,True,31,True,-12.0,-13.6
2.0,True,32,True,-12.0,-13.6
2.0,True,33,False,-15.0,-16.6
2.0,True,34,False,-15.0,-16.6
2.0,True,35,True,-12.0,-13.6
2.0,True,36,False,-15.0,-16.6
2.0,True,37,True,-12.0,-13.6
2.0,True,38,False,-15.0,-16.6
2.0,True,39,True,-12.0,-13.6
2.0,True,40,False,-15.0,-16.6
2.0,True,41,True,-12.0,-13.6
2.0,True,42,False,-15.0,-16.6
2.0,True,43,False,-15.0,-16.6
2.0,True,44,True,-12.0,-13.6
2.0,True,45,True,-12.0,-13.6
2.0,True,46,True,-12.0,-13.6
2.0,True,47,True,-12.0,-13.6
2.0,True,48,True,-12.0,-13.6
2.0,True,49,True,-12.0,-13.6
2.0,True,50,False,-15.0,-16.6
