scheduler,latency_ms
MC,296.12426385299796
MC,509.7211970556508
MC,309.43101354921066
MC,494.5407021707009
MC,250.2011830627069
MC,392.34667074822835
MC,327.93536243188015
MC,410.70872025177783
MC,321.9445595144741
MC,390.837507544898
MC,376.6209027371801
MC,385.92099767303625
MC,420.9568044369822
MC,313.90276977185925
MC,492.9416320160085
MC,223.7585377534703
MC,484.0751573789621
