workload,hc_frac,trial,scheduler,hc_miss_rate,lc_miss_rate
marbles02,0.1,5,EDF (baseline),0.9285714285714286,0.9264705882352942
marbles02,0.1,5,LST,1.0,0.9742647058823529
marbles02,0.1,5,EQDF,0.9285714285714286,0.9264705882352942
marbles02,0.1,5,PSR (primary),0.0,1.0
marbles02,0.1,5,PSR (slack-aware),0.0,1.0
marbles02,0.1,6,EDF (baseline),0.9024390243902439,0.861003861003861
marbles02,0.1,6,LST,0.975609756097561,0.9884169884169884
marbles02,0.1,6,EQDF,0.9024390243902439,0.861003861003861
marbles02,0.1,6,PSR (primary),0.0,1.0
marbles02,0.1,6,PSR (slack-aware),0.0,1.0
marbles02,0.1,7,EDF (baseline),0.9259259259259259,0.8937728937728938
marbles02,0.1,7,LST,1.0,0.9816849816849816
marbles02,0.1,7,EQDF,0.9259259259259259,0.8974358974358975
marbles02,0.1,7,PSR (primary),0.0,1.0
marbles02,0.1,7,PSR (slack-aware),0.0,1.0
marbles02,0.1,8,EDF (baseline),0.9166666666666666,0.8913043478260869
marbles02,0.1,8,LST,0.9583333333333334,0.9710144927536232
marbles02,0.1,8,EQDF,0.9166666666666666,0.8913043478260869
marbles02,0.1,8,PSR (primary),0.0,1.0
marbles02,0.1,8,PSR (slack-aware),0.0,1.0
marbles02,0.1,9,EDF (baseline),0.8928571428571429,0.9080882352941176
marbles02,0.1,9,LST,1.0,0.9669117647058824
marbles02,0.1,9,EQDF,0.8928571428571429,0.9080882352941176
marbles02,0.1,9,PSR (primary),0.0,1.0
marbles02,0.1,9,PSR (slack-aware),0.0,1.0
marbles02,0.2,0,EDF (baseline),0.8333333333333334,0.9083333333333333
marbles02,0.2,0,LST,0.9833333333333333,0.9833333333333333
marbles02,0.2,0,EQDF,0.8333333333333334,0.9083333333333333
marbles02,0.2,0,PSR (primary),0.0,1.0
marbles02,0.2,0,PSR (slack-aware),0.0,1.0
marbles02,0.2,1,EDF (baseline),0.8787878787878788,0.8931623931623932
marbles02,0.2,1,LST,1.0,0.9871794871794872
marbles02,0.2,1,EQDF,0.8787878787878788,0.8888888888888888
marbles02,0.2,1,PSR (primary),0.0,1.0
marbles02,0.2,1,PSR (slack-aware),0.0,1.0
marbles02,0.2,2,EDF (baseline),0.8545454545454545,0.8857142857142857
marbles02,0.2,2,LST,0.9636363636363636,0.9714285714285714
marbles02,0.2,2,EQDF,0.8545454545454545,0.889795918367347
marbles02,0.2,2,PSR (primary),0.0,1.0
marbles02,0.2,2,PSR (slack-aware),0.0,1.0
marbles02,0.2,3,EDF (baseline),0.8115942028985508,0.9047619047619048
marbles02,0.2,3,LST,0.9710144927536232,0.9393939393939394
marbles02,0.2,3,EQDF,0.8115942028985508,0.9004329004329005
marbles02,0.2,3,PSR (primary),0.0,1.0
marbles02,0.2,3,PSR (slack-aware),0.0,1.0
marbles02,0.2,4,EDF (baseline),0.9032258064516129,0.8781512605042017
marbles02,0.2,4,LST,0.967741935483871,0.957983193277311
marbles02,0.2,4,EQDF,0.9032258064516129,0.8823529411764706
marbles02,0.2,4,PSR (primary),0.0,1.0
marbles02,0.2,4,PSR (slack-aware),0.0,1.0
marbles02,0.2,5,EDF (baseline),0.9285714285714286,0.9262295081967213
marbles02,0.2,5,LST,1.0,0.9713114754098361
marbles02,0.2,5,EQDF,0.9285714285714286,0.9262295081967213
marbles02,0.2,5,PSR (primary),0.0,1.0
marbles02,0.2,5,PSR (slack-aware),0.0,1.0
marbles02,0.2,6,EDF (baseline),0.8888888888888888,0.8596491228070176
marbles02,0.2,6,LST,0.9861111111111112,0.9868421052631579
marbles02,0.2,6,EQDF,0.8888888888888888,0.8596491228070176
marbles02,0.2,6,PSR (primary),0.0,1.0
marbles02,0.2,6,PSR (slack-aware),0.0,1.0
marbles02,0.2,7,EDF (baseline),0.9444444444444444,0.8861788617886179
marbles02,0.2,7,LST,0.9814814814814815,0.983739837398374
marbles02,0.2,7,EQDF,0.9444444444444444,0.8902439024390244
marbles02,0.2,7,PSR (primary),0.0,1.0
marbles02,0.2,7,PSR (slack-aware),0.0,1.0
marbles02,0.2,8,EDF (baseline),0.8490566037735849,0.902834008097166
marbles02,0.2,8,LST,0.9622641509433962,0.97165991902834
marbles02,0.2,8,EQDF,0.8490566037735849,0.902834008097166
marbles02,0.2,8,PSR (primary),0.0,1.0
marbles02,0.2,8,PSR (slack-aware),0.0,1.0
marbles02,0.2,9,EDF (baseline),0.9215686274509803,0.9036144578313253
marbles02,0.2,9,LST,0.9803921568627451,0.9678714859437751
marbles02,0.2,9,EQDF,0.9215686274509803,0.9036144578313253
marbles02,0.2,9,PSR (primary),0.0,1.0
marbles02,0.2,9,PSR (slack-aware),0.0,1.0
marbles02,0.3,0,EDF (baseline),0.85,0.9090909090909091
marbles02,0.3,0,LST,0.9875,0.9818181818181818
marbles02,0.3,0,EQDF,0.85,0.9090909090909091
marbles02,0.3,0,PSR (primary),0.0,1.0
marbles02,0.3,0,PSR (slack-aware),0.0,1.0
marbles02,0.3,1,EDF (baseline),0.8936170212765957,0.8883495145631068
marbles02,0.3,1,LST,1.0,0.9854368932038835
marbles02,0.3,1,EQDF,0.8936170212765957,0.883495145631068
marbles02,0.3,1,PSR (primary),0.0,1.0
marbles02,0.3,1,PSR (slack-aware),0.0,1.0
marbles02,0.3,2,EDF (baseline),0.8705882352941177,0.8837209302325582
marbles02,0.3,2,LST,0.9647058823529412,0.9720930232558139
marbles02,0.3,2,EQDF,0.8705882352941177,0.8883720930232558
marbles02,0.3,2,PSR (primary),0.0,1.0
marbles02,0.3,2,PSR (slack-aware),0.0,1.0
marbles02,0.3,3,EDF (baseline),0.8490566037735849,0.9020618556701031
marbles02,0.3,3,LST,0.9622641509433962,0.9381443298969072
marbles02,0.3,3,EQDF,0.8490566037735849,0.8969072164948454
marbles02,0.3,3,PSR (primary),0.22641509433962265,1.0
marbles02,0.3,3,PSR (slack-aware),0.3867924528301887,1.0
marbles02,0.3,4,EDF (baseline),0.8842105263157894,0.8829268292682927
marbles02,0.3,4,LST,0.968421052631579,0.9560975609756097
marbles02,0.3,4,EQDF,0.8842105263157894,0.8878048780487805
marbles02,0.3,4,PSR (primary),0.031578947368421054,1.0
marbles02,0.3,4,PSR (slack-aware),0.22105263157894736,1.0
marbles02,0.3,5,EDF (baseline),0.9310344827586207,0.9248826291079812
marbles02,0.3,5,LST,0.9885057471264368,0.971830985915493
marbles02,0.3,5,EQDF,0.9310344827586207,0.9248826291079812
marbles02,0.3,5,PSR (primary),0.0,1.0
marbles02,0.3,5,PSR (slack-aware),0.022988505747126436,1.0
marbles02,0.3,6,EDF (baseline),0.8631578947368421,0.8682926829268293
marbles02,0.3,6,LST,0.9894736842105263,0.9853658536585366
marbles02,0.3,6,EQDF,0.8631578947368421,0.8682926829268293
marbles02,0.3,6,PSR (primary),0.0,1.0
marbles02,0.3,6,PSR (slack-aware),0.21052631578947367,1.0
marbles02,0.3,7,EDF (baseline),0.9113924050632911,0.8914027149321267
marbles02,0.3,7,LST,0.9873417721518988,0.9819004524886877
marbles02,0.3,7,EQDF,0.9113924050632911,0.8959276018099548
marbles02,0.3,7,PSR (primary),0.0,1.0
marbles02,0.3,7,PSR (slack-aware),0.0,1.0
marbles02,0.3,8,EDF (baseline),0.8837209302325582,0.897196261682243
marbles02,0.3,8,LST,0.9534883720930233,0.9766355140186916
marbles02,0.3,8,EQDF,0.8837209302325582,0.897196261682243
marbles02,0.3,8,PSR (primary),0.0,1.0
marbles02,0.3,8,PSR (slack-aware),0.0,1.0
marbles02,0.3,9,EDF (baseline),0.935064935064935,0.8968609865470852
marbles02,0.3,9,LST,0.974025974025974,0.968609865470852
marbles02,0.3,9,EQDF,0.935064935064935,0.8968609865470852
marbles02,0.3,9,PSR (primary),0.0,1.0
marbles02,0.3,9,PSR (slack-aware),0.0,1.0
marbles02,0.5,0,EDF (baseline),0.8785714285714286,0.90625
marbles02,0.5,0,LST,0.9785714285714285,0.9875
marbles02,0.5,0,EQDF,0.8785714285714286,0.90625
marbles02,0.5,0,PSR (primary),0.6285714285714286,1.0
marbles02,0.5,0,PSR (slack-aware),0.65,1.0
marbles02,0.5,1,EDF (baseline),0.8888888888888888,0.891156462585034
marbles02,0.5,1,LST,0.9934640522875817,0.9863945578231292
marbles02,0.5,1,EQDF,0.8888888888888888,0.8843537414965986
marbles02,0.5,1,PSR (primary),0.6993464052287581,1.0
marbles02,0.5,1,PSR (slack-aware),0.7124183006535948,1.0
marbles02,0.5,2,EDF (baseline),0.8407643312101911,0.9230769230769231
marbles02,0.5,2,LST,0.9681528662420382,0.972027972027972
marbles02,0.5,2,EQDF,0.8407643312101911,0.9300699300699301
marbles02,0.5,2,PSR (primary),0.7579617834394905,1.0
marbles02,0.5,2,PSR (slack-aware),0.7643312101910829,1.0
marbles02,0.5,3,EDF (baseline),0.8653846153846154,0.9027777777777778
marbles02,0.5,3,LST,0.9615384615384616,0.9305555555555556
marbles02,0.5,3,EQDF,0.8589743589743589,0.9027777777777778
marbles02,0.5,3,PSR (primary),0.7115384615384616,1.0
marbles02,0.5,3,PSR (slack-aware),0.7051282051282052,1.0
marbles02,0.5,4,EDF (baseline),0.9139072847682119,0.8523489932885906
marbles02,0.5,4,LST,0.9536423841059603,0.9664429530201343
marbles02,0.5,4,EQDF,0.9139072847682119,0.8590604026845637
marbles02,0.5,4,PSR (primary),0.6490066225165563,1.0
marbles02,0.5,4,PSR (slack-aware),0.6688741721854304,1.0
marbles02,0.5,5,EDF (baseline),0.9426751592356688,0.9090909090909091
marbles02,0.5,5,LST,0.9745222929936306,0.9790209790209791
marbles02,0.5,5,EQDF,0.9426751592356688,0.9090909090909091
marbles02,0.5,5,PSR (primary),0.821656050955414,1.0
marbles02,0.5,5,PSR (slack-aware),0.8280254777070064,1.0
marbles02,0.5,6,EDF (baseline),0.8461538461538461,0.8888888888888888
marbles02,0.5,6,LST,0.9935897435897436,0.9791666666666666
marbles02,0.5,6,EQDF,0.8461538461538461,0.8888888888888888
marbles02,0.5,6,PSR (primary),0.717948717948718,1.0
marbles02,0.5,6,PSR (slack-aware),0.7307692307692307,1.0
marbles02,0.5,7,EDF (baseline),0.8940397350993378,0.8993288590604027
marbles02,0.5,7,LST,0.9867549668874173,0.9798657718120806
marbles02,0.5,7,EQDF,0.9006622516556292,0.8993288590604027
marbles02,0.5,7,PSR (primary),0.6887417218543046,1.0
marbles02,0.5,7,PSR (slack-aware),0.695364238410596,1.0
marbles02,0.5,8,EDF (baseline),0.875,0.9102564102564102
marbles02,0.5,8,LST,0.9583333333333334,0.9807692307692307
marbles02,0.5,8,EQDF,0.875,0.9102564102564102
marbles02,0.5,8,PSR (primary),0.6527777777777778,1.0
marbles02,0.5,8,PSR (slack-aware),0.6527777777777778,1.0
marbles02,0.5,9,EDF (baseline),0.9185185185185185,0.896969696969697
marbles02,0.5,9,LST,0.9703703703703703,0.9696969696969697
marbles02,0.5,9,EQDF,0.9185185185185185,0.896969696969697
marbles02,0.5,9,PSR (primary),0.6370370370370371,1.0
marbles02,0.5,9,PSR (slack-aware),0.6370370370370371,1.0
TradeLens,0.1,0,EDF (baseline),0.0,0.0
TradeLens,0.1,0,LST,0.0,0.9302325581395349
TradeLens,0.1,0,EQDF,0.0,0.8837209302325582
TradeLens,0.1,0,PSR (primary),0.0,0.9767441860465116
TradeLens,0.1,0,PSR (slack-aware),0.0,0.9767441860465116
TradeLens,0.1,1,EDF (baseline),0.0,0.0
TradeLens,0.1,1,LST,0.0,0.9302325581395349
TradeLens,0.1,1,EQDF,0.0,0.3023255813953488
TradeLens,0.1,1,PSR (primary),0.0,0.8953488372093024
TradeLens,0.1,1,PSR (slack-aware),0.0,0.8953488372093024
TradeLens,0.1,2,EDF (baseline),0.0,0.0
TradeLens,0.1,2,LST,0.0,0.9523809523809523
TradeLens,0.1,2,EQDF,0.0,0.9047619047619048
TradeLens,0.1,2,PSR (primary),0.0,0.9761904761904762
TradeLens,0.1,2,PSR (slack-aware),0.0,0.9761904761904762
TradeLens,0.1,3,EDF (baseline),0.0,0.0
TradeLens,0.1,3,LST,0.0,0.9655172413793104
TradeLens,0.1,3,EQDF,0.0,0.9425287356321839
TradeLens,0.1,3,PSR (primary),0.0,0.9310344827586207
TradeLens,0.1,3,PSR (slack-aware),0.0,0.9310344827586207
TradeLens,0.1,4,EDF (baseline),0.0,0.0
TradeLens,0.1,4,LST,0.0,0.898876404494382
TradeLens,0.1,4,EQDF,0.0,0.7191011235955056
TradeLens,0.1,4,PSR (primary),0.0,0.9775280898876404
TradeLens,0.1,4,PSR (slack-aware),0.0,0.9775280898876404
TradeLens,0.1,5,EDF (baseline),0.0,0.0
TradeLens,0.1,5,LST,0.0,0.9195402298850575
TradeLens,0.1,5,EQDF,0.0,0.5172413793103449
TradeLens,0.1,5,PSR (primary),0.0,0.8620689655172413
TradeLens,0.1,5,PSR (slack-aware),0.0,0.8620689655172413
TradeLens,0.1,6,EDF (baseline),0.0,0.0
TradeLens,0.1,6,LST,0.0,0.9347826086956522
TradeLens,0.1,6,EQDF,0.0,0.32608695652173914
TradeLens,0.1,6,PSR (primary),0.0,0.8695652173913043
TradeLens,0.1,6,PSR (slack-aware),0.0,0.8695652173913043
TradeLens,0.1,7,EDF (baseline),0.0,0.0
TradeLens,0.1,7,LST,0.0,0.9213483146067416
TradeLens,0.1,7,EQDF,0.0,0.8202247191011236
TradeLens,0.1,7,PSR (primary),0.0,0.9662921348314607
TradeLens,0.1,7,PSR (slack-aware),0.0,0.9662921348314607
TradeLens,0.1,8,EDF (baseline),0.0,0.0
TradeLens,0.1,8,LST,0.0,0.9213483146067416
TradeLens,0.1,8,EQDF,0.0,0.0
TradeLens,0.1,8,PSR (primary),0.0,0.9775280898876404
TradeLens,0.1,8,PSR (slack-aware),0.0,0.9775280898876404
TradeLens,0.1,9,EDF (baseline),0.0,0.0
TradeLens,0.1,9,LST,0.0,0.9368421052631579
TradeLens,0.1,9,EQDF,0.0,0.0
TradeLens,0.1,9,PSR (primary),0.0,0.9052631578947369
TradeLens,0.1,9,PSR (slack-aware),0.0,0.9052631578947369
TradeLens,0.2,0,EDF (baseline),0.0,0.0
TradeLens,0.2,0,LST,0.0,0.9210526315789473
TradeLens,0.2,0,EQDF,0.0,0.4868421052631579
TradeLens,0.2,0,PSR (primary),0.0,1.0
TradeLens,0.2,0,PSR (slack-aware),0.0,1.0
TradeLens,0.2,1,EDF (baseline),0.0,0.0
TradeLens,0.2,1,LST,0.0,0.9210526315789473
TradeLens,0.2,1,EQDF,0.0,0.07894736842105263
TradeLens,0.2,1,PSR (primary),0.0,0.9868421052631579
TradeLens,0.2,1,PSR (slack-aware),0.0,0.9868421052631579
TradeLens,0.2,2,EDF (baseline),0.0,0.0
TradeLens,0.2,2,LST,0.0,0.9285714285714286
TradeLens,0.2,2,EQDF,0.0,0.0
TradeLens,0.2,2,PSR (primary),0.0,0.9571428571428572
TradeLens,0.2,2,PSR (slack-aware),0.0,0.9571428571428572
TradeLens,0.2,3,EDF (baseline),0.0,0.0
TradeLens,0.2,3,LST,0.0,0.9240506329113924
TradeLens,0.2,3,EQDF,0.0,0.17721518987341772
TradeLens,0.2,3,PSR (primary),0.0,0.9240506329113924
TradeLens,0.2,3,PSR (slack-aware),0.0,0.9240506329113924
TradeLens,0.2,4,EDF (baseline),0.0,0.0
TradeLens,0.2,4,LST,0.0,0.9090909090909091
TradeLens,0.2,4,EQDF,0.0,0.0
TradeLens,0.2,4,PSR (primary),0.0,0.987012987012987
TradeLens,0.2,4,PSR (slack-aware),0.0,0.987012987012987
TradeLens,0.2,5,EDF (baseline),0.0,0.0
TradeLens,0.2,5,LST,0.0,0.9259259259259259
TradeLens,0.2,5,EQDF,0.0,0.0
TradeLens,0.2,5,PSR (primary),0.0,0.9382716049382716
TradeLens,0.2,5,PSR (slack-aware),0.0,0.9382716049382716
TradeLens,0.2,6,EDF (baseline),0.0,0.0
TradeLens,0.2,6,LST,0.0,0.9367088607594937
TradeLens,0.2,6,EQDF,0.0,0.0
TradeLens,0.2,6,PSR (primary),0.0,0.9493670886075949
TradeLens,0.2,6,PSR (slack-aware),0.0,0.9493670886075949
TradeLens,0.2,7,EDF (baseline),0.0,0.0
TradeLens,0.2,7,LST,0.0,0.8947368421052632
TradeLens,0.2,7,EQDF,0.0,0.0
TradeLens,0.2,7,PSR (primary),0.0,0.9736842105263158
TradeLens,0.2,7,PSR (slack-aware),0.0,0.9736842105263158
TradeLens,0.2,8,EDF (baseline),0.0,0.0
TradeLens,0.2,8,LST,0.0,0.925
TradeLens,0.2,8,EQDF,0.0,0.45
TradeLens,0.2,8,PSR (primary),0.0,1.0
TradeLens,0.2,8,PSR (slack-aware),0.0,1.0
TradeLens,0.2,9,EDF (baseline),0.0,0.0
TradeLens,0.2,9,LST,0.0,0.9523809523809523
TradeLens,0.2,9,EQDF,0.0,0.0
TradeLens,0.2,9,PSR (primary),0.0,0.9880952380952381
TradeLens,0.2,9,PSR (slack-aware),0.0,0.9880952380952381
TradeLens,0.3,0,EDF (baseline),0.0,0.0
TradeLens,0.3,0,LST,0.0,0.8904109589041096
TradeLens,0.3,0,EQDF,0.0,0.4520547945205479
TradeLens,0.3,0,PSR (primary),0.0,1.0
TradeLens,0.3,0,PSR (slack-aware),0.0,1.0
TradeLens,0.3,1,EDF (baseline),0.0,0.0
TradeLens,0.3,1,LST,0.0,0.9242424242424242
TradeLens,0.3,1,EQDF,0.0,0.07575757575757576
TradeLens,0.3,1,PSR (primary),0.0,0.9696969696969697
TradeLens,0.3,1,PSR (slack-aware),0.0,0.9696969696969697
TradeLens,0.3,2,EDF (baseline),0.0,0.0
TradeLens,0.3,2,LST,0.0,0.9206349206349206
TradeLens,0.3,2,EQDF,0.0,0.0
TradeLens,0.3,2,PSR (primary),0.0,1.0
TradeLens,0.3,2,PSR (slack-aware),0.0,1.0
TradeLens,0.3,3,EDF (baseline),0.0,0.0
TradeLens,0.3,3,LST,0.0,0.9230769230769231
TradeLens,0.3,3,EQDF,0.0,0.0
TradeLens,0.3,3,PSR (primary),0.0,0.9384615384615385
TradeLens,0.3,3,PSR (slack-aware),0.0,0.9384615384615385
TradeLens,0.3,4,EDF (baseline),0.0,0.0
TradeLens,0.3,4,LST,0.0,0.8985507246376812
TradeLens,0.3,4,EQDF,0.0,0.0
TradeLens,0.3,4,PSR (primary),0.0,0.9855072463768116
TradeLens,0.3,4,PSR (slack-aware),0.0,0.9855072463768116
TradeLens,0.3,5,EDF (baseline),0.0,0.0
TradeLens,0.3,5,LST,0.0,0.9571428571428572
TradeLens,0.3,5,EQDF,0.0,0.0
TradeLens,0.3,5,PSR (primary),0.0,0.9571428571428572
TradeLens,0.3,5,PSR (slack-aware),0.0,0.9571428571428572
TradeLens,0.3,6,EDF (baseline),0.0,0.0
TradeLens,0.3,6,LST,0.0,0.9264705882352942
TradeLens,0.3,6,EQDF,0.0,0.0
TradeLens,0.3,6,PSR (primary),0.0,0.9117647058823529
TradeLens,0.3,6,PSR (slack-aware),0.0,0.9117647058823529
TradeLens,0.3,7,EDF (baseline),0.0,0.0
TradeLens,0.3,7,LST,0.0,0.9242424242424242
TradeLens,0.3,7,EQDF,0.0,0.0
TradeLens,0.3,7,PSR (primary),0.0,0.9696969696969697
TradeLens,0.3,7,PSR (slack-aware),0.0,0.9696969696969697
TradeLens,0.3,8,EDF (baseline),0.0,0.0
TradeLens,0.3,8,LST,0.0,0.927536231884058
TradeLens,0.3,8,EQDF,0.0,0.30434782608695654
TradeLens,0.3,8,PSR (primary),0.0,0.9855072463768116
TradeLens,0.3,8,PSR (slack-aware),0.0,0.9855072463768116
TradeLens,0.3,9,EDF (baseline),0.0,0.0
TradeLens,0.3,9,LST,0.0,0.9615384615384616
TradeLens,0.3,9,EQDF,0.0,0.0
TradeLens,0.3,9,PSR (primary),0.0,0.9615384615384616
TradeLens,0.3,9,PSR (slack-aware),0.0,0.9615384615384616
TradeLens,0.5,0,EDF (baseline),0.0,0.0
TradeLens,0.5,0,LST,0.0,0.873015873015873
TradeLens,0.5,0,EQDF,0.0,0.7301587301587301
TradeLens,0.5,0,PSR (primary),0.0,1.0
TradeLens,0.5,0,PSR (slack-aware),0.0,1.0
TradeLens,0.5,1,EDF (baseline),0.0,0.0
TradeLens,0.5,1,LST,0.0,0.9130434782608695
TradeLens,0.5,1,EQDF,0.0,0.0
TradeLens,0.5,1,PSR (primary),0.0,1.0
TradeLens,0.5,1,PSR (slack-aware),0.0,1.0
TradeLens,0.5,2,EDF (baseline),0.0,0.0
TradeLens,0.5,2,LST,0.0,0.9111111111111111
TradeLens,0.5,2,EQDF,0.0,0.0
TradeLens,0.5,2,PSR (primary),0.0,1.0
TradeLens,0.5,2,PSR (slack-aware),0.0,1.0
TradeLens,0.5,3,EDF (baseline),0.0,0.0
TradeLens,0.5,3,LST,0.0,0.9574468085106383
TradeLens,0.5,3,EQDF,0.0,0.6382978723404256
TradeLens,0.5,3,PSR (primary),0.0,0.9148936170212766
TradeLens,0.5,3,PSR (slack-aware),0.0,0.9148936170212766
TradeLens,0.5,4,EDF (baseline),0.0,0.0
TradeLens,0.5,4,LST,0.0,0.9137931034482759
TradeLens,0.5,4,EQDF,0.0,0.5689655172413793
TradeLens,0.5,4,PSR (primary),0.0,0.9655172413793104
TradeLens,0.5,4,PSR (slack-aware),0.0,0.9655172413793104
TradeLens,0.5,5,EDF (baseline),0.0,0.0
TradeLens,0.5,5,LST,0.0,0.9642857142857143
TradeLens,0.5,5,EQDF,0.0,0.6964285714285714
TradeLens,0.5,5,PSR (primary),0.0,1.0
TradeLens,0.5,5,PSR (slack-aware),0.0,1.0
TradeLens,0.5,6,EDF (baseline),0.0,0.0
TradeLens,0.5,6,LST,0.0,0.9069767441860465
TradeLens,0.5,6,EQDF,0.0,0.0
TradeLens,0.5,6,PSR (primary),0.0,0.9767441860465116
TradeLens,0.5,6,PSR (slack-aware),0.0,0.9767441860465116
TradeLens,0.5,7,EDF (baseline),0.0,0.0
TradeLens,0.5,7,LST,0.0,0.8813559322033898
TradeLens,0.5,7,EQDF,0.0,0.0
TradeLens,0.5,7,PSR (primary),0.0,0.9661016949152542
TradeLens,0.5,7,PSR (slack-aware),0.0,0.9661016949152542
TradeLens,0.5,8,EDF (baseline),0.0,0.0
TradeLens,0.5,8,LST,0.0,0.8979591836734694
TradeLens,0.5,8,EQDF,0.0,0.0
TradeLens,0.5,8,PSR (primary),0.0,1.0
TradeLens,0.5,8,PSR (slack-aware),0.0,1.0
TradeLens,0.5,9,EDF (baseline),0.0,0.0
TradeLens,0.5,9,LST,0.0,0.9318181818181818
TradeLens,0.5,9,EQDF,0.0,0.0
TradeLens,0.5,9,PSR (primary),0.0,0.9772727272727273
TradeLens,0.5,9,PSR (slack-aware),0.0,0.9772727272727273
B3i,0.1,0,EDF (baseline),0.0,0.0
B3i,0.1,0,LST,0.967741935483871,0.9442379182156134
B3i,0.1,0,EQDF,0.5483870967741935,0.48698884758364314
B3i,0.1,0,PSR (primary),0.0,0.9591078066914498
B3i,0.1,0,PSR (slack-aware),0.0,0.9591078066914498
B3i,0.1,1,EDF (baseline),0.0,0.0
B3i,0.1,1,LST,0.9696969696969697,0.9438202247191011
B3i,0.1,1,EQDF,0.0,0.0
B3i,0.1,1,PSR (primary),0.0,0.9176029962546817
B3i,0.1,1,PSR (slack-aware),0.0,0.9176029962546817
B3i,0.1,2,EDF (baseline),0.0,0.0
B3i,0.1,2,LST,0.926829268292683,0.9420849420849421
B3i,0.1,2,EQDF,0.0,0.0
B3i,0.1,2,PSR (primary),0.0,0.9343629343629344
B3i,0.1,2,PSR (slack-aware),0.0,0.9343629343629344
B3i,0.1,3,EDF (baseline),0.0,0.0
B3i,0.1,3,LST,0.9444444444444444,0.9772727272727273
B3i,0.1,3,EQDF,0.0,0.0
B3i,0.1,3,PSR (primary),0.0,0.9507575757575758
B3i,0.1,3,PSR (slack-aware),0.0,0.9507575757575758
B3i,0.1,4,EDF (baseline),0.0,0.0
B3i,0.1,4,LST,0.967741935483871,0.9628252788104089
B3i,0.1,4,EQDF,0.0,0.0
B3i,0.1,4,PSR (primary),0.0,0.9628252788104089
B3i,0.1,4,PSR (slack-aware),0.0,0.9628252788104089
B3i,0.1,5,EDF (baseline),0.0,0.0
B3i,0.1,5,LST,0.9696969696969697,0.9588014981273408
B3i,0.1,5,EQDF,0.0,0.0
B3i,0.1,5,PSR (primary),0.0,0.9812734082397003
B3i,0.1,5,PSR (slack-aware),0.0,0.9812734082397003
B3i,0.1,6,EDF (baseline),0.0,0.0
B3i,0.1,6,LST,0.9354838709677419,0.9739776951672863
B3i,0.1,6,EQDF,0.0,0.0
B3i,0.1,6,PSR (primary),0.0,0.9628252788104089
B3i,0.1,6,PSR (slack-aware),0.0,0.9628252788104089
B3i,0.1,7,EDF (baseline),0.0,0.0
B3i,0.1,7,LST,0.9642857142857143,0.9485294117647058
B3i,0.1,7,EQDF,0.0,0.0
B3i,0.1,7,PSR (primary),0.0,0.9669117647058824
B3i,0.1,7,PSR (slack-aware),0.0,0.9669117647058824
B3i,0.1,8,EDF (baseline),0.0,0.0
B3i,0.1,8,LST,1.0,0.9628252788104089
B3i,0.1,8,EQDF,0.0,0.0
B3i,0.1,8,PSR (primary),0.0,0.9776951672862454
B3i,0.1,8,PSR (slack-aware),0.0,0.9776951672862454
B3i,0.1,9,EDF (baseline),0.0,0.0
B3i,0.1,9,LST,0.9354838709677419,0.9702602230483272
B3i,0.1,9,EQDF,0.0,0.0
B3i,0.1,9,PSR (primary),0.0,0.9814126394052045
B3i,0.1,9,PSR (slack-aware),0.0,0.9814126394052045
B3i,0.2,0,EDF (baseline),0.0,0.0
B3i,0.2,0,LST,0.9836065573770492,0.9748953974895398
B3i,0.2,0,EQDF,0.5081967213114754,0.502092050209205
B3i,0.2,0,PSR (primary),0.0,0.9874476987447699
B3i,0.2,0,PSR (slack-aware),0.0,0.9874476987447699
B3i,0.2,1,EDF (baseline),0.0,0.0
B3i,0.2,1,LST,0.9692307692307692,0.9574468085106383
B3i,0.2,1,EQDF,0.0,0.0
B3i,0.2,1,PSR (primary),0.0,0.9617021276595744
B3i,0.2,1,PSR (slack-aware),0.0,0.9617021276595744
B3i,0.2,2,EDF (baseline),0.0,0.0
B3i,0.2,2,LST,0.9855072463768116,0.9393939393939394
B3i,0.2,2,EQDF,0.0,0.0
B3i,0.2,2,PSR (primary),0.0,0.9523809523809523
B3i,0.2,2,PSR (slack-aware),0.0,0.9523809523809523
B3i,0.2,3,EDF (baseline),0.0,0.0
B3i,0.2,3,LST,1.0,0.9590163934426229
B3i,0.2,3,EQDF,0.0,0.0
B3i,0.2,3,PSR (primary),0.0,0.9467213114754098
B3i,0.2,3,PSR (slack-aware),0.0,0.9467213114754098
B3i,0.2,4,EDF (baseline),0.0,0.0
B3i,0.2,4,LST,0.9545454545454546,0.9529914529914529
B3i,0.2,4,EQDF,0.2727272727272727,0.13247863247863248
B3i,0.2,4,PSR (primary),0.0,0.9615384615384616
B3i,0.2,4,PSR (slack-aware),0.0,0.9615384615384616
B3i,0.2,5,EDF (baseline),0.0,0.0
B3i,0.2,5,LST,0.9841269841269841,0.9367088607594937
B3i,0.2,5,EQDF,0.0,0.0
B3i,0.2,5,PSR (primary),0.0,0.9493670886075949
B3i,0.2,5,PSR (slack-aware),0.0,0.9493670886075949
B3i,0.2,6,EDF (baseline),0.0,0.0
B3i,0.2,6,LST,0.9682539682539683,0.9535864978902954
B3i,0.2,6,EQDF,0.0,0.0
B3i,0.2,6,PSR (primary),0.0,0.9578059071729957
B3i,0.2,6,PSR (slack-aware),0.0,0.9578059071729957
B3i,0.2,7,EDF (baseline),0.0,0.0
