concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,6022,15,0,2.49,388.1,380,458,458,458
2,4912,30,0,6.11,319.6,301,414,422,422
4,4730,60,0,12.68,303.4,300,344,356,356
8,4824,120,0,24.88,294.8,323,361,367,391
16,4734,240,0,50.70,282.7,251,445,461,500
