concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,5845,15,0,2.57,381.1,393,457,457,457
2,4379,30,0,6.85,284.5,291,354,356,356
4,4748,60,0,12.64,304.6,306,346,347,347
8,8117,120,0,14.78,525.1,337,3303,3311,3311
16,25493,240,0,9.41,1633.1,1128,4455,4475,4482
