# start rate=10 seed=1 dur=420 n=7 target=3 events=43
2.2 fp=[1] true=[3] merged=[1, 3]
2.5 fp=[1] true=[3] merged=[1, 3]
2.8 fp=[1] true=[3] merged=[1, 3]
3.1 fp=[1] true=[3] merged=[1, 3]
3.4 fp=[1] true=[3] merged=[1, 3]
3.7 fp=[1] true=[3] merged=[1, 3]
4.1 fp=[1] true=[3] merged=[1, 3]
4.4 fp=[1] true=[3] merged=[1, 3]
4.7 fp=[1] true=[3] merged=[1, 3]
5.0 fp=[1] true=[3] merged=[1, 3]
5.3 fp=[1] true=[3] merged=[1, 3]
5.6 fp=[1] true=[3] merged=[1, 3]
5.9 fp=[1] true=[3] merged=[1, 3]
6.2 fp=[1] true=[3] merged=[1, 3]
6.6 fp=[1] true=[3] merged=[1, 3]
6.9 fp=[1] true=[3] merged=[1, 3]
7.2 fp=[1] true=[3] merged=[1, 3]
7.5 fp=[1] true=[3] merged=[1, 3]
7.8 fp=[1] true=[3] merged=[1, 3]
8.1 fp=[1] true=[3] merged=[1, 3]
8.5 fp=[1] true=[3] merged=[1, 3]
8.8 fp=[1] true=[3] merged=[1, 3]
9.1 fp=[1] true=[3] merged=[1, 3]
9.4 fp=[1] true=[3] merged=[1, 3]
9.7 fp=[1] true=[3] merged=[1, 3]
10.0 fp=[1] true=[3] merged=[1, 3]
10.3 fp=[1] true=[3] merged=[1, 3]
10.7 fp=[1] true=[3] merged=[1, 3]
11.0 fp=[1] true=[3] merged=[1, 3]
11.3 fp=[1] true=[3] merged=[1, 3]
11.6 fp=[1] true=[3] merged=[1, 3]
11.9 fp=[1] true=[3] merged=[1, 3]
12.2 fp=[1] true=[3] merged=[1, 3]
12.5 fp=[1] true=[3] merged=[1, 3]
12.9 fp=[1] true=[3] merged=[1, 3]
13.2 fp=[1] true=[3] merged=[1, 3]
13.5 fp=[1] true=[3] merged=[1, 3]
13.8 fp=[1] true=[3] merged=[1, 3]
14.1 fp=[1] true=[3] merged=[1, 3]
14.4 fp=[1] true=[3] merged=[1, 3]
14.7 fp=[1] true=[3] merged=[1, 3]
15.0 fp=[1] true=[3] merged=[1, 3]
15.3 fp=[1] true=[3] merged=[1, 3]
15.7 fp=[1] true=[3] merged=[1, 3]
16.0 fp=[1] true=[3] merged=[1, 3]
16.3 fp=[1] true=[3] merged=[1, 3]
16.6 fp=[1] true=[3] merged=[1, 3]
16.9 fp=[1] true=[3] merged=[1, 3]
17.3 fp=[1] true=[3] merged=[1, 3]
17.6 fp=[1] true=[3] merged=[1, 3]
17.9 fp=[1] true=[3] merged=[1, 3]
18.2 fp=[1] true=[3] merged=[1, 3]
18.5 fp=[1] true=[3] merged=[1, 3]
18.8 fp=[1] true=[3] merged=[1, 3]
19.1 fp=[1] true=[3] merged=[1, 3]
19.5 fp=[1] true=[3] merged=[1, 3]
19.8 fp=[1] true=[3] merged=[1, 3]
20.1 fp=[1] true=[3] merged=[1, 3]
20.5 fp=[1] true=[3] merged=[1, 3]
20.8 fp=[1] true=[3] merged=[1, 3]
21.1 fp=[1] true=[3] merged=[1, 3]
21.4 fp=[1] true=[3] merged=[1, 3]
21.7 fp=[1] true=[3] merged=[1, 3]
22.0 fp=[1] true=[3] merged=[1, 3]
22.4 fp=[1] true=[3] merged=[1, 3]
22.7 fp=[1] true=[3] merged=[1, 3]
23.0 fp=[1] true=[3] merged=[1, 3]
23.3 fp=[1] true=[3] merged=[1, 3]
23.7 fp=[1] true=[3] merged=[1, 3]
24.0 fp=[1] true=[3] merged=[1, 3]
24.3 fp=[1] true=[3] merged=[1, 3]
24.6 fp=[1] true=[3] merged=[1, 3]
24.9 fp=[1] true=[3] merged=[1, 3]
25.2 fp=[1] true=[3] merged=[1, 3]
25.5 fp=[1] true=[3] merged=[1, 3]
25.8 fp=[1] true=[3] merged=[1, 3]
26.2 fp=[1] true=[3] merged=[1, 3]
26.5 fp=[1] true=[3] merged=[1, 3]
26.8 fp=[1] true=[3] merged=[1, 3]
27.1 fp=[1] true=[3] merged=[1, 3]
27.4 fp=[1] true=[3] merged=[1, 3]
27.7 fp=[1] true=[3] merged=[1, 3]
28.1 fp=[1] true=[3] merged=[1, 3]
28.4 fp=[1] true=[3] merged=[1, 3]
28.7 fp=[1] true=[3] merged=[1, 3]
29.0 fp=[1] true=[3] merged=[1, 3]
29.3 fp=[1] true=[3] merged=[1, 3]
29.6 fp=[1] true=[3] merged=[1, 3]
29.9 fp=[1] true=[3] merged=[1, 3]
30.2 fp=[1] true=[3] merged=[1, 3]
30.6 fp=[1] true=[3] merged=[1, 3]
30.9 fp=[1] true=[3] merged=[1, 3]
31.2 fp=[1] true=[3] merged=[1, 3]
31.5 fp=[1] true=[3] merged=[1, 3]
31.8 fp=[1] true=[3] merged=[1, 3]
32.1 fp=[1] true=[3] merged=[1, 3]
32.5 fp=[1] true=[3] merged=[1, 3]
32.8 fp=[1] true=[3] merged=[1, 3]
33.1 fp=[1] true=[3] merged=[1, 3]
33.4 fp=[1] true=[3] merged=[1, 3]
33.7 fp=[1] true=[3] merged=[1, 3]
34.0 fp=[1] true=[3] merged=[1, 3]
34.4 fp=[1] true=[3] merged=[1, 3]
34.7 fp=[1] true=[3] merged=[1, 3]
35.0 fp=[1] true=[3] merged=[1, 3]
35.3 fp=[1] true=[3] merged=[1, 3]
35.6 fp=[1] true=[3] merged=[1, 3]
35.9 fp=[1] true=[3] merged=[1, 3]
36.2 fp=[1] true=[3] merged=[1, 3]
36.5 fp=[1] true=[3] merged=[1, 3]
36.9 fp=[1] true=[3] merged=[1, 3]
37.2 fp=[1] true=[3] merged=[1, 3]
37.5 fp=[1] true=[3] merged=[1, 3]
37.8 fp=[1] true=[3] merged=[1, 3]
38.1 fp=[1] true=[3] merged=[1, 3]
38.4 fp=[1] true=[3] merged=[1, 3]
38.7 fp=[1] true=[3] merged=[1, 3]
39.0 fp=[1] true=[3] merged=[1, 3]
39.3 fp=[1] true=[3] merged=[1, 3]
39.7 fp=[1] true=[3] merged=[1, 3]
40.0 fp=[1] true=[3] merged=[1, 3]
40.3 fp=[1] true=[3] merged=[1, 3]
40.6 fp=[1] true=[3] merged=[1, 3]
40.9 fp=[1] true=[3] merged=[1, 3]
41.2 fp=[7] true=[3] merged=[3, 7]
41.5 fp=[7] true=[3] merged=[3, 7]
41.9 fp=[7] true=[3] merged=[3, 7]
42.2 fp=[7] true=[3] merged=[3, 7]
42.5 fp=[7] true=[3] merged=[3, 7]
42.8 fp=[7] true=[3] merged=[3, 7]
43.2 fp=[7] true=[3] merged=[3, 7]
43.5 fp=[7] true=[3] merged=[3, 7]
43.8 fp=[7] true=[3] merged=[3, 7]
44.1 fp=[7] true=[3] merged=[3, 7]
44.4 fp=[7] true=[3] merged=[3, 7]
44.7 fp=[7] true=[3] merged=[3, 7]
45.1 fp=[7] true=[3] merged=[3, 7]
45.4 fp=[7] true=[3] merged=[3, 7]
45.7 fp=[7] true=[3] merged=[3, 7]
46.0 fp=[7] true=[3] merged=[3, 7]
46.3 fp=[7] true=[3] merged=[3, 7]
46.6 fp=[7] true=[3] merged=[3, 7]
47.0 fp=[7] true=[3] merged=[3, 7]
47.3 fp=[7] true=[3] merged=[3, 7]
47.6 fp=[7] true=[3] merged=[3, 7]
47.9 fp=[7] true=[3] merged=[3, 7]
48.2 fp=[7] true=[3] merged=[3, 7]
48.5 fp=[7] true=[3] merged=[3, 7]
48.8 fp=[7] true=[3] merged=[3, 7]
49.1 fp=[7] true=[3] merged=[3, 7]
49.4 fp=[7] true=[3] merged=[3, 7]
49.7 fp=[7] true=[3] merged=[3, 7]
50.1 fp=[7] true=[3] merged=[3, 7]
50.4 fp=[7] true=[3] merged=[3, 7]
50.7 fp=[7] true=[3] merged=[3, 7]
51.0 fp=[7] true=[3] merged=[3, 7]
51.3 fp=[7] true=[3] merged=[3, 7]
51.7 fp=[7] true=[3] merged=[3, 7]
52.0 fp=[7] true=[3] merged=[3, 7]
52.3 fp=[7] true=[3] merged=[3, 7]
52.6 fp=[7] true=[3] merged=[3, 7]
