# start rate=10 seed=2 dur=420 n=7 target=3 events=48
25.1 fp=[7] true=[3] merged=[3, 7]
25.4 fp=[7] true=[3] merged=[3, 7]
25.7 fp=[7] true=[3] merged=[3, 7]
26.0 fp=[7] true=[3] merged=[3, 7]
26.3 fp=[7] true=[3] merged=[3, 7]
26.6 fp=[7] true=[3] merged=[3, 7]
26.9 fp=[7] true=[3] merged=[3, 7]
27.3 fp=[7] true=[3] merged=[3, 7]
27.6 fp=[7] true=[3] merged=[3, 7]
27.9 fp=[7] true=[3] merged=[3, 7]
28.2 fp=[7] true=[3] merged=[3, 7]
28.5 fp=[7] true=[3] merged=[3, 7]
28.8 fp=[7] true=[3] merged=[3, 7]
29.1 fp=[7] true=[3] merged=[3, 7]
29.4 fp=[7] true=[3] merged=[3, 7]
29.7 fp=[7] true=[3] merged=[3, 7]
30.1 fp=[7] true=[3] merged=[3, 7]
30.4 fp=[7] true=[3] merged=[3, 7]
30.7 fp=[7] true=[3] merged=[3, 7]
31.0 fp=[7] true=[3] merged=[3, 7]
31.4 fp=[7] true=[3] merged=[3, 7]
31.7 fp=[7] true=[3] merged=[3, 7]
32.0 fp=[7] true=[3] merged=[3, 7]
32.3 fp=[7] true=[3] merged=[3, 7]
32.6 fp=[7] true=[3] merged=[3, 7]
32.9 fp=[7] true=[3] merged=[3, 7]
33.2 fp=[7] true=[3] merged=[3, 7]
33.6 fp=[7] true=[3] merged=[3, 7]
33.9 fp=[7] true=[3] merged=[3, 7]
34.2 fp=[7] true=[3] merged=[3, 7]
34.5 fp=[7] true=[3] merged=[3, 7]
34.8 fp=[7] true=[3] merged=[3, 7]
35.1 fp=[2] true=[3] merged=[2, 3]
35.4 fp=[2] true=[3] merged=[2, 3]
35.8 fp=[2] true=[3] merged=[2, 3]
36.1 fp=[2] true=[3] merged=[2, 3]
36.4 fp=[2] true=[3] merged=[2, 3]
36.7 fp=[2] true=[3] merged=[2, 3]
37.0 fp=[2] true=[3] merged=[2, 3]
37.3 fp=[2] true=[3] merged=[2, 3]
37.6 fp=[2] true=[3] merged=[2, 3]
37.9 fp=[2] true=[3] merged=[2, 3]
38.3 fp=[1] true=[3] merged=[1, 3]
38.6 fp=[1] true=[3] merged=[1, 3]
38.9 fp=[1] true=[3] merged=[1, 3]
39.2 fp=[1] true=[3] merged=[1, 3]
39.5 fp=[1] true=[3] merged=[1, 3]
39.8 fp=[1] true=[3] merged=[1, 3]
40.1 fp=[1] true=[3] merged=[1, 3]
40.5 fp=[1] true=[3] merged=[1, 3]
40.8 fp=[1] true=[3] merged=[1, 3]
41.1 fp=[1] true=[3] merged=[1, 3]
41.4 fp=[1] true=[3] merged=[1, 3]
41.7 fp=[1] true=[3] merged=[1, 3]
42.0 fp=[1] true=[3] merged=[1, 3]
42.4 fp=[1] true=[3] merged=[1, 3]
42.7 fp=[1] true=[3] merged=[1, 3]
43.0 fp=[1] true=[3] merged=[1, 3]
43.3 fp=[1] true=[3] merged=[1, 3]
43.6 fp=[1] true=[3] merged=[1, 3]
43.9 fp=[1] true=[3] merged=[1, 3]
44.2 fp=[1] true=[3] merged=[1, 3]
44.5 fp=[1] true=[3] merged=[1, 3]
44.9 fp=[1] true=[3] merged=[1, 3]
45.2 fp=[1] true=[3] merged=[1, 3]
45.5 fp=[1] true=[3] merged=[1, 3]
45.8 fp=[1] true=[3] merged=[1, 3]
46.1 fp=[1] true=[3] merged=[1, 3]
46.4 fp=[1] true=[3] merged=[1, 3]
46.7 fp=[1] true=[3] merged=[1, 3]
47.1 fp=[1] true=[3] merged=[1, 3]
47.4 fp=[1] true=[3] merged=[1, 3]
47.7 fp=[1] true=[3] merged=[1, 3]
48.0 fp=[1] true=[3] merged=[1, 3]
48.3 fp=[1] true=[3] merged=[1, 3]
48.6 fp=[1] true=[3] merged=[1, 3]
48.9 fp=[1] true=[3] merged=[1, 3]
49.3 fp=[1] true=[3] merged=[1, 3]
49.6 fp=[1] true=[3] merged=[1, 3]
49.9 fp=[1] true=[3] merged=[1, 3]
50.2 fp=[1] true=[3] merged=[1, 3]
50.5 fp=[1] true=[3] merged=[1, 3]
50.8 fp=[1] true=[3] merged=[1, 3]
51.1 fp=[1] true=[3] merged=[1, 3]
51.5 fp=[1] true=[3] merged=[1, 3]
51.8 fp=[1] true=[3] merged=[1, 3]
52.1 fp=[1] true=[3] merged=[1, 3]
52.4 fp=[1] true=[3] merged=[1, 3]
52.7 fp=[1] true=[3] merged=[1, 3]
53.0 fp=[1] true=[3] merged=[1, 3]
53.4 fp=[1] true=[3] merged=[1, 3]
53.7 fp=[1] true=[3] merged=[1, 3]
54.0 fp=[1] true=[3] merged=[1, 3]
54.3 fp=[1] true=[3] merged=[1, 3]
54.6 fp=[1] true=[3] merged=[1, 3]
54.9 fp=[1] true=[3] merged=[1, 3]
55.2 fp=[1] true=[3] merged=[1, 3]
55.6 fp=[1] true=[3] merged=[1, 3]
55.9 fp=[1] true=[3] merged=[1, 3]
56.2 fp=[1] true=[3] merged=[1, 3]
56.5 fp=[1] true=[3] merged=[1, 3]
56.8 fp=[1] true=[3] merged=[1, 3]
57.1 fp=[1] true=[3] merged=[1, 3]
57.4 fp=[1] true=[3] merged=[1, 3]
57.7 fp=[1] true=[3] merged=[1, 3]
58.1 fp=[5] true=[3] merged=[3, 5]
58.4 fp=[5] true=[3] merged=[3, 5]
58.7 fp=[5] true=[3] merged=[3, 5]
59.0 fp=[5] true=[3] merged=[3, 5]
59.3 fp=[5] true=[3] merged=[3, 5]
59.6 fp=[5] true=[3] merged=[3, 5]
59.9 fp=[5] true=[3] merged=[3, 5]
60.2 fp=[5] true=[3] merged=[3, 5]
60.6 fp=[5] true=[3] merged=[3, 5]
60.9 fp=[5] true=[3] merged=[3, 5]
61.2 fp=[5] true=[3] merged=[3, 5]
61.5 fp=[5] true=[3] merged=[3, 5]
61.8 fp=[5] true=[3] merged=[3, 5]
62.1 fp=[5] true=[3] merged=[3, 5]
62.4 fp=[5] true=[3] merged=[3, 5]
62.8 fp=[5] true=[3] merged=[3, 5]
63.1 fp=[5] true=[3] merged=[3, 5]
63.4 fp=[5] true=[3] merged=[3, 5]
63.7 fp=[5] true=[3] merged=[3, 5]
64.0 fp=[5] true=[3] merged=[3, 5]
64.3 fp=[5] true=[3] merged=[3, 5]
64.6 fp=[5] true=[3] merged=[3, 5]
65.0 fp=[5] true=[3] merged=[3, 5]
65.3 fp=[5] true=[3] merged=[3, 5]
65.6 fp=[5] true=[3] merged=[3, 5]
65.9 fp=[5] true=[3] merged=[3, 5]
66.2 fp=[5] true=[3] merged=[3, 5]
66.5 fp=[5] true=[3] merged=[3, 5]
66.8 fp=[5] true=[3] merged=[3, 5]
67.1 fp=[5] true=[3] merged=[3, 5]
67.5 fp=[5] true=[3] merged=[3, 5]
67.8 fp=[5] true=[3] merged=[3, 5]
68.1 fp=[5] true=[3] merged=[3, 5]
68.4 fp=[5] true=[3] merged=[3, 5]
68.7 fp=[5] true=[3] merged=[3, 5]
69.0 fp=[5] true=[3] merged=[3, 5]
69.4 fp=[5] true=[3] merged=[3, 5]
69.7 fp=[5] true=[3] merged=[3, 5]
70.0 fp=[5] true=[3] merged=[3, 5]
70.3 fp=[5] true=[3] merged=[3, 5]
70.6 fp=[5] true=[3] merged=[3, 5]
71.0 fp=[5] true=[3] merged=[3, 5]
71.3 fp=[5] true=[3] merged=[3, 5]
71.6 fp=[5] true=[3] merged=[3, 5]
71.9 fp=[5] true=[3] merged=[3, 5]
72.2 fp=[5] true=[3] merged=[3, 5]
72.5 fp=[5] true=[3] merged=[3, 5]
72.8 fp=[5] true=[3] merged=[3, 5]
79.1 fp=[6] true=[3] merged=[3, 6]
79.4 fp=[6] true=[3] merged=[3, 6]
79.7 fp=[6] true=[3] merged=[3, 6]
80.0 fp=[6] true=[3] merged=[3, 6]
80.3 fp=[6] true=[3] merged=[3, 6]
80.6 fp=[6] true=[3] merged=[3, 6]
81.0 fp=[6] true=[3] merged=[3, 6]
81.3 fp=[6] true=[3] merged=[3, 6]
81.6 fp=[6] true=[3] merged=[3, 6]
81.9 fp=[6] true=[3] merged=[3, 6]
82.2 fp=[6] true=[3] merged=[3, 6]
82.5 fp=[6] true=[3] merged=[3, 6]
82.8 fp=[6] true=[3] merged=[3, 6]
83.1 fp=[6] true=[3] merged=[3, 6]
83.5 fp=[6] true=[3] merged=[3, 6]
83.8 fp=[6] true=[3] merged=[3, 6]
84.1 fp=[6] true=[3] merged=[3, 6]
84.4 fp=[6] true=[3] merged=[3, 6]
84.7 fp=[6] true=[3] merged=[3, 6]
85.0 fp=[6] true=[3] merged=[3, 6]
85.4 fp=[6] true=[3] merged=[3, 6]
85.7 fp=[6] true=[3] merged=[3, 6]
86.0 fp=[6] true=[3] merged=[3, 6]
86.3 fp=[6] true=[3] merged=[3, 6]
86.6 fp=[6] true=[3] merged=[3, 6]
86.9 fp=[6] true=[3] merged=[3, 6]
87.2 fp=[2] true=[3] merged=[2, 3]
87.5 fp=[2] true=[3] merged=[2, 3]
87.8 fp=[2] true=[3] merged=[2, 3]
88.2 fp=[2] true=[3] merged=[2, 3]
88.5 fp=[2] true=[3] merged=[2, 3]
88.8 fp=[2] true=[3] merged=[2, 3]
89.1 fp=[2] true=[3] merged=[2, 3]
89.4 fp=[2] true=[3] merged=[2, 3]
89.7 fp=[2] true=[3] merged=[2, 3]
90.0 fp=[2] true=[3] merged=[2, 3]
90.3 fp=[2] true=[3] merged=[2, 3]
90.7 fp=[2] true=[3] merged=[2, 3]
91.0 fp=[2] true=[3] merged=[2, 3]
91.3 fp=[2] true=[3] merged=[2, 3]
91.6 fp=[2] true=[3] merged=[2, 3]
91.9 fp=[2] true=[3] merged=[2, 3]
92.2 fp=[2] true=[3] merged=[2, 3]
