delta,seed,empirical,theory
0.0,0,0.5344833333333333,0.5
0.0,1,0.5061861111111111,0.5
0.0,2,0.5184388888888889,0.5
0.0,3,0.5057333333333334,0.5
0.0,4,0.5102694444444444,0.5
0.0,5,0.5096472222222221,0.5
0.0,6,0.5080944444444445,0.5
0.0,7,0.5153833333333333,0.5
0.0,8,0.5207388888888889,0.5
0.0,9,0.5126027777777777,0.5
0.0,10,0.543613888888889,0.5
0.0,11,0.5003194444444444,0.5
0.0,12,0.5226638888888888,0.5
0.0,13,0.5096361111111112,0.5
0.0,14,0.5083055555555556,0.5
0.0,15,0.5112694444444444,0.5
0.0,16,0.5103944444444445,0.5
0.0,17,0.5180194444444445,0.5
0.0,18,0.5128611111111112,0.5
0.0,19,0.507975,0.5
0.0,20,0.5229111111111111,0.5
0.0,21,0.50085,0.5
0.0,22,0.5236222222222222,0.5
0.0,23,0.5060916666666666,0.5
0.0,24,0.5281,0.5
0.0,25,0.5028777777777779,0.5
0.0,26,0.5007638888888889,0.5
0.0,27,0.5001972222222222,0.5
0.0,28,0.5000666666666667,0.5
0.0,29,0.5167722222222222,0.5
0.05,0,0.5203916666666667,0.514101801652164
0.05,1,0.5075222222222222,0.514101801652164
0.05,2,0.5044111111111111,0.514101801652164
0.05,3,0.5082583333333334,0.514101801652164
0.05,4,0.5034472222222223,0.514101801652164
0.05,5,0.5229444444444444,0.514101801652164
0.05,6,0.5055305555555556,0.514101801652164
0.05,7,0.5299499999999999,0.514101801652164
0.05,8,0.5346444444444445,0.514101801652164
0.05,9,0.5268638888888888,0.514101801652164
0.05,10,0.5569861111111112,0.514101801652164
0.05,11,0.5141805555555555,0.514101801652164
0.05,12,0.5086138888888889,0.514101801652164
0.05,13,0.5240472222222222,0.514101801652164
0.05,14,0.5218694444444444,0.514101801652164
0.05,15,0.5252305555555556,0.514101801652164
0.05,16,0.5239361111111112,0.514101801652164
0.05,17,0.5042444444444445,0.514101801652164
0.05,18,0.5274416666666666,0.514101801652164
0.05,19,0.5063944444444445,0.514101801652164
0.05,20,0.5084416666666667,0.514101801652164
0.05,21,0.5130833333333333,0.514101801652164
0.05,22,0.5096638888888889,0.514101801652164
0.05,23,0.5202749999999999,0.514101801652164
0.05,24,0.5426611111111111,0.514101801652164
0.05,25,0.5176166666666666,0.514101801652164
0.05,26,0.5131444444444444,0.514101801652164
0.05,27,0.5139972222222222,0.514101801652164
0.05,28,0.514936111111111,0.514101801652164
0.05,29,0.5025777777777778,0.514101801652164
0.1,0,0.5063055555555556,0.5281859888985083
0.1,1,0.5208555555555556,0.5281859888985083
0.1,2,0.5099944444444444,0.5281859888985083
0.1,3,0.5223805555555556,0.5281859888985083
0.1,4,0.5173916666666667,0.5281859888985083
0.1,5,0.5359527777777777,0.5281859888985083
0.1,6,0.5195944444444445,0.5281859888985083
0.1,7,0.5446861111111111,0.5281859888985083
0.1,8,0.5486833333333333,0.5281859888985083
0.1,9,0.5409277777777778,0.5281859888985083
0.1,10,0.5696944444444445,0.5281859888985083
0.1,11,0.527875,0.5281859888985083
0.1,12,0.5055166666666666,0.5281859888985083
0.1,13,0.5383,0.5281859888985083
0.1,14,0.5354583333333334,0.5281859888985083
0.1,15,0.539575,0.5281859888985083
0.1,16,0.53775,0.5281859888985083
0.1,17,0.5095611111111111,0.5281859888985083
0.1,18,0.5416416666666667,0.5281859888985083
0.1,19,0.5207861111111112,0.5281859888985083
0.1,20,0.5054861111111111,0.5281859888985083
0.1,21,0.5275861111111111,0.5281859888985083
0.1,22,0.5040166666666667,0.5281859888985083
0.1,23,0.5348638888888888,0.5281859888985083
0.1,24,0.5573861111111111,0.5281859888985083
0.1,25,0.532275,0.5281859888985083
0.1,26,0.5269277777777778,0.5281859888985083
0.1,27,0.5276777777777778,0.5281859888985083
0.1,28,0.5296583333333333,0.5281859888985083
0.1,29,0.5116083333333333,0.5281859888985083
0.15,0,0.5080305555555555,0.5422350133116141
0.15,1,0.5342833333333333,0.5422350133116141
0.15,2,0.5240472222222221,0.5422350133116141
0.15,3,0.5363666666666667,0.5422350133116141
0.15,4,0.5314305555555556,0.5422350133116141
0.15,5,0.5496361111111111,0.5422350133116141
0.15,6,0.533463888888889,0.5422350133116141
