delta,seed,empirical,theory
0.15,7,0.5590833333333334,0.5422350133116141
0.15,8,0.5624944444444444,0.5422350133116141
0.15,9,0.5549722222222222,0.5422350133116141
0.15,10,0.5829666666666666,0.5422350133116141
0.15,11,0.5414888888888889,0.5422350133116141
0.15,12,0.5194138888888888,0.5422350133116141
0.15,13,0.5530777777777778,0.5422350133116141
0.15,14,0.5489583333333332,0.5422350133116141
0.15,15,0.5537916666666667,0.5422350133116141
0.15,16,0.5510166666666667,0.5422350133116141
0.15,17,0.5233194444444444,0.5422350133116141
0.15,18,0.5558833333333333,0.5422350133116141
0.15,19,0.5350555555555555,0.5422350133116141
0.15,20,0.5194222222222222,0.5422350133116141
0.15,21,0.5418388888888889,0.5422350133116141
0.15,22,0.5176444444444444,0.5422350133116141
0.15,23,0.5493138888888889,0.5422350133116141
0.15,24,0.5717277777777777,0.5422350133116141
0.15,25,0.5471305555555556,0.5422350133116141
0.15,26,0.5402777777777777,0.5422350133116141
0.15,27,0.5414416666666667,0.5422350133116141
0.15,28,0.5447694444444444,0.5422350133116141
0.15,29,0.525886111111111,0.5422350133116141
0.2,0,0.522175,0.5562314580091424
0.2,1,0.5477222222222222,0.5562314580091424
0.2,2,0.5383444444444445,0.5562314580091424
0.2,3,0.5506472222222222,0.5562314580091424
0.2,4,0.5450194444444444,0.5562314580091424
0.2,5,0.562761111111111,0.5562314580091424
0.2,6,0.5471611111111111,0.5562314580091424
0.2,7,0.5735611111111111,0.5562314580091424
0.2,8,0.5761666666666667,0.5562314580091424
0.2,9,0.5692027777777777,0.5562314580091424
0.2,10,0.5964166666666667,0.5562314580091424
0.2,11,0.5554805555555555,0.5562314580091424
0.2,12,0.5335055555555556,0.5562314580091424
0.2,13,0.5671305555555556,0.5562314580091424
0.2,14,0.5622361111111112,0.5562314580091424
0.2,15,0.5675944444444445,0.5562314580091424
0.2,16,0.5644833333333333,0.5562314580091424
0.2,17,0.5371138888888889,0.5562314580091424
0.2,18,0.5700972222222223,0.5562314580091424
0.2,19,0.5493472222222222,0.5562314580091424
0.2,20,0.5333555555555556,0.5562314580091424
0.2,21,0.5560194444444445,0.5562314580091424
0.2,22,0.5316277777777778,0.5562314580091424
0.2,23,0.5634444444444444,0.5562314580091424
0.2,24,0.5858305555555555,0.5562314580091424
0.2,25,0.5617916666666667,0.5562314580091424
0.2,26,0.5538277777777778,0.5562314580091424
0.2,27,0.555375,0.5562314580091424
0.2,28,0.559563888888889,0.5562314580091424
0.2,29,0.5399916666666666,0.5562314580091424
0.3,0,0.5497027777777779,0.5839979857136818
0.3,1,0.5747027777777778,0.5839979857136818
0.3,2,0.5665777777777777,0.5839979857136818
0.3,3,0.5788222222222222,0.5839979857136818
0.3,4,0.5727805555555555,0.5839979857136818
0.3,5,0.5891611111111111,0.5839979857136818
0.3,6,0.5745027777777778,0.5839979857136818
0.3,7,0.6020444444444445,0.5839979857136818
0.3,8,0.6027472222222222,0.5839979857136818
0.3,9,0.5970472222222223,0.5839979857136818
0.3,10,0.6228388888888888,0.5839979857136818
0.3,11,0.5827055555555556,0.5839979857136818
0.3,12,0.5610861111111112,0.5839979857136818
0.3,13,0.5947277777777777,0.5839979857136818
0.3,14,0.5897361111111111,0.5839979857136818
0.3,15,0.5954138888888889,0.5839979857136818
0.3,16,0.5906111111111111,0.5839979857136818
0.3,17,0.5645111111111111,0.5839979857136818
0.3,18,0.5980416666666667,0.5839979857136818
0.3,19,0.5774527777777778,0.5839979857136818
0.3,20,0.5620027777777777,0.5839979857136818
0.3,21,0.5844277777777778,0.5839979857136818
0.3,22,0.5592638888888889,0.5839979857136818
0.3,23,0.5917138888888889,0.5839979857136818
0.3,24,0.6141916666666667,0.5839979857136818
0.3,25,0.5908833333333333,0.5839979857136818
0.3,26,0.5812527777777778,0.5839979857136818
0.3,27,0.5827916666666666,0.5839979857136818
0.3,28,0.5888500000000001,0.5839979857136818
0.3,29,0.5681027777777778,0.5839979857136818
0.5,0,0.6040388888888889,0.6381631950841185
0.5,1,0.6272138888888888,0.6381631950841185
0.5,2,0.6215083333333333,0.6381631950841185
0.5,3,0.6332305555555555,0.6381631950841185
0.5,4,0.6261611111111112,0.6381631950841185
0.5,5,0.64035,0.6381631950841185
0.5,6,0.6279638888888889,0.6381631950841185
0.5,7,0.6567000000000001,0.6381631950841185
0.5,8,0.6562,0.6381631950841185
0.5,9,0.6514777777777778,0.6381631950841185
0.5,10,0.6726055555555556,0.6381631950841185
0.5,11,0.6355722222222222,0.6381631950841185
0.5,12,0.6159444444444444,0.6381631950841185
0.5,13,0.6492444444444445,0.6381631950841185
0.5,14,0.6427805555555556,0.6381631950841185
0.5,15,0.6493888888888889,0.6381631950841185
0.5,16,0.6419972222222222,0.6381631950841185
0.5,17,0.61795,0.6381631950841185
0.5,18,0.6521611111111111,0.6381631950841185
0.5,19,0.6328305555555556,0.6381631950841185
0.5,20,0.6162305555555556,0.6381631950841185
0.5,21,0.6400888888888889,0.6381631950841185
0.5,22,0.6139944444444444,0.6381631950841185
0.5,23,0.6472444444444444,0.6381631950841185
0.5,24,0.6686388888888889,0.6381631950841185
0.5,25,0.6470277777777778,0.6381631950841185
0.5,26,0.6340194444444445,0.6381631950841185
0.5,27,0.6362388888888888,0.6381631950841185
0.5,28,0.6459527777777778,0.6381631950841185
0.5,29,0.6230222222222223,0.6381631950841185
0.75,0,0.6697972222222222,0.7020584547174111
0.75,1,0.6896444444444445,0.7020584547174111
0.75,2,0.6869611111111111,0.7020584547174111
0.75,3,0.6970138888888888,0.7020584547174111
0.75,4,0.6904416666666666,0.7020584547174111
0.75,5,0.7011972222222222,0.7020584547174111
0.75,6,0.6908583333333334,0.7020584547174111
0.75,7,0.7204722222222222,0.7020584547174111
0.75,8,0.71795,0.7020584547174111
0.75,9,0.7148138888888889,0.7020584547174111
0.75,10,0.7311055555555556,0.7020584547174111
0.75,11,0.6977583333333333,0.7020584547174111
0.75,12,0.6804916666666667,0.7020584547174111
0.75,13,0.7125638888888889,0.7020584547174111
0.75,14,0.705011111111111,0.7020584547174111
0.75,15,0.7136416666666667,0.7020584547174111
0.75,16,0.7024138888888889,0.7020584547174111
0.75,17,0.6817222222222222,0.7020584547174111
0.75,18,0.7155,0.7020584547174111
0.75,19,0.6993944444444444,0.7020584547174111
0.75,20,0.6810499999999999,0.7020584547174111
0.75,21,0.70615,0.7020584547174111
0.75,22,0.6786361111111111,0.7020584547174111
0.75,23,0.711686111111111,0.7020584547174111
0.75,24,0.7318694444444445,0.7020584547174111
0.75,25,0.7132166666666666,0.7020584547174111
0.75,26,0.6956444444444444,0.7020584547174111
0.75,27,0.6992527777777778,0.7020584547174111
0.75,28,0.7121194444444445,0.7020584547174111
0.75,29,0.6881666666666667,0.7020584547174111
1.0,0,0.7300083333333334,0.7602499389065233
1.0,1,0.7474583333333333,0.7602499389065233
1.0,2,0.7475055555555555,0.7602499389065233
1.0,3,0.7562,0.7602499389065233
1.0,4,0.7492694444444444,0.7602499389065233
1.0,5,0.7573888888888889,0.7602499389065233
1.0,6,0.7495666666666667,0.7602499389065233
1.0,7,0.7778027777777778,0.7602499389065233
1.0,8,0.7737388888888889,0.7602499389065233
1.0,9,0.772775,0.7602499389065233
1.0,10,0.7843611111111111,0.7602499389065233
1.0,11,0.755575,0.7602499389065233
1.0,12,0.7392027777777778,0.7602499389065233
1.0,13,0.7708111111111111,0.7602499389065233
1.0,14,0.7615916666666667,0.7602499389065233
1.0,15,0.7722527777777778,0.7602499389065233
1.0,16,0.7579055555555556,0.7602499389065233
1.0,17,0.7406833333333334,0.7602499389065233
1.0,18,0.7729055555555555,0.7602499389065233
1.0,19,0.7597555555555555,0.7602499389065233
1.0,20,0.7410305555555555,0.7602499389065233
1.0,21,0.7659972222222222,0.7602499389065233
1.0,22,0.7386166666666667,0.7602499389065233
1.0,23,0.7704805555555556,0.7602499389065233
1.0,24,0.7885833333333333,0.7602499389065233
1.0,25,0.7726833333333334,0.7602499389065233
1.0,26,0.7526555555555555,0.7602499389065233
1.0,27,0.7569527777777778,0.7602499389065233
1.0,28,0.77295,0.7602499389065233
1.0,29,0.7483222222222222,0.7602499389065233
