concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,6020,15,0,2.49,390.8,385,448,448,448
2,4860,30,0,6.17,315.3,306,382,389,389
4,4246,60,0,14.13,265.4,283,388,390,390
8,8889,120,0,13.50,545.0,335,1520,1528,1528
16,23026,240,0,10.42,1430.2,1204,3757,3783,3784
