2026-09-14 07:45:16.064,1,352
2026-09-14 07:46:48.864,1,354
2026-09-14 07:49:55.864,1,358
2026-09-14 07:51:30.866,1,360
2026-09-14 07:53:53.364,1,363
2026-09-14 07:57:44.866,1,368
2026-09-14 08:02:51.364,1,376
2026-09-14 08:04:49.365,1,379
2026-09-14 08:07:19.864,1,383
2026-09-14 08:11:13.864,1,389
2026-09-14 08:16:47.363,1,398
2026-09-14 08:18:00.364,1,400
2026-09-14 08:19:16.364,1,402
2026-09-14 04:01:50.118,2,4
2026-09-14 04:02:52.006,2,6
2026-09-14 04:05:30.007,2,11
2026-09-14 04:10:49.008,2,21
2026-09-14 04:12:26.006,2,24
2026-09-14 04:16:15.506,2,31
2026-09-14 04:23:13.006,2,44
2026-09-14 04:24:13.506,2,46
2026-09-14 04:28:33.006,2,54
2026-09-14 04:30:17.505,2,57
2026-09-14 04:33:02.005,2,62
2026-09-14 04:34:37.506,2,65
2026-09-14 04:36:49.506,2,69
2026-09-14 04:37:56.506,2,71
2026-09-14 04:40:10.505,2,75
2026-09-14 04:46:55.506,2,87
2026-09-14 04:53:01.005,2,98
2026-09-14 04:54:03.006,2,100
2026-09-14 04:59:24.006,2,105
2026-09-14 05:03:22.006,2,112
2026-09-14 05:06:49.506,2,118
2026-09-14 05:11:27.006,2,126
2026-09-14 05:14:22.005,2,131
2026-09-14 05:15:33.506,2,133
2026-09-14 05:16:45.506,2,135
2026-09-14 05:17:59.507,2,137
2026-09-14 05:20:55.005,2,142
2026-09-14 05:24:32.005,2,148
2026-09-14 05:25:42.006,2,150
2026-09-14 05:26:53.506,2,152
2026-09-14 05:28:42.506,2,155
2026-09-14 05:30:32.008,2,158
2026-09-14 05:31:45.006,2,160
2026-09-14 05:35:29.005,2,166
2026-09-14 05:36:41.006,2,168
2026-09-14 05:37:55.005,2,170
2026-09-14 05:41:00.006,2,175
2026-09-14 05:42:14.005,2,177
2026-09-14 05:44:44.006,2,181
2026-09-14 05:46:36.006,2,184
2026-09-14 05:50:56.505,2,192
2026-09-14 05:52:01.505,2,194
2026-09-14 05:53:09.005,2,196
2026-09-14 05:55:18.005,2,200
2026-09-14 06:01:46.006,2,204
2026-09-14 06:04:16.007,2,208
2026-09-14 06:05:30.505,2,210
2026-09-14 06:07:25.006,2,213
2026-09-14 06:09:58.006,2,217
2026-09-14 06:11:52.506,2,220
2026-09-14 06:13:12.506,2,222
2026-09-14 06:16:31.011,2,227
2026-09-14 06:17:54.005,2,229
2026-09-14 06:20:04.006,2,232
2026-09-14 06:21:24.508,2,234
2026-09-14 06:23:27.506,2,237
2026-09-14 06:25:31.006,2,240
2026-09-14 06:26:53.006,2,242
2026-09-14 06:28:11.007,2,244
2026-09-14 06:33:03.006,2,251
2026-09-14 06:35:06.005,2,254
2026-09-14 06:37:12.506,2,257
2026-09-14 06:39:17.506,2,260
2026-09-14 06:40:41.005,2,262
2026-09-14 06:42:04.505,2,264
2026-09-14 06:43:28.506,2,266
2026-09-14 06:44:52.005,2,268
2026-09-14 06:46:56.006,2,271
2026-09-14 06:49:05.006,2,274
2026-09-14 06:50:21.006,2,276
2026-09-14 06:51:34.506,2,278
2026-09-14 06:53:53.006,2,282
2026-09-14 06:55:03.506,2,284
2026-09-14 06:57:24.506,2,288
2026-09-14 06:58:34.006,2,290
2026-09-14 06:59:44.505,2,292
2026-09-14 07:00:53.505,2,294
2026-09-14 07:02:03.005,2,296
2026-09-14 07:03:15.005,2,298
2026-09-14 07:04:57.006,2,301
2026-09-14 07:06:06.007,2,303
2026-09-14 07:10:55.506,2,306
2026-09-14 07:12:19.006,2,308
2026-09-14 07:13:42.006,2,310
2026-09-14 07:15:05.505,2,312
2026-09-14 07:20:09.505,2,319
2026-09-14 07:26:01.006,2,327
2026-09-14 07:27:31.005,2,329
2026-09-14 07:30:36.506,2,333
2026-09-14 07:32:03.506,2,335
2026-09-14 07:39:01.005,2,344
2026-09-14 07:42:57.007,2,349
2026-09-14 07:46:03.506,2,353
2026-09-14 07:47:35.006,2,355
2026-09-14 07:49:09.509,2,357
2026-09-14 07:52:19.006,2,361
2026-09-14 07:54:40.011,2,364
2026-09-14 07:57:01.005,2,367
2026-09-14 07:58:59.006,2,370
2026-09-14 08:01:33.506,2,374
2026-09-14 08:05:30.005,2,380
2026-09-14 08:06:42.506,2,382
2026-09-14 08:10:35.005,2,388
2026-09-14 08:13:04.006,2,392
2026-09-14 08:14:55.008,2,395
2026-09-14 08:16:09.505,2,397
2026-09-14 02:47:51.808,3,2
2026-09-14 04:11:50.518,3,23
2026-09-14 04:15:05.519,3,29
2026-09-14 04:21:29.519,3,41
2026-09-14 04:25:18.518,3,48
2026-09-14 04:28:00.018,3,53
2026-09-14 04:29:43.020,3,56
2026-09-14 04:48:36.519,3,90
2026-09-14 04:50:17.518,3,93
2026-09-14 04:51:54.518,3,96
2026-09-14 07:35:54.019,3,340
2026-09-14 07:37:27.019,3,342
2026-09-14 07:39:47.518,3,345
2026-09-14 07:56:14.518,3,366
2026-09-14 08:00:53.519,3,373
2026-09-14 08:03:29.519,3,377
2026-09-14 08:08:34.519,3,385
2026-09-14 08:09:55.018,3,387
2026-09-14 08:18:36.518,3,401
2026-09-14 04:04:28.320,4,9
2026-09-14 04:06:01.321,4,12
2026-09-14 04:07:04.321,4,14
2026-09-14 04:08:40.821,4,17
2026-09-14 04:09:46.320,4,19
2026-09-14 04:12:59.821,4,25
2026-09-14 04:14:33.821,4,28
2026-09-14 04:18:18.321,4,35
2026-09-14 04:19:21.521,4,37
2026-09-14 04:20:57.822,4,40
2026-09-14 04:22:03.821,4,42
2026-09-14 04:24:47.820,4,47
2026-09-14 04:26:26.321,4,50
2026-09-14 04:29:10.321,4,55
2026-09-14 04:31:25.821,4,59
2026-09-14 04:32:28.820,4,61
2026-09-14 04:41:16.820,4,77
2026-09-14 04:42:23.823,4,79
2026-09-14 04:45:13.821,4,84
2026-09-14 04:46:20.321,4,86
2026-09-14 04:48:01.821,4,89
2026-09-14 04:50:50.321,4,94
2026-09-14 04:52:28.821,4,97
2026-09-14 04:55:02.820,4,102
2026-09-14 05:00:35.321,4,107
2026-09-14 05:01:41.320,4,109
2026-09-14 05:02:48.320,4,111
2026-09-14 05:05:06.820,4,115
2026-09-14 05:06:13.320,4,117
2026-09-14 05:08:31.822,4,121
2026-09-14 05:10:17.820,4,124
2026-09-14 05:12:36.820,4,128
2026-09-14 05:13:46.820,4,130
2026-09-14 05:14:58.820,4,132
2026-09-14 05:17:22.820,4,136
2026-09-14 05:18:32.321,4,138
2026-09-14 05:20:20.320,4,141
2026-09-14 05:21:32.320,4,143
2026-09-14 05:22:41.820,4,145
2026-09-14 05:26:19.320,4,151
2026-09-14 05:28:06.820,4,154
2026-09-14 05:33:36.321,4,163
2026-09-14 05:34:49.320,4,165
2026-09-14 05:36:05.322,4,167
2026-09-14 05:39:09.320,4,172
2026-09-14 05:40:21.320,4,174
2026-09-14 05:44:05.323,4,180
2026-09-14 05:45:20.320,4,182
2026-09-14 05:47:39.820,4,186
2026-09-14 05:50:24.320,4,191
2026-09-14 05:51:28.820,4,193
2026-09-14 05:52:34.321,4,195
2026-09-14 05:54:11.820,4,198
2026-09-14 05:55:49.320,4,201
2026-09-14 05:56:54.821,4,203
2026-09-14 06:02:21.822,4,205
2026-09-14 06:03:35.820,4,207
2026-09-14 06:04:51.320,4,209
2026-09-14 06:09:18.321,4,216
2026-09-14 06:15:48.820,4,226
2026-09-14 06:19:15.320,4,231
2026-09-14 06:20:46.322,4,233
2026-09-14 06:29:34.320,4,246
2026-09-14 06:30:57.320,4,248
2026-09-14 06:32:19.321,4,250
2026-09-14 06:36:26.821,4,256
2026-09-14 06:41:26.321,4,263
2026-09-14 06:42:48.820,4,265
2026-09-14 06:46:15.320,4,270
2026-09-14 06:48:21.320,4,273
2026-09-14 06:50:57.821,4,277
2026-09-14 06:52:44.321,4,280
2026-09-14 06:56:50.820,4,287
2026-09-14 07:01:29.320,4,295
2026-09-14 07:02:38.320,4,297
2026-09-14 07:05:31.820,4,302
2026-09-14 07:13:01.320,4,309
2026-09-14 07:14:24.820,4,311
2026-09-14 07:18:41.820,4,317
2026-09-14 07:20:51.320,4,320
2026-09-14 07:22:19.319,4,322
2026-09-14 07:23:47.020,4,324
2026-09-14 07:26:45.820,4,328
2026-09-14 07:28:16.520,4,330
2026-09-14 07:31:19.321,4,334
2026-09-14 07:32:50.320,4,336
2026-09-14 07:34:21.321,4,338
2026-09-14 07:36:40.821,4,341
2026-09-14 07:38:14.820,4,343
2026-09-14 07:40:35.821,4,346
2026-09-14 07:43:42.822,4,350
2026-09-14 07:48:22.821,4,356
2026-09-14 07:53:05.820,4,362
2026-09-14 07:55:26.320,4,365
2026-09-14 08:00:15.820,4,372
2026-09-14 08:04:09.821,4,378
2026-09-14 08:12:27.820,4,391
2026-09-14 08:13:41.321,4,393
2026-09-14 08:15:33.321,4,396
2026-09-14 08:17:22.821,4,399
2026-09-14 04:03:56.492,5,8
2026-09-14 04:04:58.693,5,10
2026-09-14 04:06:33.993,5,13
2026-09-14 04:07:35.994,5,15
2026-09-14 04:11:17.997,5,22
2026-09-14 04:14:01.993,5,27
2026-09-14 04:15:38.492,5,30
2026-09-14 04:17:14.993,5,33
2026-09-14 04:18:49.993,5,36
2026-09-14 04:20:25.193,5,39
2026-09-14 04:23:41.493,5,45
2026-09-14 04:25:51.994,5,49
2026-09-14 04:26:58.494,5,51
2026-09-14 04:31:55.993,5,60
2026-09-14 04:33:32.993,5,63
2026-09-14 04:35:09.993,5,66
2026-09-14 04:36:16.993,5,68
2026-09-14 04:38:29.994,5,72
2026-09-14 04:39:36.993,5,74
2026-09-14 04:43:32.993,5,81
2026-09-14 04:44:39.994,5,83
2026-09-14 04:45:47.495,5,85
2026-09-14 04:47:28.994,5,88
2026-09-14 04:49:10.994,5,91
2026-09-14 04:53:32.995,5,99
2026-09-14 04:54:31.993,5,101
2026-09-14 04:58:52.494,5,104
2026-09-14 04:59:58.495,5,106
2026-09-14 05:01:05.993,5,108
2026-09-14 05:02:13.993,5,110
2026-09-14 05:04:32.493,5,114
2026-09-14 05:07:23.992,5,119
2026-09-14 05:09:41.993,5,123
2026-09-14 05:19:10.493,5,139
2026-09-14 05:22:07.493,5,144
2026-09-14 05:23:55.492,5,147
2026-09-14 05:25:05.493,5,149
2026-09-14 05:27:30.495,5,153
2026-09-14 05:29:20.494,5,156
2026-09-14 05:32:58.993,5,162
2026-09-14 05:41:36.496,5,176
2026-09-14 05:43:27.494,5,179
2026-09-14 05:45:56.493,5,183
2026-09-14 05:47:06.493,5,185
2026-09-14 05:48:12.993,5,187
2026-09-14 05:49:20.493,5,189
2026-09-14 05:53:39.494,5,197
2026-09-14 05:54:45.492,5,199
2026-09-14 06:06:45.993,5,212
2026-09-14 06:08:00.993,5,214
2026-09-14 06:10:34.493,5,218
2026-09-14 06:14:29.993,5,224
2026-09-14 06:17:10.495,5,228
2026-09-14 06:22:03.993,5,235
2026-09-14 06:24:47.993,5,239
2026-09-14 06:26:09.992,5,241
2026-09-14 06:27:29.493,5,243
2026-09-14 06:31:39.495,5,249
2026-09-14 06:34:21.993,5,253
2026-09-14 06:38:35.993,5,259
2026-09-14 06:52:08.993,5,279
2026-09-14 06:54:28.993,5,283
2026-09-14 06:56:13.993,5,286
2026-09-14 06:58:00.493,5,289
2026-09-14 06:59:09.993,5,291
2026-09-14 07:00:18.993,5,293
2026-09-14 07:03:46.992,5,299
2026-09-14 07:10:13.493,5,305
2026-09-14 07:11:37.493,5,307
2026-09-14 07:15:48.993,5,313
2026-09-14 07:17:13.493,5,315
2026-09-14 07:23:03.493,5,323
2026-09-14 07:25:16.692,5,326
2026-09-14 07:29:02.493,5,331
2026-09-14 07:35:06.993,5,339
2026-09-14 07:41:23.493,5,347
2026-09-14 07:44:30.493,5,351
2026-09-14 07:50:42.495,5,359
2026-09-14 07:58:21.493,5,369
2026-09-14 07:59:36.993,5,371
2026-09-14 08:02:12.492,5,375
2026-09-14 08:06:04.993,5,381
2026-09-14 08:07:56.493,5,384
2026-09-14 08:09:13.493,5,386
2026-09-14 08:11:49.993,5,390
2026-09-14 08:14:17.993,5,394
2026-09-14 08:19:54.493,5,403
