idx,leader_before,leader_after,target_won,live,ttl_s,advice_on_orderer
1,3,2,0,1,4,n1:{"blacklist":[3];"seq":1;"fail_open":false}
2,2,7,0,1,4,n1:{"blacklist":[3];"seq":1;"fail_open":false}
3,7,2,0,1,4,n1:{"blacklist":[3];"seq":1;"fail_open":false}
4,2,5,0,1,2,n1:{"blacklist":[3];"seq":1;"fail_open":false}
5,5,1,0,1,4,n1:{"blacklist":[3];"seq":1;"fail_open":false}
