thread,tx_idx,start_ms,end_ms,latency_ms,status
1,1,1781070480099,1781070480373,274,FAIL
1,2,1781070480382,1781070480650,268,FAIL
1,3,1781070480659,1781070480962,303,FAIL
1,4,1781070480969,1781070481291,322,FAIL
1,5,1781070481302,1781070481631,329,FAIL
1,6,1781070481641,1781070481911,270,FAIL
1,7,1781070481919,1781070482169,250,FAIL
1,8,1781070482177,1781070482437,260,FAIL
1,9,1781070482446,1781070482743,297,FAIL
1,10,1781070482752,1781070483046,294,FAIL
1,11,1781070483055,1781070483343,288,FAIL
1,12,1781070483352,1781070483640,288,FAIL
1,13,1781070483650,1781070483904,254,FAIL
1,14,1781070483913,1781070484172,259,FAIL
1,15,1781070484180,1781070484480,300,FAIL
2,1,1781070480103,1781070480379,276,OK
2,2,1781070480386,1781070480655,269,OK
2,3,1781070480662,1781070480969,307,OK
2,4,1781070480980,1781070481298,318,OK
2,5,1781070481302,1781070481640,338,OK
2,6,1781070481648,1781070481915,267,OK
2,7,1781070481921,1781070482175,254,OK
2,8,1781070482182,1781070482443,261,OK
2,9,1781070482449,1781070482747,298,OK
2,10,1781070482752,1781070483051,299,OK
2,11,1781070483057,1781070483349,292,OK
2,12,1781070483356,1781070483646,290,OK
2,13,1781070483652,1781070483910,258,OK
2,14,1781070483915,1781070484176,261,OK
2,15,1781070484181,1781070484485,304,OK
