# start rate=20 seed=1 dur=420 n=7 target=3 events=76
3.1 fp=[5] true=[3] merged=[3, 5]
3.4 fp=[5] true=[3] merged=[3, 5]
3.8 fp=[5] true=[3] merged=[3, 5]
4.1 fp=[5] true=[3] merged=[3, 5]
4.4 fp=[5] true=[3] merged=[3, 5]
4.7 fp=[5] true=[3] merged=[3, 5]
5.0 fp=[5] true=[3] merged=[3, 5]
5.3 fp=[5] true=[3] merged=[3, 5]
5.6 fp=[5] true=[3] merged=[3, 5]
5.9 fp=[5] true=[3] merged=[3, 5]
6.3 fp=[5] true=[3] merged=[3, 5]
6.6 fp=[5] true=[3] merged=[3, 5]
6.9 fp=[5] true=[3] merged=[3, 5]
7.2 fp=[5] true=[3] merged=[3, 5]
7.5 fp=[5] true=[3] merged=[3, 5]
7.8 fp=[5] true=[3] merged=[3, 5]
8.1 fp=[5] true=[3] merged=[3, 5]
8.5 fp=[5] true=[3] merged=[3, 5]
8.8 fp=[5] true=[3] merged=[3, 5]
9.1 fp=[5] true=[3] merged=[3, 5]
9.4 fp=[5] true=[3] merged=[3, 5]
9.7 fp=[5] true=[3] merged=[3, 5]
10.0 fp=[5] true=[3] merged=[3, 5]
10.3 fp=[5] true=[3] merged=[3, 5]
10.7 fp=[5] true=[3] merged=[3, 5]
11.0 fp=[5] true=[3] merged=[3, 5]
11.3 fp=[2] true=[3] merged=[2, 3]
11.6 fp=[2] true=[3] merged=[2, 3]
11.9 fp=[2] true=[3] merged=[2, 3]
12.2 fp=[2] true=[3] merged=[2, 3]
12.5 fp=[2] true=[3] merged=[2, 3]
12.9 fp=[2] true=[3] merged=[2, 3]
13.2 fp=[2] true=[3] merged=[2, 3]
13.5 fp=[2] true=[3] merged=[2, 3]
13.8 fp=[2] true=[3] merged=[2, 3]
14.1 fp=[2] true=[3] merged=[2, 3]
14.4 fp=[2] true=[3] merged=[2, 3]
14.7 fp=[2] true=[3] merged=[2, 3]
15.0 fp=[2] true=[3] merged=[2, 3]
15.3 fp=[2] true=[3] merged=[2, 3]
15.6 fp=[2] true=[3] merged=[2, 3]
16.0 fp=[2] true=[3] merged=[2, 3]
16.3 fp=[2] true=[3] merged=[2, 3]
16.6 fp=[2] true=[3] merged=[2, 3]
16.9 fp=[2] true=[3] merged=[2, 3]
17.2 fp=[2] true=[3] merged=[2, 3]
17.5 fp=[2] true=[3] merged=[2, 3]
17.8 fp=[2] true=[3] merged=[2, 3]
18.1 fp=[2] true=[3] merged=[2, 3]
18.4 fp=[2] true=[3] merged=[2, 3]
18.8 fp=[2] true=[3] merged=[2, 3]
19.1 fp=[2] true=[3] merged=[2, 3]
19.4 fp=[2] true=[3] merged=[2, 3]
19.7 fp=[2] true=[3] merged=[2, 3]
20.0 fp=[2] true=[3] merged=[2, 3]
20.3 fp=[2] true=[3] merged=[2, 3]
20.6 fp=[2] true=[3] merged=[2, 3]
21.0 fp=[2] true=[3] merged=[2, 3]
21.3 fp=[2] true=[3] merged=[2, 3]
21.6 fp=[2] true=[3] merged=[2, 3]
21.9 fp=[2] true=[3] merged=[2, 3]
22.2 fp=[2] true=[3] merged=[2, 3]
22.5 fp=[2] true=[3] merged=[2, 3]
22.8 fp=[2] true=[3] merged=[2, 3]
23.1 fp=[2] true=[3] merged=[2, 3]
23.4 fp=[2] true=[3] merged=[2, 3]
23.7 fp=[2] true=[3] merged=[2, 3]
24.1 fp=[2] true=[3] merged=[2, 3]
24.4 fp=[2] true=[3] merged=[2, 3]
24.7 fp=[2] true=[3] merged=[2, 3]
25.0 fp=[2] true=[3] merged=[2, 3]
25.3 fp=[2] true=[3] merged=[2, 3]
25.6 fp=[2] true=[3] merged=[2, 3]
25.9 fp=[2] true=[3] merged=[2, 3]
26.2 fp=[2] true=[3] merged=[2, 3]
26.5 fp=[2] true=[3] merged=[2, 3]
26.9 fp=[2] true=[3] merged=[2, 3]
27.2 fp=[2] true=[3] merged=[2, 3]
27.5 fp=[2] true=[3] merged=[2, 3]
27.8 fp=[2] true=[3] merged=[2, 3]
28.1 fp=[2] true=[3] merged=[2, 3]
28.5 fp=[2] true=[3] merged=[2, 3]
28.8 fp=[2] true=[3] merged=[2, 3]
29.1 fp=[2] true=[3] merged=[2, 3]
29.4 fp=[2] true=[3] merged=[2, 3]
29.7 fp=[2] true=[3] merged=[2, 3]
30.0 fp=[1] true=[3] merged=[1, 3]
30.3 fp=[1] true=[3] merged=[1, 3]
30.6 fp=[1] true=[3] merged=[1, 3]
30.9 fp=[1] true=[3] merged=[1, 3]
31.2 fp=[1] true=[3] merged=[1, 3]
31.6 fp=[1] true=[3] merged=[1, 3]
31.9 fp=[1] true=[3] merged=[1, 3]
32.2 fp=[1] true=[3] merged=[1, 3]
32.5 fp=[1] true=[3] merged=[1, 3]
32.8 fp=[1] true=[3] merged=[1, 3]
33.1 fp=[1] true=[3] merged=[1, 3]
33.4 fp=[1] true=[3] merged=[1, 3]
33.7 fp=[1] true=[3] merged=[1, 3]
34.1 fp=[1] true=[3] merged=[1, 3]
34.4 fp=[1] true=[3] merged=[1, 3]
34.7 fp=[1] true=[3] merged=[1, 3]
35.0 fp=[1] true=[3] merged=[1, 3]
35.3 fp=[1] true=[3] merged=[1, 3]
35.6 fp=[1] true=[3] merged=[1, 3]
35.9 fp=[1] true=[3] merged=[1, 3]
36.3 fp=[1] true=[3] merged=[1, 3]
36.6 fp=[1] true=[3] merged=[1, 3]
36.9 fp=[1] true=[3] merged=[1, 3]
37.2 fp=[1] true=[3] merged=[1, 3]
37.5 fp=[1] true=[3] merged=[1, 3]
37.8 fp=[1] true=[3] merged=[1, 3]
38.1 fp=[1] true=[3] merged=[1, 3]
38.5 fp=[1] true=[3] merged=[1, 3]
38.8 fp=[1] true=[3] merged=[1, 3]
39.1 fp=[1] true=[3] merged=[1, 3]
39.4 fp=[1] true=[3] merged=[1, 3]
39.7 fp=[1] true=[3] merged=[1, 3]
40.0 fp=[1] true=[3] merged=[1, 3]
40.3 fp=[1] true=[3] merged=[1, 3]
40.6 fp=[1] true=[3] merged=[1, 3]
40.9 fp=[1] true=[3] merged=[1, 3]
41.3 fp=[1] true=[3] merged=[1, 3]
41.6 fp=[1] true=[3] merged=[1, 3]
41.9 fp=[1] true=[3] merged=[1, 3]
42.2 fp=[1] true=[3] merged=[1, 3]
42.5 fp=[1] true=[3] merged=[1, 3]
42.8 fp=[1] true=[3] merged=[1, 3]
43.1 fp=[1] true=[3] merged=[1, 3]
43.4 fp=[1] true=[3] merged=[1, 3]
43.7 fp=[1] true=[3] merged=[1, 3]
44.1 fp=[1] true=[3] merged=[1, 3]
44.4 fp=[1] true=[3] merged=[1, 3]
44.7 fp=[1] true=[3] merged=[1, 3]
45.0 fp=[1] true=[3] merged=[1, 3]
45.3 fp=[1] true=[3] merged=[1, 3]
45.6 fp=[1] true=[3] merged=[1, 3]
45.9 fp=[1] true=[3] merged=[1, 3]
46.2 fp=[1] true=[3] merged=[1, 3]
46.5 fp=[1] true=[3] merged=[1, 3]
46.9 fp=[1] true=[3] merged=[1, 3]
47.2 fp=[1] true=[3] merged=[1, 3]
47.5 fp=[1] true=[3] merged=[1, 3]
47.8 fp=[1] true=[3] merged=[1, 3]
48.1 fp=[1] true=[3] merged=[1, 3]
48.4 fp=[1] true=[3] merged=[1, 3]
48.8 fp=[1] true=[3] merged=[1, 3]
49.1 fp=[1] true=[3] merged=[1, 3]
49.4 fp=[1] true=[3] merged=[1, 3]
49.7 fp=[1] true=[3] merged=[1, 3]
50.0 fp=[4] true=[3] merged=[3, 4]
50.3 fp=[4] true=[3] merged=[3, 4]
50.6 fp=[4] true=[3] merged=[3, 4]
50.9 fp=[4] true=[3] merged=[3, 4]
51.3 fp=[4] true=[3] merged=[3, 4]
51.6 fp=[4] true=[3] merged=[3, 4]
51.9 fp=[4] true=[3] merged=[3, 4]
52.2 fp=[4] true=[3] merged=[3, 4]
52.5 fp=[4] true=[3] merged=[3, 4]
52.8 fp=[4] true=[3] merged=[3, 4]
53.1 fp=[4] true=[3] merged=[3, 4]
53.5 fp=[4] true=[3] merged=[3, 4]
53.8 fp=[4] true=[3] merged=[3, 4]
54.1 fp=[4] true=[3] merged=[3, 4]
54.4 fp=[4] true=[3] merged=[3, 4]
54.7 fp=[4] true=[3] merged=[3, 4]
55.0 fp=[4] true=[3] merged=[3, 4]
55.4 fp=[4] true=[3] merged=[3, 4]
55.7 fp=[4] true=[3] merged=[3, 4]
56.0 fp=[4] true=[3] merged=[3, 4]
56.3 fp=[4] true=[3] merged=[3, 4]
56.6 fp=[4] true=[3] merged=[3, 4]
56.9 fp=[4] true=[3] merged=[3, 4]
57.2 fp=[4] true=[3] merged=[3, 4]
57.5 fp=[4] true=[3] merged=[3, 4]
57.9 fp=[4] true=[3] merged=[3, 4]
58.2 fp=[4] true=[3] merged=[3, 4]
58.5 fp=[4] true=[3] merged=[3, 4]
58.8 fp=[4] true=[3] merged=[3, 4]
59.1 fp=[4] true=[3] merged=[3, 4]
59.4 fp=[4] true=[3] merged=[3, 4]
59.7 fp=[4] true=[3] merged=[3, 4]
60.0 fp=[4] true=[3] merged=[3, 4]
60.3 fp=[4] true=[3] merged=[3, 4]
60.6 fp=[4] true=[3] merged=[3, 4]
61.0 fp=[4] true=[3] merged=[3, 4]
61.3 fp=[4] true=[3] merged=[3, 4]
61.6 fp=[4] true=[3] merged=[3, 4]
61.9 fp=[4] true=[3] merged=[3, 4]
62.2 fp=[4] true=[3] merged=[3, 4]
62.5 fp=[4] true=[3] merged=[3, 4]
62.8 fp=[4] true=[3] merged=[3, 4]
63.2 fp=[4] true=[3] merged=[3, 4]
63.5 fp=[4] true=[3] merged=[3, 4]
63.8 fp=[4] true=[3] merged=[3, 4]
64.1 fp=[4] true=[3] merged=[3, 4]
64.4 fp=[4] true=[3] merged=[3, 4]
64.7 fp=[4] true=[3] merged=[3, 4]
65.0 fp=[4] true=[3] merged=[3, 4]
65.3 fp=[4] true=[3] merged=[3, 4]
65.6 fp=[4] true=[3] merged=[3, 4]
66.0 fp=[4] true=[3] merged=[3, 4]
66.3 fp=[4] true=[3] merged=[3, 4]
66.6 fp=[4] true=[3] merged=[3, 4]
66.9 fp=[4] true=[3] merged=[3, 4]
67.2 fp=[4] true=[3] merged=[3, 4]
67.5 fp=[4] true=[3] merged=[3, 4]
67.8 fp=[4] true=[3] merged=[3, 4]
68.1 fp=[4] true=[3] merged=[3, 4]
68.5 fp=[4] true=[3] merged=[3, 4]
68.8 fp=[4] true=[3] merged=[3, 4]
69.1 fp=[4] true=[3] merged=[3, 4]
69.4 fp=[4] true=[3] merged=[3, 4]
69.7 fp=[4] true=[3] merged=[3, 4]
70.1 fp=[4] true=[3] merged=[3, 4]
70.4 fp=[4] true=[3] merged=[3, 4]
70.7 fp=[4] true=[3] merged=[3, 4]
71.0 fp=[4] true=[3] merged=[3, 4]
71.3 fp=[4] true=[3] merged=[3, 4]
71.6 fp=[4] true=[3] merged=[3, 4]
71.9 fp=[4] true=[3] merged=[3, 4]
72.3 fp=[4] true=[3] merged=[3, 4]
72.6 fp=[4] true=[3] merged=[3, 4]
72.9 fp=[4] true=[3] merged=[3, 4]
73.2 fp=[4] true=[3] merged=[3, 4]
73.5 fp=[4] true=[3] merged=[3, 4]
73.8 fp=[4] true=[3] merged=[3, 4]
74.1 fp=[4] true=[3] merged=[3, 4]
74.4 fp=[4] true=[3] merged=[3, 4]
74.7 fp=[4] true=[3] merged=[3, 4]
75.1 fp=[4] true=[3] merged=[3, 4]
75.4 fp=[4] true=[3] merged=[3, 4]
75.7 fp=[4] true=[3] merged=[3, 4]
76.0 fp=[4] true=[3] merged=[3, 4]
76.3 fp=[4] true=[3] merged=[3, 4]
76.6 fp=[4] true=[3] merged=[3, 4]
76.9 fp=[4] true=[3] merged=[3, 4]
77.2 fp=[4] true=[3] merged=[3, 4]
