loss,jitter,seed,failover_van,failover_ai,storm_rate_van,storm_rate_ai
0.01,20.0,15,257.65292091592084,148.36712595476365,0.01,0.01
0.01,20.0,16,254.82374918609725,146.92044892853707,0.0,0.01
0.01,20.0,17,252.4607448599285,144.38240014115203,0.0,0.01
0.01,20.0,18,258.3930463193723,143.24580465941855,0.02,0.0
0.01,20.0,19,263.4293800025042,149.15645346613732,0.0,0.0
0.01,20.0,20,263.87848747528477,145.31357848403616,0.01,0.0
0.01,20.0,21,257.7105059942935,145.14308594885392,0.02,0.0
0.01,20.0,22,250.57757470553273,144.5446252978099,0.0,0.0
0.01,20.0,23,260.489831271921,152.66247553654884,0.0,0.0
0.01,20.0,24,260.47661230139835,146.50162919387014,0.0,0.0
0.01,20.0,25,260.0721804237569,152.72568337398616,0.02,0.0
0.01,20.0,26,267.750197198255,150.34381130424202,0.01,0.0
0.01,20.0,27,267.075466434262,149.69042542026767,0.0,0.0
0.01,20.0,28,268.8836253995979,147.045470019631,0.0,0.0
0.01,20.0,29,262.7906892009834,148.57417938500876,0.02,0.0
0.01,30.0,0,271.09719507351826,145.09654612318258,0.02,0.0
0.01,30.0,1,258.39145359151087,146.68915996608575,0.0,0.0
0.01,30.0,2,257.14431361289996,147.56467837562428,0.02,0.0
0.01,30.0,3,266.37538982254097,144.3475287495158,0.01,0.0
0.01,30.0,4,269.0059997336011,147.82260731549536,0.02,0.0
0.01,30.0,5,271.5360995903951,149.51130056163657,0.0,0.01
0.01,30.0,6,265.0079237152563,149.78281109264032,0.01,0.0
0.01,30.0,7,250.89569136855766,144.2008145744892,0.01,0.0
0.01,30.0,8,260.76278951185543,151.14877021196497,0.0,0.0
0.01,30.0,9,266.42247555493043,147.92594921655024,0.0,0.0
0.01,30.0,10,262.3890173986847,145.35021781765988,0.0,0.01
0.01,30.0,11,252.5607786733873,136.97505019442417,0.0,0.0
0.01,30.0,12,265.4638226439914,141.94428535169772,0.02,0.0
0.01,30.0,13,259.3295280470147,145.34320329021926,0.01,0.0
0.01,30.0,14,266.17054979860063,141.33453248031185,0.0,0.0
0.01,30.0,15,261.7745952412871,147.86483232812878,0.01,0.01
0.01,30.0,16,254.04190263217245,145.07400240368358,0.0,0.01
0.01,30.0,17,256.39611412587396,144.63891036819115,0.0,0.01
0.01,30.0,18,257.65907982135707,144.92321001030527,0.02,0.0
0.01,30.0,19,261.3137515993541,148.258357306852,0.0,0.0
0.01,30.0,20,264.12969163638013,146.8147229809517,0.01,0.0
0.01,30.0,21,257.51587301284064,144.6918189869038,0.02,0.0
0.01,30.0,22,251.50926594631437,141.91454628366566,0.0,0.0
0.01,30.0,23,263.40154443063443,151.02895961807837,0.0,0.0
0.01,30.0,24,256.5783793241229,146.25757032946325,0.0,0.0
0.01,30.0,25,261.22113663638703,150.65655940946573,0.02,0.0
0.01,30.0,26,273.80536070456685,148.69657586522976,0.01,0.0
0.01,30.0,27,271.1160665917607,149.33765394272743,0.0,0.0
0.01,30.0,28,271.23126049946325,145.50712540302752,0.0,0.0
0.01,30.0,29,263.7491623269893,150.70987894906767,0.02,0.0
0.02,1.0,0,266.90865348997687,147.7854839804894,0.02,0.0
0.02,1.0,1,260.4705700275097,144.39605037303534,0.01,0.0
0.02,1.0,2,253.31308399052375,154.13138431326985,0.03,0.0
0.02,1.0,3,267.69982184769344,143.60964662114213,0.02,0.02
0.02,1.0,4,266.8713090345092,148.12063450680924,0.02,0.0
0.02,1.0,5,256.3761820224225,150.31116618956563,0.02,0.01
0.02,1.0,6,273.2717013646989,150.4864309084058,0.01,0.0
0.02,1.0,7,258.50302658170796,144.14677730296108,0.01,0.0
0.02,1.0,8,256.4325934563522,146.66545932545776,0.02,0.01
0.02,1.0,9,265.16782145510655,146.2152986273766,0.0,0.0
0.02,1.0,10,254.97661343580504,145.98076195433026,0.01,0.01
0.02,1.0,11,256.19047099778,140.79744488079953,0.02,0.0
0.02,1.0,12,263.8187463381645,140.60383675606965,0.03,0.0
0.02,1.0,13,256.00883865511275,145.46572985736458,0.01,0.0
0.02,1.0,14,267.8297461563752,148.96482051195255,0.0,0.01
0.02,1.0,15,262.2560902887908,146.95966205012286,0.02,0.01
0.02,1.0,16,255.71525734666608,148.40659565407026,0.0,0.02
0.02,1.0,17,249.57351072201635,140.8999969718344,0.06,0.0
0.02,1.0,18,263.97614284488594,134.76773457101643,0.04,0.0
0.02,1.0,19,267.9021180113087,150.5118123561264,0.01,0.0
0.02,1.0,20,258.5484921404636,142.51036399414295,0.01,0.0
0.02,1.0,21,268.9448841290042,145.89266077988694,0.04,0.0
0.02,1.0,22,258.2203868352018,144.27903984448784,0.0,0.0
0.02,1.0,23,259.08592455303364,154.08129616102752,0.02,0.0
0.02,1.0,24,261.4576876526852,147.53932063154312,0.0,0.01
0.02,1.0,25,262.335925971887,152.17699622587355,0.02,0.0
0.02,1.0,26,258.31684624320917,151.1937127371218,0.01,0.01
0.02,1.0,27,275.17328487253735,146.0944899852548,0.03,0.0
0.02,1.0,28,271.20992210058716,149.62748206499495,0.0,0.0
0.02,1.0,29,261.02505243457887,149.4678896970938,0.02,0.0
0.02,5.0,0,265.30043283499424,149.08721884848075,0.02,0.0
0.02,5.0,1,260.52370755902353,144.61910523174976,0.01,0.0
0.02,5.0,2,253.92278010055102,154.2805964491024,0.03,0.0
0.02,5.0,3,270.6433535417299,145.63645252743368,0.02,0.02
0.02,5.0,4,267.8963605103907,147.26927447364466,0.02,0.0
0.02,5.0,5,256.05339083609624,150.0291959691705,0.02,0.01
0.02,5.0,6,273.80363062075224,149.41811829333312,0.01,0.0
0.02,5.0,7,257.25986020108206,143.74046841069048,0.01,0.0
0.02,5.0,8,254.30782511582126,147.0007618860262,0.02,0.01
0.02,5.0,9,266.07971449571863,148.06409425711877,0.0,0.0
