# start rate=20 seed=4 dur=420 n=7 target=3 events=86
12.2 fp=[7] true=[3] merged=[3, 7]
12.5 fp=[7] true=[3] merged=[3, 7]
12.9 fp=[7] true=[3] merged=[3, 7]
13.2 fp=[7] true=[3] merged=[3, 7]
13.5 fp=[7] true=[3] merged=[3, 7]
13.8 fp=[7] true=[3] merged=[3, 7]
14.1 fp=[6] true=[3] merged=[3, 6]
14.4 fp=[6] true=[3] merged=[3, 6]
14.7 fp=[6] true=[3] merged=[3, 6]
15.0 fp=[6] true=[3] merged=[3, 6]
15.4 fp=[6] true=[3] merged=[3, 6]
15.7 fp=[6] true=[3] merged=[3, 6]
16.0 fp=[6] true=[3] merged=[3, 6]
16.3 fp=[6] true=[3] merged=[3, 6]
16.6 fp=[6] true=[3] merged=[3, 6]
16.9 fp=[6] true=[3] merged=[3, 6]
17.2 fp=[6] true=[3] merged=[3, 6]
17.6 fp=[6] true=[3] merged=[3, 6]
17.9 fp=[6] true=[3] merged=[3, 6]
18.2 fp=[6] true=[3] merged=[3, 6]
18.5 fp=[6] true=[3] merged=[3, 6]
18.8 fp=[6] true=[3] merged=[3, 6]
19.1 fp=[4] true=[3] merged=[3, 4]
19.4 fp=[4] true=[3] merged=[3, 4]
19.8 fp=[4] true=[3] merged=[3, 4]
20.1 fp=[4] true=[3] merged=[3, 4]
20.4 fp=[4] true=[3] merged=[3, 4]
20.7 fp=[4] true=[3] merged=[3, 4]
21.0 fp=[4] true=[3] merged=[3, 4]
21.3 fp=[4] true=[3] merged=[3, 4]
21.6 fp=[4] true=[3] merged=[3, 4]
21.9 fp=[4] true=[3] merged=[3, 4]
22.2 fp=[4] true=[3] merged=[3, 4]
22.6 fp=[4] true=[3] merged=[3, 4]
22.9 fp=[4] true=[3] merged=[3, 4]
23.2 fp=[4] true=[3] merged=[3, 4]
23.5 fp=[4] true=[3] merged=[3, 4]
23.8 fp=[4] true=[3] merged=[3, 4]
24.2 fp=[4] true=[3] merged=[3, 4]
24.5 fp=[4] true=[3] merged=[3, 4]
24.8 fp=[4] true=[3] merged=[3, 4]
25.1 fp=[4] true=[3] merged=[3, 4]
25.4 fp=[4] true=[3] merged=[3, 4]
25.7 fp=[4] true=[3] merged=[3, 4]
26.1 fp=[4] true=[3] merged=[3, 4]
26.4 fp=[4] true=[3] merged=[3, 4]
26.7 fp=[4] true=[3] merged=[3, 4]
27.0 fp=[4] true=[3] merged=[3, 4]
27.3 fp=[4] true=[3] merged=[3, 4]
27.7 fp=[4] true=[3] merged=[3, 4]
28.0 fp=[4] true=[3] merged=[3, 4]
28.3 fp=[4] true=[3] merged=[3, 4]
28.6 fp=[4] true=[3] merged=[3, 4]
28.9 fp=[4] true=[3] merged=[3, 4]
29.2 fp=[4] true=[3] merged=[3, 4]
29.5 fp=[4] true=[3] merged=[3, 4]
29.9 fp=[4] true=[3] merged=[3, 4]
30.2 fp=[4] true=[3] merged=[3, 4]
30.5 fp=[4] true=[3] merged=[3, 4]
30.8 fp=[4] true=[3] merged=[3, 4]
31.1 fp=[1] true=[3] merged=[1, 3]
31.4 fp=[1] true=[3] merged=[1, 3]
31.7 fp=[1] true=[3] merged=[1, 3]
32.1 fp=[1] true=[3] merged=[1, 3]
32.4 fp=[1] true=[3] merged=[1, 3]
32.7 fp=[1] true=[3] merged=[1, 3]
33.1 fp=[1] true=[3] merged=[1, 3]
33.4 fp=[1] true=[3] merged=[1, 3]
33.7 fp=[1] true=[3] merged=[1, 3]
34.0 fp=[1] true=[3] merged=[1, 3]
34.3 fp=[1] true=[3] merged=[1, 3]
34.6 fp=[1] true=[3] merged=[1, 3]
34.9 fp=[1] true=[3] merged=[1, 3]
35.2 fp=[1] true=[3] merged=[1, 3]
35.6 fp=[1] true=[3] merged=[1, 3]
35.9 fp=[1] true=[3] merged=[1, 3]
36.2 fp=[1] true=[3] merged=[1, 3]
36.5 fp=[1] true=[3] merged=[1, 3]
36.9 fp=[1] true=[3] merged=[1, 3]
37.2 fp=[1] true=[3] merged=[1, 3]
37.5 fp=[1] true=[3] merged=[1, 3]
37.8 fp=[1] true=[3] merged=[1, 3]
38.1 fp=[1] true=[3] merged=[1, 3]
38.5 fp=[1] true=[3] merged=[1, 3]
38.8 fp=[1] true=[3] merged=[1, 3]
39.1 fp=[1] true=[3] merged=[1, 3]
39.4 fp=[1] true=[3] merged=[1, 3]
39.7 fp=[1] true=[3] merged=[1, 3]
40.0 fp=[1] true=[3] merged=[1, 3]
40.3 fp=[1] true=[3] merged=[1, 3]
40.7 fp=[1] true=[3] merged=[1, 3]
41.0 fp=[1] true=[3] merged=[1, 3]
41.3 fp=[1] true=[3] merged=[1, 3]
41.6 fp=[1] true=[3] merged=[1, 3]
41.9 fp=[1] true=[3] merged=[1, 3]
42.2 fp=[1] true=[3] merged=[1, 3]
42.5 fp=[1] true=[3] merged=[1, 3]
42.8 fp=[1] true=[3] merged=[1, 3]
43.2 fp=[1] true=[3] merged=[1, 3]
43.5 fp=[1] true=[3] merged=[1, 3]
43.8 fp=[1] true=[3] merged=[1, 3]
44.1 fp=[1] true=[3] merged=[1, 3]
44.4 fp=[1] true=[3] merged=[1, 3]
44.7 fp=[1] true=[3] merged=[1, 3]
45.0 fp=[1] true=[3] merged=[1, 3]
45.4 fp=[1] true=[3] merged=[1, 3]
45.7 fp=[1] true=[3] merged=[1, 3]
46.0 fp=[1] true=[3] merged=[1, 3]
46.3 fp=[1] true=[3] merged=[1, 3]
46.6 fp=[1] true=[3] merged=[1, 3]
46.9 fp=[1] true=[3] merged=[1, 3]
47.2 fp=[1] true=[3] merged=[1, 3]
47.5 fp=[1] true=[3] merged=[1, 3]
47.8 fp=[1] true=[3] merged=[1, 3]
48.1 fp=[1] true=[3] merged=[1, 3]
48.5 fp=[1] true=[3] merged=[1, 3]
48.8 fp=[1] true=[3] merged=[1, 3]
49.1 fp=[1] true=[3] merged=[1, 3]
49.4 fp=[1] true=[3] merged=[1, 3]
49.7 fp=[1] true=[3] merged=[1, 3]
50.1 fp=[1] true=[3] merged=[1, 3]
50.4 fp=[1] true=[3] merged=[1, 3]
50.7 fp=[1] true=[3] merged=[1, 3]
51.0 fp=[1] true=[3] merged=[1, 3]
51.3 fp=[2] true=[3] merged=[2, 3]
51.7 fp=[2] true=[3] merged=[2, 3]
52.0 fp=[2] true=[3] merged=[2, 3]
52.3 fp=[2] true=[3] merged=[2, 3]
52.6 fp=[2] true=[3] merged=[2, 3]
52.9 fp=[2] true=[3] merged=[2, 3]
53.2 fp=[2] true=[3] merged=[2, 3]
53.5 fp=[2] true=[3] merged=[2, 3]
53.8 fp=[2] true=[3] merged=[2, 3]
54.2 fp=[2] true=[3] merged=[2, 3]
54.5 fp=[2] true=[3] merged=[2, 3]
54.8 fp=[2] true=[3] merged=[2, 3]
55.1 fp=[2] true=[3] merged=[2, 3]
55.4 fp=[2] true=[3] merged=[2, 3]
55.7 fp=[2] true=[3] merged=[2, 3]
56.0 fp=[2] true=[3] merged=[2, 3]
56.3 fp=[2] true=[3] merged=[2, 3]
56.7 fp=[2] true=[3] merged=[2, 3]
57.0 fp=[2] true=[3] merged=[2, 3]
57.3 fp=[2] true=[3] merged=[2, 3]
57.6 fp=[2] true=[3] merged=[2, 3]
57.9 fp=[2] true=[3] merged=[2, 3]
58.2 fp=[2] true=[3] merged=[2, 3]
58.6 fp=[2] true=[3] merged=[2, 3]
58.9 fp=[2] true=[3] merged=[2, 3]
59.2 fp=[2] true=[3] merged=[2, 3]
59.5 fp=[2] true=[3] merged=[2, 3]
59.8 fp=[2] true=[3] merged=[2, 3]
60.1 fp=[2] true=[3] merged=[2, 3]
60.4 fp=[2] true=[3] merged=[2, 3]
60.7 fp=[2] true=[3] merged=[2, 3]
61.1 fp=[1] true=[3] merged=[1, 3]
61.4 fp=[1] true=[3] merged=[1, 3]
61.7 fp=[1] true=[3] merged=[1, 3]
62.0 fp=[1] true=[3] merged=[1, 3]
62.3 fp=[1] true=[3] merged=[1, 3]
62.6 fp=[1] true=[3] merged=[1, 3]
62.9 fp=[1] true=[3] merged=[1, 3]
63.3 fp=[1] true=[3] merged=[1, 3]
63.6 fp=[1] true=[3] merged=[1, 3]
63.9 fp=[1] true=[3] merged=[1, 3]
64.2 fp=[1] true=[3] merged=[1, 3]
64.5 fp=[1] true=[3] merged=[1, 3]
64.8 fp=[1] true=[3] merged=[1, 3]
65.1 fp=[1] true=[3] merged=[1, 3]
65.4 fp=[1] true=[3] merged=[1, 3]
65.7 fp=[1] true=[3] merged=[1, 3]
66.0 fp=[1] true=[3] merged=[1, 3]
66.4 fp=[1] true=[3] merged=[1, 3]
66.7 fp=[1] true=[3] merged=[1, 3]
67.0 fp=[1] true=[3] merged=[1, 3]
67.3 fp=[1] true=[3] merged=[1, 3]
67.6 fp=[1] true=[3] merged=[1, 3]
67.9 fp=[1] true=[3] merged=[1, 3]
68.2 fp=[1] true=[3] merged=[1, 3]
68.5 fp=[1] true=[3] merged=[1, 3]
68.9 fp=[1] true=[3] merged=[1, 3]
69.2 fp=[1] true=[3] merged=[1, 3]
69.5 fp=[1] true=[3] merged=[1, 3]
69.8 fp=[1] true=[3] merged=[1, 3]
70.1 fp=[1] true=[3] merged=[1, 3]
70.4 fp=[1] true=[3] merged=[1, 3]
70.7 fp=[1] true=[3] merged=[1, 3]
71.0 fp=[1] true=[3] merged=[1, 3]
71.3 fp=[1] true=[3] merged=[1, 3]
71.7 fp=[1] true=[3] merged=[1, 3]
72.0 fp=[1] true=[3] merged=[1, 3]
72.3 fp=[1] true=[3] merged=[1, 3]
72.6 fp=[1] true=[3] merged=[1, 3]
72.9 fp=[1] true=[3] merged=[1, 3]
73.2 fp=[1] true=[3] merged=[1, 3]
73.5 fp=[1] true=[3] merged=[1, 3]
73.8 fp=[1] true=[3] merged=[1, 3]
74.2 fp=[1] true=[3] merged=[1, 3]
74.5 fp=[1] true=[3] merged=[1, 3]
74.8 fp=[1] true=[3] merged=[1, 3]
75.1 fp=[1] true=[3] merged=[1, 3]
75.4 fp=[1] true=[3] merged=[1, 3]
75.7 fp=[1] true=[3] merged=[1, 3]
76.0 fp=[1] true=[3] merged=[1, 3]
76.4 fp=[1] true=[3] merged=[1, 3]
76.7 fp=[1] true=[3] merged=[1, 3]
77.0 fp=[1] true=[3] merged=[1, 3]
77.3 fp=[1] true=[3] merged=[1, 3]
77.6 fp=[1] true=[3] merged=[1, 3]
77.9 fp=[1] true=[3] merged=[1, 3]
78.2 fp=[1] true=[3] merged=[1, 3]
78.5 fp=[1] true=[3] merged=[1, 3]
78.9 fp=[1] true=[3] merged=[1, 3]
79.2 fp=[1] true=[3] merged=[1, 3]
79.5 fp=[1] true=[3] merged=[1, 3]
79.8 fp=[1] true=[3] merged=[1, 3]
80.1 fp=[1] true=[3] merged=[1, 3]
80.4 fp=[1] true=[3] merged=[1, 3]
80.7 fp=[1] true=[3] merged=[1, 3]
81.0 fp=[1] true=[3] merged=[1, 3]
81.3 fp=[1] true=[3] merged=[1, 3]
81.6 fp=[1] true=[3] merged=[1, 3]
82.0 fp=[1] true=[3] merged=[1, 3]
82.3 fp=[1] true=[3] merged=[1, 3]
82.6 fp=[1] true=[3] merged=[1, 3]
82.9 fp=[1] true=[3] merged=[1, 3]
83.2 fp=[1] true=[3] merged=[1, 3]
83.5 fp=[1] true=[3] merged=[1, 3]
83.8 fp=[1] true=[3] merged=[1, 3]
84.1 fp=[1] true=[3] merged=[1, 3]
84.5 fp=[1] true=[3] merged=[1, 3]
84.8 fp=[1] true=[3] merged=[1, 3]
85.1 fp=[1] true=[3] merged=[1, 3]
85.4 fp=[1] true=[3] merged=[1, 3]
85.7 fp=[1] true=[3] merged=[1, 3]
86.0 fp=[1] true=[3] merged=[1, 3]
86.3 fp=[1] true=[3] merged=[1, 3]
86.6 fp=[1] true=[3] merged=[1, 3]
87.0 fp=[1] true=[3] merged=[1, 3]
87.3 fp=[1] true=[3] merged=[1, 3]
87.6 fp=[1] true=[3] merged=[1, 3]
87.9 fp=[1] true=[3] merged=[1, 3]
88.2 fp=[1] true=[3] merged=[1, 3]
88.5 fp=[1] true=[3] merged=[1, 3]
88.8 fp=[1] true=[3] merged=[1, 3]
89.1 fp=[1] true=[3] merged=[1, 3]
