# start rate=20 seed=2 dur=420 n=7 target=3 events=77
2.2 fp=[1] true=[3] merged=[1, 3]
2.5 fp=[1] true=[3] merged=[1, 3]
2.8 fp=[1] true=[3] merged=[1, 3]
3.2 fp=[1] true=[3] merged=[1, 3]
3.5 fp=[1] true=[3] merged=[1, 3]
3.8 fp=[1] true=[3] merged=[1, 3]
4.1 fp=[1] true=[3] merged=[1, 3]
4.4 fp=[1] true=[3] merged=[1, 3]
4.8 fp=[1] true=[3] merged=[1, 3]
5.1 fp=[1] true=[3] merged=[1, 3]
5.4 fp=[1] true=[3] merged=[1, 3]
5.7 fp=[1] true=[3] merged=[1, 3]
6.0 fp=[1] true=[3] merged=[1, 3]
6.3 fp=[1] true=[3] merged=[1, 3]
6.6 fp=[1] true=[3] merged=[1, 3]
6.9 fp=[1] true=[3] merged=[1, 3]
7.2 fp=[1] true=[3] merged=[1, 3]
7.5 fp=[1] true=[3] merged=[1, 3]
7.8 fp=[1] true=[3] merged=[1, 3]
8.2 fp=[1] true=[3] merged=[1, 3]
8.5 fp=[1] true=[3] merged=[1, 3]
8.8 fp=[1] true=[3] merged=[1, 3]
9.1 fp=[1] true=[3] merged=[1, 3]
9.4 fp=[1] true=[3] merged=[1, 3]
9.7 fp=[1] true=[3] merged=[1, 3]
10.0 fp=[1] true=[3] merged=[1, 3]
10.3 fp=[1] true=[3] merged=[1, 3]
10.7 fp=[1] true=[3] merged=[1, 3]
11.0 fp=[1] true=[3] merged=[1, 3]
11.3 fp=[1] true=[3] merged=[1, 3]
11.6 fp=[1] true=[3] merged=[1, 3]
11.9 fp=[1] true=[3] merged=[1, 3]
12.2 fp=[1] true=[3] merged=[1, 3]
12.5 fp=[1] true=[3] merged=[1, 3]
12.8 fp=[1] true=[3] merged=[1, 3]
13.2 fp=[1] true=[3] merged=[1, 3]
13.5 fp=[1] true=[3] merged=[1, 3]
13.8 fp=[1] true=[3] merged=[1, 3]
14.1 fp=[1] true=[3] merged=[1, 3]
14.4 fp=[1] true=[3] merged=[1, 3]
14.7 fp=[1] true=[3] merged=[1, 3]
15.0 fp=[1] true=[3] merged=[1, 3]
15.4 fp=[1] true=[3] merged=[1, 3]
15.7 fp=[1] true=[3] merged=[1, 3]
16.0 fp=[1] true=[3] merged=[1, 3]
16.3 fp=[1] true=[3] merged=[1, 3]
16.6 fp=[1] true=[3] merged=[1, 3]
16.9 fp=[1] true=[3] merged=[1, 3]
17.2 fp=[1] true=[3] merged=[1, 3]
17.5 fp=[1] true=[3] merged=[1, 3]
17.8 fp=[1] true=[3] merged=[1, 3]
18.2 fp=[1] true=[3] merged=[1, 3]
18.5 fp=[1] true=[3] merged=[1, 3]
18.8 fp=[1] true=[3] merged=[1, 3]
19.1 fp=[1] true=[3] merged=[1, 3]
19.4 fp=[1] true=[3] merged=[1, 3]
19.7 fp=[1] true=[3] merged=[1, 3]
20.0 fp=[1] true=[3] merged=[1, 3]
20.3 fp=[1] true=[3] merged=[1, 3]
20.7 fp=[1] true=[3] merged=[1, 3]
21.0 fp=[1] true=[3] merged=[1, 3]
21.3 fp=[1] true=[3] merged=[1, 3]
21.6 fp=[1] true=[3] merged=[1, 3]
21.9 fp=[1] true=[3] merged=[1, 3]
25.0 fp=[5] true=[3] merged=[3, 5]
25.3 fp=[5] true=[3] merged=[3, 5]
25.6 fp=[5] true=[3] merged=[3, 5]
26.0 fp=[5] true=[3] merged=[3, 5]
26.3 fp=[5] true=[3] merged=[3, 5]
26.6 fp=[5] true=[3] merged=[3, 5]
26.9 fp=[5] true=[3] merged=[3, 5]
27.2 fp=[5] true=[3] merged=[3, 5]
27.5 fp=[5] true=[3] merged=[3, 5]
27.8 fp=[5] true=[3] merged=[3, 5]
28.1 fp=[5] true=[3] merged=[3, 5]
28.5 fp=[5] true=[3] merged=[3, 5]
28.8 fp=[5] true=[3] merged=[3, 5]
29.1 fp=[5] true=[3] merged=[3, 5]
29.4 fp=[5] true=[3] merged=[3, 5]
29.7 fp=[5] true=[3] merged=[3, 5]
30.0 fp=[4] true=[3] merged=[3, 4]
30.3 fp=[4] true=[3] merged=[3, 4]
30.6 fp=[4] true=[3] merged=[3, 4]
31.0 fp=[4] true=[3] merged=[3, 4]
31.3 fp=[4] true=[3] merged=[3, 4]
31.6 fp=[4] true=[3] merged=[3, 4]
31.9 fp=[4] true=[3] merged=[3, 4]
32.2 fp=[4] true=[3] merged=[3, 4]
32.5 fp=[4] true=[3] merged=[3, 4]
32.8 fp=[4] true=[3] merged=[3, 4]
33.1 fp=[4] true=[3] merged=[3, 4]
33.5 fp=[4] true=[3] merged=[3, 4]
33.8 fp=[4] true=[3] merged=[3, 4]
34.1 fp=[4] true=[3] merged=[3, 4]
34.4 fp=[4] true=[3] merged=[3, 4]
34.7 fp=[4] true=[3] merged=[3, 4]
35.0 fp=[4] true=[3] merged=[3, 4]
35.3 fp=[4] true=[3] merged=[3, 4]
35.6 fp=[4] true=[3] merged=[3, 4]
35.9 fp=[4] true=[3] merged=[3, 4]
36.3 fp=[4] true=[3] merged=[3, 4]
36.6 fp=[4] true=[3] merged=[3, 4]
36.9 fp=[4] true=[3] merged=[3, 4]
37.2 fp=[4] true=[3] merged=[3, 4]
37.5 fp=[4] true=[3] merged=[3, 4]
37.8 fp=[4] true=[3] merged=[3, 4]
38.1 fp=[4] true=[3] merged=[3, 4]
38.4 fp=[4] true=[3] merged=[3, 4]
38.8 fp=[4] true=[3] merged=[3, 4]
39.1 fp=[1] true=[3] merged=[1, 3]
39.4 fp=[1] true=[3] merged=[1, 3]
39.7 fp=[1] true=[3] merged=[1, 3]
40.0 fp=[1] true=[3] merged=[1, 3]
40.3 fp=[1] true=[3] merged=[1, 3]
40.6 fp=[1] true=[3] merged=[1, 3]
40.9 fp=[1] true=[3] merged=[1, 3]
41.2 fp=[1] true=[3] merged=[1, 3]
41.5 fp=[1] true=[3] merged=[1, 3]
41.9 fp=[1] true=[3] merged=[1, 3]
42.2 fp=[1] true=[3] merged=[1, 3]
42.5 fp=[1] true=[3] merged=[1, 3]
42.8 fp=[1] true=[3] merged=[1, 3]
43.1 fp=[1] true=[3] merged=[1, 3]
43.5 fp=[1] true=[3] merged=[1, 3]
43.8 fp=[1] true=[3] merged=[1, 3]
44.1 fp=[1] true=[3] merged=[1, 3]
44.5 fp=[1] true=[3] merged=[1, 3]
44.8 fp=[1] true=[3] merged=[1, 3]
45.1 fp=[1] true=[3] merged=[1, 3]
45.4 fp=[1] true=[3] merged=[1, 3]
45.7 fp=[1] true=[3] merged=[1, 3]
46.1 fp=[1] true=[3] merged=[1, 3]
46.4 fp=[1] true=[3] merged=[1, 3]
46.7 fp=[1] true=[3] merged=[1, 3]
47.0 fp=[1] true=[3] merged=[1, 3]
47.3 fp=[1] true=[3] merged=[1, 3]
47.6 fp=[1] true=[3] merged=[1, 3]
47.9 fp=[1] true=[3] merged=[1, 3]
48.2 fp=[1] true=[3] merged=[1, 3]
48.5 fp=[1] true=[3] merged=[1, 3]
48.8 fp=[1] true=[3] merged=[1, 3]
49.2 fp=[1] true=[3] merged=[1, 3]
49.5 fp=[1] true=[3] merged=[1, 3]
49.8 fp=[1] true=[3] merged=[1, 3]
50.1 fp=[1] true=[3] merged=[1, 3]
50.4 fp=[1] true=[3] merged=[1, 3]
50.7 fp=[1] true=[3] merged=[1, 3]
51.0 fp=[1] true=[3] merged=[1, 3]
51.3 fp=[1] true=[3] merged=[1, 3]
51.6 fp=[1] true=[3] merged=[1, 3]
52.0 fp=[1] true=[3] merged=[1, 3]
52.3 fp=[1] true=[3] merged=[1, 3]
52.6 fp=[1] true=[3] merged=[1, 3]
52.9 fp=[1] true=[3] merged=[1, 3]
53.2 fp=[1] true=[3] merged=[1, 3]
53.6 fp=[1] true=[3] merged=[1, 3]
53.9 fp=[1] true=[3] merged=[1, 3]
54.2 fp=[1] true=[3] merged=[1, 3]
54.5 fp=[1] true=[3] merged=[1, 3]
54.8 fp=[1] true=[3] merged=[1, 3]
55.1 fp=[1] true=[3] merged=[1, 3]
