thread,tx_idx,start_ms,end_ms,latency_ms,status
1,1,1780842201821,1780842202092,271,FAIL
1,2,1780842202100,1780842202412,312,FAIL
1,3,1780842202417,1780842202701,284,FAIL
1,4,1780842202706,1780842203006,300,FAIL
1,5,1780842203012,1780842203283,271,FAIL
1,6,1780842203290,1780842203621,331,FAIL
1,7,1780842203628,1780842203946,318,FAIL
1,8,1780842203953,1780842204197,244,FAIL
1,9,1780842204208,1780842204522,314,FAIL
1,10,1780842204531,1780842204843,312,FAIL
1,11,1780842204847,1780842205121,274,FAIL
1,12,1780842205130,1780842205451,321,FAIL
1,13,1780842205454,1780842205721,267,FAIL
1,14,1780842205730,1780842206000,270,FAIL
1,15,1780842206009,1780842206238,229,FAIL
2,1,1780842201824,1780842202092,268,FAIL
2,2,1780842202103,1780842202415,312,FAIL
2,3,1780842202418,1780842202702,284,FAIL
2,4,1780842202706,1780842203004,298,FAIL
2,5,1780842203011,1780842203287,276,FAIL
2,6,1780842203292,1780842203615,323,FAIL
2,7,1780842203628,1780842203950,322,FAIL
2,8,1780842203955,1780842204201,246,FAIL
2,9,1780842204208,1780842204518,310,FAIL
2,10,1780842204527,1780842204840,313,FAIL
2,11,1780842204846,1780842205124,278,FAIL
2,12,1780842205131,1780842205449,318,FAIL
2,13,1780842205453,1780842205718,265,FAIL
2,14,1780842205723,1780842206002,279,FAIL
2,15,1780842206012,1780842206235,223,FAIL
