1789309418.685,4.059,0.379,0.291,0.326,0.327
1789309418.990,0.215,0.371,0.320,0.270,0.473
1789309419.293,0.215,0.319,0.321,0.247,0.237
1789309419.594,0.205,0.332,0.397,0.245,0.237
1789309419.896,0.233,0.386,0.281,0.333,0.254
1789309420.200,0.241,0.414,0.296,0.256,0.234
1789309420.502,0.264,0.357,0.306,0.249,0.239
1789309420.804,0.219,0.472,0.274,0.243,0.230
1789309421.106,0.217,0.356,0.292,0.231,0.227
1789309421.408,0.219,0.326,0.350,0.279,0.310
1789309421.710,0.213,0.369,0.312,0.310,0.302
1789309422.012,0.211,0.444,0.303,0.285,0.278
1789309422.314,0.224,0.378,0.333,0.369,0.238
1789309422.616,0.211,0.341,0.365,0.246,0.254
1789309422.917,0.210,0.359,0.344,0.322,0.271
1789309423.219,0.208,0.467,0.378,0.315,0.287
1789309423.522,0.212,0.443,0.333,0.276,0.225
1789309423.823,0.206,0.398,0.406,0.289,0.247
1789309424.125,0.221,0.428,0.362,0.295,0.305
1789309424.428,0.224,0.416,0.341,0.301,0.297
1789309424.730,0.208,0.366,0.292,0.340,0.237
1789309425.031,0.212,0.377,0.416,0.228,0.311
1789309425.334,0.206,0.333,0.300,0.332,0.307
1789309425.636,0.235,0.422,0.361,0.326,0.242
1789309425.938,0.223,0.392,0.347,0.240,0.275
1789309426.240,0.220,0.418,0.330,0.346,0.293
1789309426.542,0.215,0.325,0.332,0.377,0.367
1789309426.844,0.211,0.412,0.329,0.257,0.291
1789309427.146,0.237,0.471,0.401,0.285,0.257
1789309427.448,0.217,0.360,0.321,0.209,0.258
1789309427.750,0.230,0.345,0.363,0.287,0.254
1789309428.052,0.232,0.570,0.402,0.298,0.357
1789309428.354,0.349,0.432,0.299,0.274,0.315
1789309428.656,0.229,0.469,0.338,0.277,0.225
1789309428.958,0.217,0.342,0.306,0.275,0.264
1789309429.260,0.237,0.343,0.317,0.233,0.241
1789309429.562,0.423,0.374,0.333,0.251,0.260
1789309429.864,0.224,0.420,0.294,0.259,0.309
1789309430.166,0.232,0.348,0.364,0.274,0.313
1789309430.468,0.223,0.339,0.303,0.252,0.355
1789309430.770,0.216,0.324,0.312,0.291,0.282
1789309431.072,0.363,0.357,0.287,0.253,0.266
1789309431.374,0.216,0.352,0.303,0.232,0.228
1789309431.676,0.208,0.464,0.304,0.246,0.280
1789309431.978,0.216,0.473,0.379,0.323,0.271
1789309432.280,0.220,0.371,0.328,0.248,0.259
1789309432.582,0.218,0.385,0.323,0.356,0.406
1789309432.884,0.212,0.332,0.311,0.255,0.234
