1789309521.490,3.237,0.352,0.287,0.246,0.265
1789309521.795,0.219,0.339,0.294,0.318,0.295
1789309522.097,0.224,0.334,0.338,0.254,0.308
1789309522.398,0.224,0.350,0.267,0.283,0.236
1789309522.700,0.247,0.363,0.346,0.263,0.249
1789309523.002,0.209,0.387,0.328,0.224,0.239
1789309523.304,0.227,0.361,0.303,0.338,0.344
1789309523.606,0.228,0.398,0.348,0.280,0.256
1789309523.908,0.296,0.388,0.285,0.242,0.325
1789309524.210,0.215,0.384,0.319,0.273,0.247
1789309524.512,0.218,0.320,0.342,0.442,0.269
1789309524.815,0.211,0.413,0.313,0.305,0.315
1789309525.117,0.222,0.367,0.313,0.269,0.238
1789309525.418,0.206,0.354,0.288,0.231,0.310
1789309525.720,0.246,0.362,0.429,0.230,0.250
1789309526.022,0.240,0.333,0.361,0.285,0.232
1789309526.324,0.211,0.375,0.292,0.249,0.306
1789309526.626,0.209,0.314,0.325,0.265,0.283
1789309526.928,0.228,0.372,0.330,0.242,0.279
1789309527.230,0.216,0.330,0.325,0.308,0.299
1789309527.532,0.221,0.320,0.444,0.241,0.233
1789309527.834,0.219,0.353,0.352,0.360,0.245
1789309528.136,0.216,0.421,0.431,0.497,0.317
1789309528.438,0.211,0.371,0.382,0.252,0.301
1789309528.740,0.296,0.316,0.416,0.329,0.287
1789309529.042,0.211,0.348,0.485,0.301,0.251
1789309529.344,0.220,0.357,0.298,0.243,0.324
1789309529.646,0.234,0.356,0.330,0.258,0.289
1789309529.948,0.246,0.361,0.322,0.278,0.249
1789309530.250,0.222,0.365,0.336,0.254,0.224
1789309530.552,0.307,0.355,0.314,0.345,0.285
1789309530.854,0.176,0.291,0.255,0.251,0.204
1789309531.156,0.211,0.418,0.328,0.316,0.299
1789309531.458,0.220,0.414,0.292,0.317,0.233
1789309531.759,0.221,0.446,0.299,0.268,0.226
1789309532.061,0.236,0.350,0.286,0.245,0.221
1789309532.363,0.205,0.498,0.311,0.262,0.315
1789309532.665,0.260,0.345,0.343,0.268,0.371
1789309532.967,0.249,0.386,0.299,0.287,0.354
1789309533.269,0.252,0.323,0.299,0.261,0.335
1789309533.571,0.214,0.415,0.383,0.257,0.390
1789309533.873,0.249,0.370,0.328,0.320,0.253
1789309534.175,0.237,0.351,0.330,0.276,0.322
1789309534.477,0.259,0.369,0.323,0.276,0.262
1789309534.779,0.216,0.414,0.291,0.288,0.373
1789309535.081,0.222,0.398,0.334,0.233,0.227
1789309535.383,0.206,0.369,0.310,0.234,0.323
1789309535.685,0.215,0.393,0.301,0.245,0.269
1789309535.987,0.213,0.374,0.468,0.309,0.303
1789309536.289,0.203,0.317,0.350,0.255,0.245
1789309536.591,0.209,0.391,0.305,0.242,0.232
1789309536.892,0.209,0.360,0.289,0.255,0.245
1789309537.194,0.236,0.383,0.304,0.349,0.247
1789309537.496,0.240,0.320,0.345,0.224,0.311
1789309537.798,0.200,0.370,0.325,0.233,0.230
1789309538.100,0.281,0.340,0.377,0.242,0.268
1789309538.402,0.219,0.381,0.307,0.261,0.275
1789309538.704,0.218,0.469,0.299,0.237,0.213
1789309539.006,0.205,0.393,0.309,0.379,0.303
1789309539.308,0.222,0.399,0.297,0.335,0.258
1789309539.610,0.214,0.371,0.314,0.321,0.231
1789309539.912,0.209,0.347,0.415,0.245,0.248
1789309540.214,0.221,0.354,0.326,0.293,0.243
1789309540.515,0.200,0.348,0.431,0.273,0.276
1789309540.817,0.203,0.321,0.324,0.244,0.299
1789309541.119,0.253,0.365,0.447,0.335,0.291
1789309541.421,0.221,0.448,0.309,0.258,0.273
1789309541.723,0.226,0.334,0.339,0.248,0.356
1789309542.025,0.229,0.371,0.309,0.245,0.237
1789309542.327,0.232,0.389,0.339,0.232,0.247
1789309542.629,0.212,0.371,0.349,0.301,0.251
1789309542.931,0.214,0.454,0.324,0.289,0.241
1789309543.233,0.216,0.477,0.314,0.237,0.229
1789309543.535,0.212,0.374,0.319,0.273,0.302
1789309543.837,0.231,0.378,0.289,0.262,0.260
1789309544.139,0.208,0.401,0.294,0.264,0.352
1789309544.440,0.223,0.336,0.310,0.260,0.231
1789309544.742,0.243,0.344,0.423,0.272,0.265
1789309545.045,0.209,0.369,0.352,0.317,0.319
1789309545.347,0.223,0.478,0.307,0.239,0.310
1789309545.648,0.219,0.329,0.307,0.256,0.240
1789309545.950,0.242,0.332,0.304,0.299,0.249
1789309546.252,0.210,0.323,0.305,0.232,0.243
1789309546.554,0.223,0.371,0.318,0.247,0.247
1789309546.855,0.179,0.290,0.496,0.190,0.252
1789309547.157,0.242,0.429,0.306,0.242,0.289
1789309547.459,0.252,0.323,0.310,0.247,0.387
1789309547.761,0.249,0.352,0.322,0.267,0.271
1789309548.063,0.217,0.458,0.343,0.329,0.293
1789309548.365,0.237,0.349,0.396,0.263,0.292
1789309548.667,0.216,0.397,0.305,0.308,0.348
1789309548.969,0.248,0.429,0.662,0.351,0.365
1789309549.272,0.219,0.403,0.321,0.305,0.241
1789309549.574,0.216,0.352,0.383,0.275,0.286
1789309549.876,0.224,0.348,0.305,0.314,0.287
1789309550.178,0.228,0.326,0.275,0.241,0.310
1789309550.480,0.254,0.355,0.332,0.306,0.234
1789309550.782,0.230,0.341,0.330,0.230,0.241
1789309551.084,0.210,0.360,0.369,0.327,0.391
1789309551.386,0.215,0.360,0.295,0.298,0.237
1789309551.688,0.214,0.429,0.356,0.305,0.286
1789309551.990,0.238,0.385,0.305,0.295,0.299
1789309552.292,0.208,0.395,0.314,0.254,0.251
1789309552.594,0.205,0.377,0.351,0.369,0.232
1789309552.895,0.199,0.299,0.458,0.218,0.214
1789309553.197,0.228,0.397,0.322,0.238,0.239
1789309553.499,0.218,0.404,0.378,0.284,0.331
1789309553.801,0.261,0.386,0.308,0.244,0.274
1789309554.103,0.252,0.329,0.326,0.244,0.275
1789309554.405,0.215,0.340,0.301,0.231,0.283
1789309554.707,0.206,0.368,0.314,0.237,0.305
1789309555.009,0.214,0.466,0.345,0.284,0.234
1789309555.311,0.214,0.368,0.340,0.237,0.216
1789309555.613,0.211,0.328,0.315,0.241,0.230
1789309555.915,0.221,0.342,0.309,0.229,0.237
1789309556.217,0.213,0.314,0.309,0.259,0.227
1789309556.518,0.268,0.439,0.304,0.242,0.236
1789309556.820,0.241,0.417,0.329,0.232,0.232
1789309557.122,0.203,0.370,0.306,0.251,0.222
1789309557.424,0.284,0.350,0.321,0.270,0.233
1789309557.726,0.232,0.385,0.416,0.246,0.247
1789309558.028,0.210,0.410,0.284,0.351,0.245
1789309558.330,0.201,0.324,0.349,0.286,0.222
1789309558.632,0.226,0.353,0.344,0.270,0.237
1789309558.933,0.229,0.431,0.386,0.353,0.238
1789309559.236,0.215,0.427,0.348,0.272,0.272
1789309559.538,0.213,0.336,0.329,0.337,0.250
1789309559.839,0.203,0.429,0.367,0.258,0.238
1789309560.141,0.230,0.347,0.534,1.401,0.280
1789309560.445,0.213,0.337,0.329,0.324,0.318
1789309560.747,0.212,0.360,0.303,0.269,0.242
1789309561.048,0.207,0.354,0.293,0.339,0.291
1789309561.350,0.253,0.362,0.432,0.260,0.245
1789309561.652,0.201,0.371,0.317,0.295,0.252
1789309561.954,0.234,0.364,0.315,0.328,0.305
1789309562.256,0.236,0.363,0.782,0.278,0.260
1789309562.559,0.226,0.403,0.388,0.391,0.302
1789309562.861,0.212,0.361,0.349,0.267,0.234
1789309563.163,0.206,0.358,0.331,0.258,0.222
1789309563.465,0.212,0.398,0.331,0.388,0.248
1789309563.767,0.208,0.352,0.412,0.291,0.255
1789309564.068,0.219,0.370,0.331,0.325,0.315
1789309564.370,0.221,0.329,0.325,0.270,0.256
1789309564.672,0.236,0.385,0.292,0.275,0.344
1789309564.974,0.237,0.396,0.303,0.245,0.246
1789309565.276,0.204,0.383,0.300,0.257,0.275
1789309565.578,0.237,0.324,0.312,0.242,0.263
1789309565.880,0.210,0.316,0.292,0.304,0.286
1789309566.182,0.213,0.363,0.290,0.240,0.299
1789309566.484,0.268,0.316,0.317,0.307,0.277
1789309566.786,0.206,0.423,0.259,0.245,0.288
1789309567.088,0.216,0.383,0.343,0.314,0.277
1789309567.390,0.222,0.329,0.378,0.355,0.261
1789309567.692,0.208,0.381,29.996,0.334,0.267
1789309568.023,0.251,0.468,19.569,0.348,0.269
1789309568.345,0.236,0.345,38.479,0.363,0.326
1789309568.685,0.218,0.357,20.041,0.336,0.296
1789309569.007,0.211,0.334,30.261,0.381,0.276
1789309569.339,0.213,0.314,56.666,0.301,0.253
1789309569.697,0.206,0.346,41.844,0.302,0.236
1789309570.040,0.236,0.362,40.039,0.294,0.402
1789309570.382,0.225,0.303,32.778,0.339,0.293
1789309570.716,0.207,0.375,33.529,0.306,0.248
1789309571.052,0.208,0.433,34.745,0.300,0.319
1789309571.388,0.208,0.389,30.375,0.326,0.243
1789309571.720,0.206,0.358,28.673,0.315,0.232
1789309572.050,0.226,0.486,25.063,0.305,0.348
1789309572.377,0.235,0.407,33.489,0.309,0.362
1789309572.713,0.206,0.345,37.858,0.368,0.311
1789309573.052,0.232,0.312,36.875,0.316,0.239
1789309573.390,0.213,0.399,52.912,0.326,0.428
1789309573.745,0.235,0.411,36.001,0.318,0.307
1789309574.083,0.211,0.329,48.134,0.376,0.276
1789309574.433,0.219,0.376,52.813,0.366,0.343
1789309574.787,0.238,0.327,43.585,0.319,0.305
1789309575.133,0.216,0.350,33.701,0.324,0.260
1789309575.468,0.265,0.334,42.187,0.292,0.262
1789309575.812,0.222,0.491,44.109,0.299,0.279
1789309576.158,0.212,0.373,46.430,0.309,0.238
1789309576.506,0.213,0.355,26.363,0.305,0.254
1789309576.834,0.224,0.354,46.096,0.346,0.246
1789309577.181,0.231,0.317,38.979,0.309,0.255
1789309577.522,0.222,0.366,48.120,0.308,0.251
1789309577.872,0.210,0.397,49.733,0.387,0.337
1789309578.223,0.228,0.456,44.821,0.308,0.262
1789309578.570,0.225,0.356,39.736,0.304,0.261
1789309578.911,0.206,0.383,47.322,0.321,0.259
1789309579.260,0.293,0.313,40.998,0.294,0.259
1789309579.603,0.215,0.428,35.407,0.521,0.283
1789309579.940,0.267,0.446,34.575,0.323,0.315
1789309580.276,0.241,0.380,48.119,0.314,0.384
1789309580.626,0.233,0.403,36.474,0.345,0.314
1789309580.964,0.229,0.388,37.687,0.309,0.256
1789309581.304,0.209,0.357,37.046,0.389,0.345
1789309581.642,0.211,0.353,58.404,0.306,0.268
1789309582.003,0.216,0.355,27.183,0.389,0.285
1789309582.331,0.212,0.466,48.186,0.406,0.302
1789309582.681,0.211,0.410,44.820,0.302,0.273
1789309583.028,0.235,0.376,50.368,0.310,0.237
1789309583.380,0.243,0.345,39.158,0.412,0.233
1789309583.721,0.203,0.406,45.979,0.301,0.239
1789309584.068,0.209,0.446,36.442,0.324,0.257
1789309584.407,0.210,0.340,39.531,0.429,0.285
1789309584.748,0.319,0.355,48.355,0.401,0.365
1789309585.098,0.202,0.387,60.166,0.360,0.268
1789309585.460,0.228,0.306,29.972,0.397,0.248
1789309585.792,0.216,0.396,29.343,0.318,0.247
1789309586.123,0.218,0.345,59.755,0.346,0.302
1789309586.484,0.222,0.354,34.288,0.282,0.275
1789309586.820,0.276,0.420,41.397,0.319,0.245
1789309587.163,0.201,0.453,59.312,0.312,0.270
