1789634655,{"blacklist":[];"seq":1;"fail_open":false}
1789634657,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634658,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634659,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634660,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634661,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634662,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634663,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634664,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634665,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634666,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634668,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634669,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634670,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634671,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634672,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634673,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634674,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634675,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634676,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634677,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634678,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634679,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634680,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634682,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634683,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634684,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634685,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634686,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634687,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634688,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634689,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634690,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634691,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634692,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634693,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634694,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634695,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634697,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634698,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634699,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634700,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634701,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634702,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634703,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634704,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634705,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634706,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634707,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634708,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634709,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634710,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634712,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634713,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789634714,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634715,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634716,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634717,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634718,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634719,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634720,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634721,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634722,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634723,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634724,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634725,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634727,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634728,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634729,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634730,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634731,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634732,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634733,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634734,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634735,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634736,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634737,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634738,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634740,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634741,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634742,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634743,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634744,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634745,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634746,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634747,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634748,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634749,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634750,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634751,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634752,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634754,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634755,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634756,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634757,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634758,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634759,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634760,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634761,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634762,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634763,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634764,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634765,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634766,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634768,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634769,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634770,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634771,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634772,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634773,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634774,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634775,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634776,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634777,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634778,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634779,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634780,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634782,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634783,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634784,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789634785,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789634786,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634787,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634788,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634789,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634790,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634791,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634792,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634793,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634794,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634795,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789634796,{"blacklist":[3;4];"seq":1;"fail_open":false}
