concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,6493,20,0,3.08,317.7,297,469,469,469
2,4893,20,20,4.09,237.7,236,299,299,299
4,4501,40,40,8.89,215.9,238,428,431,431
8,3292,80,80,24.30,153.3,141,255,273,273
16,5719,160,160,27.98,254.9,224,359,369,370
