concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,5456,0,15,0.00,0,0,0,0,0
2,4500,22,8,4.89,278.5,287,373,379,379
4,4647,42,18,9.04,228.4,256,323,326,326
8,4458,0,120,0.00,0,0,0,0,0
16,5482,116,124,21.16,293.9,267,473,486,486
