# start rate=10 seed=1 dur=420 n=7 target=3 events=43
2.2 fp=[1] true=[3] merged=[1, 3]
2.5 fp=[1] true=[3] merged=[1, 3]
2.8 fp=[1] true=[3] merged=[1, 3]
3.1 fp=[1] true=[3] merged=[1, 3]
3.4 fp=[1] true=[3] merged=[1, 3]
3.8 fp=[1] true=[3] merged=[1, 3]
4.1 fp=[1] true=[3] merged=[1, 3]
4.4 fp=[1] true=[3] merged=[1, 3]
4.7 fp=[1] true=[3] merged=[1, 3]
5.0 fp=[1] true=[3] merged=[1, 3]
5.3 fp=[1] true=[3] merged=[1, 3]
5.6 fp=[1] true=[3] merged=[1, 3]
6.0 fp=[1] true=[3] merged=[1, 3]
6.3 fp=[1] true=[3] merged=[1, 3]
6.6 fp=[1] true=[3] merged=[1, 3]
6.9 fp=[1] true=[3] merged=[1, 3]
7.2 fp=[1] true=[3] merged=[1, 3]
7.5 fp=[1] true=[3] merged=[1, 3]
7.9 fp=[1] true=[3] merged=[1, 3]
8.2 fp=[1] true=[3] merged=[1, 3]
8.5 fp=[1] true=[3] merged=[1, 3]
8.8 fp=[1] true=[3] merged=[1, 3]
9.1 fp=[1] true=[3] merged=[1, 3]
9.4 fp=[1] true=[3] merged=[1, 3]
9.8 fp=[1] true=[3] merged=[1, 3]
10.1 fp=[1] true=[3] merged=[1, 3]
10.4 fp=[1] true=[3] merged=[1, 3]
10.7 fp=[1] true=[3] merged=[1, 3]
11.0 fp=[1] true=[3] merged=[1, 3]
11.3 fp=[1] true=[3] merged=[1, 3]
11.7 fp=[1] true=[3] merged=[1, 3]
12.0 fp=[1] true=[3] merged=[1, 3]
12.3 fp=[1] true=[3] merged=[1, 3]
12.6 fp=[1] true=[3] merged=[1, 3]
12.9 fp=[1] true=[3] merged=[1, 3]
13.2 fp=[1] true=[3] merged=[1, 3]
13.5 fp=[1] true=[3] merged=[1, 3]
13.9 fp=[1] true=[3] merged=[1, 3]
14.2 fp=[1] true=[3] merged=[1, 3]
14.5 fp=[1] true=[3] merged=[1, 3]
14.8 fp=[1] true=[3] merged=[1, 3]
15.1 fp=[1] true=[3] merged=[1, 3]
15.4 fp=[1] true=[3] merged=[1, 3]
15.8 fp=[1] true=[3] merged=[1, 3]
16.1 fp=[1] true=[3] merged=[1, 3]
16.4 fp=[1] true=[3] merged=[1, 3]
16.7 fp=[1] true=[3] merged=[1, 3]
17.0 fp=[1] true=[3] merged=[1, 3]
17.3 fp=[1] true=[3] merged=[1, 3]
17.6 fp=[1] true=[3] merged=[1, 3]
17.9 fp=[1] true=[3] merged=[1, 3]
18.3 fp=[1] true=[3] merged=[1, 3]
18.6 fp=[1] true=[3] merged=[1, 3]
18.9 fp=[1] true=[3] merged=[1, 3]
19.2 fp=[1] true=[3] merged=[1, 3]
19.5 fp=[1] true=[3] merged=[1, 3]
19.8 fp=[1] true=[3] merged=[1, 3]
20.1 fp=[1] true=[3] merged=[1, 3]
20.5 fp=[1] true=[3] merged=[1, 3]
20.8 fp=[1] true=[3] merged=[1, 3]
21.1 fp=[1] true=[3] merged=[1, 3]
21.4 fp=[1] true=[3] merged=[1, 3]
21.7 fp=[1] true=[3] merged=[1, 3]
22.0 fp=[1] true=[3] merged=[1, 3]
22.3 fp=[1] true=[3] merged=[1, 3]
22.6 fp=[1] true=[3] merged=[1, 3]
23.0 fp=[1] true=[3] merged=[1, 3]
23.3 fp=[1] true=[3] merged=[1, 3]
23.6 fp=[1] true=[3] merged=[1, 3]
23.9 fp=[1] true=[3] merged=[1, 3]
24.2 fp=[1] true=[3] merged=[1, 3]
24.5 fp=[1] true=[3] merged=[1, 3]
24.8 fp=[1] true=[3] merged=[1, 3]
25.2 fp=[1] true=[3] merged=[1, 3]
25.5 fp=[1] true=[3] merged=[1, 3]
25.8 fp=[1] true=[3] merged=[1, 3]
26.1 fp=[1] true=[3] merged=[1, 3]
26.4 fp=[1] true=[3] merged=[1, 3]
26.7 fp=[1] true=[3] merged=[1, 3]
27.0 fp=[1] true=[3] merged=[1, 3]
27.3 fp=[1] true=[3] merged=[1, 3]
27.7 fp=[1] true=[3] merged=[1, 3]
28.0 fp=[1] true=[3] merged=[1, 3]
28.3 fp=[1] true=[3] merged=[1, 3]
28.6 fp=[1] true=[3] merged=[1, 3]
29.0 fp=[1] true=[3] merged=[1, 3]
29.3 fp=[1] true=[3] merged=[1, 3]
29.6 fp=[1] true=[3] merged=[1, 3]
29.9 fp=[1] true=[3] merged=[1, 3]
30.2 fp=[1] true=[3] merged=[1, 3]
30.6 fp=[1] true=[3] merged=[1, 3]
30.9 fp=[1] true=[3] merged=[1, 3]
31.2 fp=[1] true=[3] merged=[1, 3]
31.5 fp=[1] true=[3] merged=[1, 3]
31.8 fp=[1] true=[3] merged=[1, 3]
32.1 fp=[1] true=[3] merged=[1, 3]
32.4 fp=[1] true=[3] merged=[1, 3]
32.8 fp=[1] true=[3] merged=[1, 3]
33.1 fp=[1] true=[3] merged=[1, 3]
33.4 fp=[1] true=[3] merged=[1, 3]
33.7 fp=[1] true=[3] merged=[1, 3]
34.0 fp=[1] true=[3] merged=[1, 3]
34.3 fp=[1] true=[3] merged=[1, 3]
34.6 fp=[1] true=[3] merged=[1, 3]
34.9 fp=[1] true=[3] merged=[1, 3]
35.2 fp=[1] true=[3] merged=[1, 3]
35.5 fp=[1] true=[3] merged=[1, 3]
35.9 fp=[1] true=[3] merged=[1, 3]
36.2 fp=[1] true=[3] merged=[1, 3]
36.5 fp=[1] true=[3] merged=[1, 3]
36.8 fp=[1] true=[3] merged=[1, 3]
37.1 fp=[1] true=[3] merged=[1, 3]
37.4 fp=[1] true=[3] merged=[1, 3]
37.8 fp=[1] true=[3] merged=[1, 3]
38.1 fp=[1] true=[3] merged=[1, 3]
38.4 fp=[1] true=[3] merged=[1, 3]
38.7 fp=[1] true=[3] merged=[1, 3]
39.0 fp=[1] true=[3] merged=[1, 3]
39.3 fp=[1] true=[3] merged=[1, 3]
39.7 fp=[1] true=[3] merged=[1, 3]
40.0 fp=[1] true=[3] merged=[1, 3]
40.3 fp=[1] true=[3] merged=[1, 3]
40.6 fp=[1] true=[3] merged=[1, 3]
40.9 fp=[1] true=[3] merged=[1, 3]
41.2 fp=[7] true=[3] merged=[3, 7]
41.5 fp=[7] true=[3] merged=[3, 7]
41.9 fp=[7] true=[3] merged=[3, 7]
42.2 fp=[7] true=[3] merged=[3, 7]
42.5 fp=[7] true=[3] merged=[3, 7]
42.8 fp=[7] true=[3] merged=[3, 7]
43.1 fp=[7] true=[3] merged=[3, 7]
43.4 fp=[7] true=[3] merged=[3, 7]
43.7 fp=[7] true=[3] merged=[3, 7]
44.0 fp=[7] true=[3] merged=[3, 7]
44.3 fp=[7] true=[3] merged=[3, 7]
44.6 fp=[7] true=[3] merged=[3, 7]
45.0 fp=[7] true=[3] merged=[3, 7]
45.3 fp=[7] true=[3] merged=[3, 7]
45.6 fp=[7] true=[3] merged=[3, 7]
45.9 fp=[7] true=[3] merged=[3, 7]
46.2 fp=[7] true=[3] merged=[3, 7]
46.5 fp=[7] true=[3] merged=[3, 7]
46.9 fp=[7] true=[3] merged=[3, 7]
47.2 fp=[7] true=[3] merged=[3, 7]
47.5 fp=[7] true=[3] merged=[3, 7]
47.8 fp=[7] true=[3] merged=[3, 7]
48.1 fp=[7] true=[3] merged=[3, 7]
48.4 fp=[7] true=[3] merged=[3, 7]
48.7 fp=[7] true=[3] merged=[3, 7]
49.0 fp=[7] true=[3] merged=[3, 7]
49.4 fp=[7] true=[3] merged=[3, 7]
49.7 fp=[7] true=[3] merged=[3, 7]
50.0 fp=[7] true=[3] merged=[3, 7]
50.3 fp=[7] true=[3] merged=[3, 7]
50.6 fp=[7] true=[3] merged=[3, 7]
50.9 fp=[7] true=[3] merged=[3, 7]
51.2 fp=[7] true=[3] merged=[3, 7]
51.5 fp=[7] true=[3] merged=[3, 7]
51.8 fp=[7] true=[3] merged=[3, 7]
52.2 fp=[7] true=[3] merged=[3, 7]
52.5 fp=[7] true=[3] merged=[3, 7]
