thread,tx_idx,start_ms,end_ms,latency_ms,status
1,1,1781071866168,1781071866459,291,FAIL
1,2,1781071866465,1781071866762,297,FAIL
1,3,1781071866772,1781071867049,277,FAIL
1,4,1781071867061,1781071867347,286,FAIL
1,5,1781071867356,1781071867667,311,FAIL
1,6,1781071867678,1781071867968,290,FAIL
1,7,1781071867978,1781071868262,284,FAIL
1,8,1781071868271,1781071868557,286,FAIL
1,9,1781071868566,1781071868848,282,FAIL
1,10,1781071868858,1781071869156,298,FAIL
1,11,1781071869170,1781071869472,302,FAIL
1,12,1781071869477,1781071869791,314,FAIL
1,13,1781071869798,1781071870133,335,FAIL
1,14,1781071870142,1781071870433,291,FAIL
1,15,1781071870441,1781071870721,280,FAIL
2,1,1781071866173,1781071866450,277,FAIL
2,2,1781071866461,1781071866762,301,FAIL
2,3,1781071866770,1781071867051,281,FAIL
2,4,1781071867061,1781071867348,287,FAIL
2,5,1781071867358,1781071867667,309,FAIL
2,6,1781071867678,1781071867968,290,FAIL
2,7,1781071867985,1781071868261,276,FAIL
2,8,1781071868271,1781071868557,286,FAIL
2,9,1781071868568,1781071868848,280,FAIL
2,10,1781071868858,1781071869156,298,FAIL
2,11,1781071869167,1781071869466,299,FAIL
2,12,1781071869479,1781071869790,311,FAIL
2,13,1781071869798,1781071870130,332,FAIL
2,14,1781071870140,1781071870438,298,FAIL
2,15,1781071870444,1781071870721,277,FAIL
3,1,1781071866177,1781071866454,277,OK
3,2,1781071866461,1781071866768,307,OK
3,3,1781071866774,1781071867051,277,OK
3,4,1781071867066,1781071867352,286,OK
3,5,1781071867360,1781071867671,311,OK
3,6,1781071867679,1781071867972,293,OK
3,7,1781071867986,1781071868266,280,OK
3,8,1781071868276,1781071868560,284,OK
3,9,1781071868566,1781071868854,288,OK
3,10,1781071868864,1781071869157,293,OK
3,11,1781071869167,1781071869472,305,OK
3,12,1781071869478,1781071869794,316,OK
3,13,1781071869806,1781071870139,333,OK
3,14,1781071870148,1781071870433,285,OK
3,15,1781071870441,1781071870721,280,OK
4,1,1781071866184,1781071866454,270,OK
4,2,1781071866461,1781071866762,301,OK
4,3,1781071866769,1781071867057,288,OK
4,4,1781071867067,1781071867348,281,OK
4,5,1781071867356,1781071867676,320,OK
4,6,1781071867683,1781071867968,285,OK
4,7,1781071867978,1781071868262,284,OK
4,8,1781071868272,1781071868557,285,OK
4,9,1781071868566,1781071868849,283,OK
4,10,1781071868858,1781071869163,305,OK
4,11,1781071869171,1781071869476,305,OK
4,12,1781071869485,1781071869791,306,OK
4,13,1781071869798,1781071870133,335,OK
4,14,1781071870140,1781071870433,293,OK
4,15,1781071870441,1781071870726,285,OK
