concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,6063,15,0,2.47,396.4,395,525,525,525
2,4584,30,0,6.54,297.4,296,364,369,369
4,4364,60,0,13.75,269.6,295,342,343,343
8,3159,120,0,37.99,190.8,171,304,328,329
16,4703,240,0,51.03,278.3,241,440,466,466
