concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,2437,10,0,4.10,237.1,225,324,324,324
4,2204,30,10,13.61,196.1,210,257,264,264
16,2876,120,40,41.72,251.1,220,387,404,427
32,3992,160,160,40.08,342.5,337,418,482,505
64,6948,320,320,46.06,570.7,598,682,703,737
