887.394,396.935,604.952,601.710,754.127
516.109,729.442,421.603,478.990,298.381
635.791,390.738,544.801,315.442,518.061
579.600,833.603,377.987,386.084,598.136
610.645,876.231,422.795,574.878,409.895
701.002,688.846,530.889,577.785,506.771
277.177,684.196,504.884,644.794,487.984
706.047,736.833,577.207,526.321,503.895
439.560,345.555,527.690,393.315,580.861
685.998,434.852,666.996,437.852,724.282
540.134,440.622,805.311,273.259,447.294
489.521,974.429,642.356,272.003,31.885
382.253,575.725,713.264,531.358,611.904
428.621,362.621,642.791,265.911,371.308
345.427,806.718,466.622,429.388,436.200
359.204,330.681,644.766,561.190,579.093
601.742,501.021,657.670,385.544,460.704
518.275,637.992,455.983,549.402,360.509
618.166,323.618,456.872,210.893,760.649
319.713,540.484,229.643,31.250,360.278
896.809,402.515,470.758,278.794,574.399
370.630,561.097,864.378,468.004,319.318
600.774,903.422,515.316,212.902,715.644
477.686,352.369,375.153,660.901,550.775
593.995,497.011,653.380,803.184,181.649
184.334,98.038,559.977,651.924,509.731
547.077,516.319,506.147,888.897,239.643
469.900,208.140,595.753,675.415,874.156
303.517,467.050,435.231,371.871,789.464
357.750,384.824,628.053,376.023,142.258
422.252,458.775,261.000,573.285,424.400
596.116,557.930,585.058,487.879,722.373
485.235,649.031,379.527,485.827,605.606
826.069,273.498,560.734,761.509,500.687
535.412,550.535,387.599,672.134,256.184
259.252,656.947,240.080,539.002,789.721
512.776,450.407,597.344,575.475,600.295
343.510,629.867,310.752,515.089,666.421
962.853,651.707,31.250,361.362,256.481
650.409,776.103,452.380,392.517,321.711
272.681,732.451,850.666,731.309,718.289
801.056,684.036,920.103,560.330,775.192
504.645,714.885,730.174,414.752,950.801
495.329,495.334,134.914,656.420,485.061
591.581,448.952,480.700,329.693,431.655
669.211,529.517,338.297,572.102,660.116
410.671,542.102,518.790,562.471,394.991
704.772,268.852,75.207,642.359,205.126
623.286,509.984,578.022,427.993,446.904
543.149,518.617,505.156,835.412,458.727
384.734,530.503,664.570,574.955,286.686
540.547,433.211,645.111,538.757,341.010
297.574,469.808,476.248,565.956,477.192
448.874,474.848,253.857,174.459,550.477
451.233,574.309,562.791,377.361,252.317
770.924,361.814,368.881,537.064,392.080
343.025,327.219,470.093,919.034,527.241
682.307,734.085,642.798,355.804,575.895
560.351,761.838,49.245,414.450,225.133
514.911,437.558,429.423,765.565,648.015
241.495,730.163,671.120,378.655,589.857
791.275,307.022,626.268,520.439,476.158
377.841,480.399,583.971,799.808,353.064
490.992,584.901,568.488,528.449,287.884
401.538,482.655,325.915,568.439,719.883
367.565,873.045,367.789,801.886,447.334
442.659,599.041,422.938,389.274,463.747
846.731,206.656,351.941,312.885,468.616
607.601,391.451,444.462,606.599,300.778
631.153,592.583,797.935,618.345,826.459
713.769,449.214,532.176,447.170,564.941
445.286,725.989,417.212,31.250,516.458
453.199,355.595,386.936,471.078,386.805
342.892,506.431,493.850,534.982,31.250
381.672,130.739,698.576,544.592,459.470
385.246,689.197,494.347,433.422,634.597
801.994,591.878,412.258,626.266,485.879
817.680,404.002,715.845,478.103,646.157
468.780,578.473,415.106,233.621,756.299
382.171,171.402,304.556,567.571,837.395
385.776,477.091,356.359,556.676,620.347
607.323,582.053,370.846,601.850,338.822
172.010,635.239,283.543,704.627,949.932
588.602,672.493,490.478,550.844,561.974
519.685,141.621,878.247,348.289,530.503
430.227,376.410,406.560,510.994,226.586
632.888,548.409,31.250,460.544,346.387
503.402,431.941,542.262,330.917,266.362
514.387,263.536,576.749,252.654,166.160
533.174,810.309,330.162,311.485,448.306
496.888,245.200,297.189,172.784,334.884
353.088,607.254,580.038,536.989,532.949
467.406,224.251,824.886,664.272,466.111
1066.724,551.036,360.095,430.623,618.566
274.924,450.935,784.667,272.261,597.400
531.649,310.274,703.114,789.610,211.613
683.577,766.477,504.752,613.286,136.809
245.867,555.595,372.828,321.220,477.573
373.550,509.312,200.505,679.273,592.441
369.727,689.236,521.076,429.606,790.123
525.686,422.165,302.028,365.488,526.737
369.008,237.516,685.271,627.090,374.271
215.659,286.615,417.417,666.350,487.251
560.543,813.406,654.034,612.447,450.914
597.175,742.555,369.400,260.397,696.968
330.383,165.094,582.789,667.044,534.073
332.307,427.488,410.944,706.653,540.439
279.798,459.583,624.940,720.887,555.517
337.734,615.440,246.687,708.099,522.252
310.292,451.136,380.388,663.747,433.239
421.496,181.635,348.171,540.729,842.735
399.380,617.713,463.104,401.018,366.964
719.645,437.645,850.592,502.041,609.743
451.599,425.615,546.677,456.502,163.330
811.502,729.861,453.980,164.585,404.421
605.919,635.444,377.257,315.773,784.406
594.549,690.935,946.439,921.030,181.063
688.683,363.209,924.290,268.641,270.534
356.681,795.335,583.581,261.190,450.036
649.011,406.790,384.718,353.317,553.021
615.715,571.912,444.861,518.050,835.419
434.955,335.520,610.444,773.535,683.432
193.110,644.432,369.318,508.596,171.460
441.799,794.616,557.985,528.687,528.038
313.857,357.244,356.623,534.213,216.830
125.982,432.868,299.044,688.374,362.810
381.670,758.687,50.425,317.061,417.867
558.507,608.513,520.272,463.023,463.921
436.708,708.673,291.959,397.603,618.352
548.426,639.250,814.068,625.090,584.795
423.701,1097.012,226.418,633.225,421.590
137.605,334.261,368.758,642.328,403.210
670.709,347.340,412.375,626.983,515.778
928.107,266.549,657.504,376.593,510.669
502.466,434.528,802.375,721.019,377.072
429.215,839.446,431.656,324.405,621.983
642.059,513.364,377.775,372.086,407.195
877.432,255.815,233.193,431.820,511.630
533.072,433.836,749.316,425.169,537.624
609.199,208.995,520.453,760.292,445.354
692.372,463.421,432.550,730.132,546.767
491.930,743.041,523.546,689.936,684.242
272.191,647.283,140.161,531.773,728.857
762.230,473.418,31.250,656.067,31.250
595.147,438.296,915.608,583.341,425.235
150.186,455.627,500.225,584.580,272.679
796.810,127.181,471.923,692.424,666.541
710.387,659.124,251.753,288.905,418.020
528.181,453.875,511.708,421.161,745.740
360.687,662.148,939.496,292.385,362.541
432.745,172.521,335.562,393.223,239.217
534.287,552.631,503.551,368.933,383.292
464.357,525.270,430.982,288.013,561.508
396.711,553.116,550.890,414.382,427.425
998.432,666.411,511.268,501.673,605.528
255.530,471.519,492.136,419.103,447.513
560.835,241.858,369.839,378.853,827.637
312.482,274.423,492.293,498.126,513.863
401.565,395.414,398.093,520.002,707.749
208.731,630.974,461.919,821.653,641.029
422.387,456.372,476.305,483.167,31.250
391.357,227.189,599.159,381.076,412.881
104.545,629.784,418.326,207.280,312.498
460.901,453.927,442.737,604.236,697.234
757.288,183.738,672.137,613.546,637.618
466.551,553.918,494.630,403.200,541.354
587.554,670.268,486.546,353.676,670.684
503.708,585.457,673.079,479.823,271.714
815.589,481.820,608.969,602.949,715.974
516.224,662.177,593.281,524.400,312.058
361.447,746.914,621.693,556.952,226.136
505.750,468.713,452.910,132.592,717.707
316.136,528.790,666.946,520.370,378.313
657.893,395.615,867.827,408.793,299.456
