366.556,419.206,767.108,456.982,573.158
518.476,754.229,728.206,208.815,268.886
249.919,854.739,714.529,411.930,375.196
247.028,584.236,721.532,254.322,373.320
724.244,243.459,722.485,533.429,333.807
522.458,356.087,692.767,530.110,453.250
834.323,426.323,688.005,374.238,488.913
503.885,692.587,686.126,510.230,496.693
576.486,446.285,683.677,237.712,208.321
629.974,536.504,679.534,474.006,900.618
408.108,587.609,641.642,420.574,258.301
617.137,230.419,662.373,509.167,282.318
762.577,860.542,652.485,342.477,543.767
769.634,321.987,662.710,623.170,923.893
441.794,495.631,904.950,538.622,329.700
677.791,667.790,705.773,149.633,561.770
474.843,324.174,651.266,693.626,368.649
251.677,499.897,369.226,353.399,371.466
514.251,622.779,638.454,655.207,144.613
512.080,767.834,629.582,465.969,536.113
441.374,528.900,605.123,371.338,755.025
377.413,677.667,622.932,482.226,518.405
703.828,649.434,611.862,692.065,410.106
329.236,534.408,576.296,502.156,773.686
344.522,249.558,565.456,538.944,877.100
485.849,543.320,544.547,492.958,821.950
734.607,270.976,530.703,527.356,227.215
390.288,304.474,516.168,643.187,180.728
462.190,642.997,499.669,684.802,581.785
1040.258,440.519,487.788,302.487,627.806
532.944,162.819,473.033,401.295,252.599
471.165,456.928,474.265,721.510,723.102
598.749,291.488,471.170,609.516,846.600
180.416,518.390,456.514,248.602,768.227
245.987,727.120,422.889,420.590,669.142
889.520,584.789,417.270,533.987,742.387
509.090,855.933,405.695,745.380,417.492
387.013,292.775,401.574,380.737,534.374
591.445,361.690,389.976,296.325,754.993
640.397,507.372,372.727,352.411,494.390
371.584,967.883,362.594,738.880,467.296
520.434,725.044,359.473,282.646,504.175
270.286,797.154,330.595,473.820,694.416
488.960,362.716,310.993,633.733,564.663
543.325,388.344,310.764,371.440,197.917
601.573,690.174,284.429,392.568,467.612
77.225,719.965,320.041,512.567,516.255
460.725,367.018,365.806,674.965,181.362
570.159,212.700,435.459,372.416,493.720
577.814,516.446,449.660,412.048,289.466
617.285,222.350,31.250,142.087,664.825
383.248,300.454,267.309,368.135,717.562
437.959,436.431,903.519,553.375,483.051
604.019,640.716,248.522,105.276,31.250
561.464,572.935,227.476,108.052,792.674
342.485,637.422,247.940,462.519,833.051
822.095,919.984,459.652,698.645,429.401
442.253,456.196,247.204,421.637,486.045
535.150,654.151,251.723,685.956,590.830
831.868,544.000,137.505,757.595,715.481
540.846,626.239,288.248,609.915,439.638
537.393,664.976,31.250,273.136,230.082
637.899,641.049,390.614,685.026,671.016
580.094,631.581,382.140,392.931,600.101
815.285,568.292,397.809,539.543,662.099
360.530,297.147,395.986,530.394,645.434
580.105,357.099,423.179,554.857,620.194
577.397,557.783,441.892,534.863,448.919
747.018,317.372,461.038,683.715,172.489
764.850,378.869,286.043,498.918,407.091
242.685,583.135,287.199,597.504,536.628
406.633,571.730,286.075,629.804,208.478
414.039,607.000,286.040,415.746,538.696
513.843,715.611,284.814,458.941,526.272
739.258,630.116,308.289,353.094,460.924
461.559,1075.972,303.576,637.703,505.255
487.391,511.926,305.339,488.379,541.392
196.647,537.504,535.006,327.679,290.186
608.398,745.271,314.742,524.310,514.010
521.662,451.904,297.407,1053.815,162.626
513.817,640.961,277.093,442.613,501.246
591.799,176.226,272.308,181.652,411.307
681.453,505.869,302.581,500.238,546.376
378.366,547.327,1040.658,931.788,596.836
748.277,402.048,380.417,552.151,552.244
619.577,461.117,381.086,178.886,811.184
449.962,852.722,383.313,117.442,149.846
441.469,611.023,384.874,689.632,653.755
549.064,228.669,402.700,747.047,640.892
773.024,382.609,410.365,244.675,562.287
676.654,417.498,416.879,513.946,470.437
387.449,731.892,424.858,661.856,424.785
790.924,544.901,420.659,415.721,768.121
210.424,545.327,577.295,574.046,384.448
465.334,568.389,596.024,675.774,566.922
634.874,247.018,673.888,312.595,275.607
662.324,427.036,653.775,367.034,702.599
604.641,730.363,649.643,478.876,604.892
563.899,380.530,650.777,527.629,317.403
203.451,665.527,656.418,816.214,452.758
554.498,445.970,663.777,564.918,312.046
611.818,519.456,669.536,159.564,726.912
601.801,544.315,677.425,298.555,492.322
796.420,665.149,685.506,526.497,368.068
464.580,354.006,691.153,579.027,448.039
699.560,506.596,661.787,704.375,827.806
581.276,537.228,529.418,307.658,546.671
466.350,577.785,724.495,669.519,421.732
759.665,628.484,721.691,401.581,382.804
492.434,431.306,732.440,903.243,258.195
787.634,873.915,740.209,375.329,495.257
542.504,517.893,725.101,361.175,595.609
332.963,437.750,772.807,725.208,507.817
729.701,573.795,557.624,319.707,435.879
788.763,425.549,585.822,552.267,185.920
268.929,781.609,570.731,279.393,822.474
193.058,607.388,563.184,329.727,542.133
513.838,319.281,748.495,918.387,707.326
648.789,561.834,566.224,872.900,379.575
562.346,763.874,750.278,306.379,190.408
577.801,432.902,570.521,447.487,443.827
448.626,445.598,542.701,546.854,844.848
601.829,481.320,792.948,531.325,492.851
200.204,358.914,434.150,613.525,305.869
384.745,494.936,541.401,372.368,474.855
503.814,633.370,535.375,153.363,779.020
628.117,315.956,596.806,413.596,441.284
586.838,748.208,609.886,860.411,387.330
546.006,502.895,593.331,207.375,692.676
231.624,259.616,840.052,758.840,372.011
332.174,439.831,662.973,472.596,603.939
311.629,666.141,581.145,588.926,441.992
440.422,703.052,655.051,532.174,579.748
432.799,346.440,445.046,534.993,534.415
440.845,539.186,469.674,443.653,556.702
462.422,615.670,491.899,333.880,332.296
265.667,511.268,464.769,770.373,386.736
726.371,657.665,365.421,148.989,506.426
542.195,661.678,646.985,525.689,226.410
321.189,203.924,483.350,441.212,574.388
472.930,572.112,500.457,561.460,633.727
405.451,725.362,537.392,602.723,574.803
636.282,440.693,597.527,618.443,470.199
