552.996,730.163,593.282,654.608,557.357
384.999,307.022,607.516,505.572,850.495
681.835,480.399,608.256,308.940,683.680
351.174,584.901,609.681,462.079,776.665
487.841,482.655,610.115,339.906,675.671
819.022,873.045,609.871,712.985,555.896
542.150,599.041,604.450,404.369,459.662
383.782,206.656,595.584,551.174,557.303
372.844,391.451,661.917,780.059,573.439
391.646,592.583,617.775,395.582,295.645
421.254,449.214,617.236,737.393,196.746
262.683,725.989,614.745,446.299,472.997
520.413,355.595,609.794,707.138,391.445
618.687,506.431,602.938,566.664,508.779
302.285,130.739,601.046,619.578,311.024
1044.815,689.197,652.292,666.478,347.105
526.779,591.878,649.090,259.418,791.390
608.276,404.002,621.214,651.128,166.397
232.350,578.473,626.258,408.318,710.857
597.867,171.402,627.692,633.137,603.148
831.932,477.091,626.358,414.438,495.595
970.000,582.053,627.325,632.071,640.406
953.651,635.239,629.157,437.271,141.941
807.501,672.493,625.179,460.167,587.051
107.501,141.621,614.625,289.594,340.114
591.427,376.410,606.409,548.994,447.608
536.814,548.409,599.815,427.656,275.376
275.813,431.941,606.796,424.043,423.464
836.894,263.536,610.860,509.952,580.304
525.260,810.309,594.426,635.542,521.947
347.191,245.200,586.961,591.274,540.957
308.579,607.254,580.110,679.977,282.190
797.419,224.251,573.686,519.151,88.818
501.094,551.036,568.813,480.242,292.927
355.016,450.935,564.300,518.792,317.848
341.862,310.274,538.350,625.653,401.835
629.998,766.477,520.214,321.748,832.957
311.108,555.595,522.226,696.457,316.333
402.210,509.312,524.709,184.459,313.973
663.651,689.236,520.619,425.999,428.859
622.228,422.165,511.668,360.967,536.137
485.877,237.516,501.677,480.550,424.867
631.531,286.615,480.414,646.384,724.496
696.338,813.406,450.655,412.809,798.106
917.505,742.555,395.859,627.268,701.127
700.795,165.094,374.062,174.884,535.221
430.799,427.488,374.034,477.147,316.193
591.742,459.583,357.288,128.634,682.374
406.538,615.440,335.634,321.856,252.783
322.666,451.136,303.680,357.303,285.974
470.566,181.635,276.700,616.713,597.524
448.991,617.713,252.378,151.586,408.054
597.432,437.645,219.298,353.316,348.714
505.836,425.615,155.236,560.368,596.035
696.306,729.861,31.902,535.844,343.690
254.724,635.444,60.003,285.058,380.959
926.647,690.935,31.250,636.013,316.465
277.276,363.209,31.250,328.292,220.576
110.625,795.335,31.301,600.288,446.261
435.153,406.790,844.027,398.915,490.870
538.379,544.764,728.915,661.670,506.286
234.936,324.876,580.783,509.124,436.776
505.423,428.045,569.334,426.812,255.981
742.530,671.462,564.768,631.676,214.936
518.725,558.424,554.589,95.216,499.837
487.130,118.881,641.407,737.116,453.412
697.234,469.578,552.275,460.645,448.206
493.161,426.313,807.972,507.818,295.142
