concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,5135,20,0,3.89,250.1,245,338,338,338
2,4305,20,20,4.65,208.8,210,255,255,255
4,4009,40,40,9.98,191.8,210,262,267,267
8,4894,80,80,16.35,227.5,258,282,293,293
16,5192,160,160,30.82,227.1,209,324,382,461
