9,1,1780842036391,1780842036762,371,OK
9,2,1780842036769,1780842038307,1538,OK
9,3,1780842038317,1780842041220,2903,OK
9,4,1780842041236,1780842041997,761,OK
9,5,1780842042020,1780842043426,1406,OK
9,6,1780842043438,1780842043884,446,OK
9,7,1780842043889,1780842044528,639,OK
9,8,1780842044578,1780842045135,557,OK
9,9,1780842045151,1780842048680,3529,OK
9,10,1780842048714,1780842052456,3742,OK
9,11,1780842052473,1780842054267,1794,OK
9,12,1780842054307,1780842055241,934,OK
9,13,1780842055282,1780842059732,4450,OK
9,14,1780842059751,1780842060896,1145,OK
9,15,1780842060923,1780842061516,593,OK
