thread,tx_idx,start_ms,end_ms,latency_ms,status
1,1,1781071942328,1781071942619,291,FAIL
1,2,1781071942628,1781071942910,282,FAIL
1,3,1781071942919,1781071943247,328,FAIL
1,4,1781071943256,1781071943577,321,FAIL
1,5,1781071943587,1781071943910,323,FAIL
1,6,1781071943920,1781071944218,298,FAIL
1,7,1781071944227,1781071944501,274,FAIL
1,8,1781071944509,1781071944801,292,FAIL
1,9,1781071944809,1781071945088,279,FAIL
1,10,1781071945097,1781071945385,288,FAIL
1,11,1781071945394,1781071945702,308,FAIL
1,12,1781071945711,1781071945993,282,FAIL
1,13,1781071946004,1781071946289,285,FAIL
1,14,1781071946298,1781071946577,279,FAIL
1,15,1781071946587,1781071946902,315,FAIL
2,1,1781071942332,1781071942626,294,OK
2,2,1781071942633,1781071942916,283,OK
2,3,1781071942924,1781071943252,328,OK
2,4,1781071943257,1781071943584,327,OK
2,5,1781071943590,1781071943917,327,OK
2,6,1781071943924,1781071944224,300,OK
2,7,1781071944230,1781071944507,277,OK
2,8,1781071944515,1781071944806,291,OK
2,9,1781071944811,1781071945094,283,OK
2,10,1781071945101,1781071945391,290,OK
2,11,1781071945399,1781071945707,308,OK
2,12,1781071945717,1781071946001,284,OK
2,13,1781071946009,1781071946294,285,OK
2,14,1781071946300,1781071946584,284,OK
2,15,1781071946589,1781071946905,316,OK
