# start rate=10 seed=1 dur=420 n=7 target=3 events=43
2.2 fp=[1] true=[3] merged=[1, 3]
2.5 fp=[1] true=[3] merged=[1, 3]
2.8 fp=[1] true=[3] merged=[1, 3]
3.1 fp=[1] true=[3] merged=[1, 3]
3.4 fp=[1] true=[3] merged=[1, 3]
3.7 fp=[1] true=[3] merged=[1, 3]
4.1 fp=[1] true=[3] merged=[1, 3]
4.4 fp=[1] true=[3] merged=[1, 3]
4.7 fp=[1] true=[3] merged=[1, 3]
5.0 fp=[1] true=[3] merged=[1, 3]
5.3 fp=[1] true=[3] merged=[1, 3]
5.6 fp=[1] true=[3] merged=[1, 3]
5.9 fp=[1] true=[3] merged=[1, 3]
6.2 fp=[1] true=[3] merged=[1, 3]
6.5 fp=[1] true=[3] merged=[1, 3]
6.9 fp=[1] true=[3] merged=[1, 3]
7.2 fp=[1] true=[3] merged=[1, 3]
7.5 fp=[1] true=[3] merged=[1, 3]
7.8 fp=[1] true=[3] merged=[1, 3]
8.1 fp=[1] true=[3] merged=[1, 3]
8.4 fp=[1] true=[3] merged=[1, 3]
8.7 fp=[1] true=[3] merged=[1, 3]
9.0 fp=[1] true=[3] merged=[1, 3]
9.4 fp=[1] true=[3] merged=[1, 3]
9.7 fp=[1] true=[3] merged=[1, 3]
10.0 fp=[1] true=[3] merged=[1, 3]
10.3 fp=[1] true=[3] merged=[1, 3]
10.6 fp=[1] true=[3] merged=[1, 3]
10.9 fp=[1] true=[3] merged=[1, 3]
11.2 fp=[1] true=[3] merged=[1, 3]
11.6 fp=[1] true=[3] merged=[1, 3]
11.9 fp=[1] true=[3] merged=[1, 3]
12.2 fp=[1] true=[3] merged=[1, 3]
12.5 fp=[1] true=[3] merged=[1, 3]
12.8 fp=[1] true=[3] merged=[1, 3]
13.1 fp=[1] true=[3] merged=[1, 3]
13.5 fp=[1] true=[3] merged=[1, 3]
13.8 fp=[1] true=[3] merged=[1, 3]
14.1 fp=[1] true=[3] merged=[1, 3]
14.4 fp=[1] true=[3] merged=[1, 3]
14.7 fp=[1] true=[3] merged=[1, 3]
15.0 fp=[1] true=[3] merged=[1, 3]
15.3 fp=[1] true=[3] merged=[1, 3]
15.6 fp=[1] true=[3] merged=[1, 3]
16.0 fp=[1] true=[3] merged=[1, 3]
16.3 fp=[1] true=[3] merged=[1, 3]
16.6 fp=[1] true=[3] merged=[1, 3]
16.9 fp=[1] true=[3] merged=[1, 3]
17.2 fp=[1] true=[3] merged=[1, 3]
17.5 fp=[1] true=[3] merged=[1, 3]
17.9 fp=[1] true=[3] merged=[1, 3]
18.2 fp=[1] true=[3] merged=[1, 3]
18.5 fp=[1] true=[3] merged=[1, 3]
18.8 fp=[1] true=[3] merged=[1, 3]
19.1 fp=[1] true=[3] merged=[1, 3]
19.4 fp=[1] true=[3] merged=[1, 3]
19.8 fp=[1] true=[3] merged=[1, 3]
20.1 fp=[1] true=[3] merged=[1, 3]
20.4 fp=[1] true=[3] merged=[1, 3]
20.7 fp=[1] true=[3] merged=[1, 3]
21.0 fp=[1] true=[3] merged=[1, 3]
21.3 fp=[1] true=[3] merged=[1, 3]
21.6 fp=[1] true=[3] merged=[1, 3]
21.9 fp=[1] true=[3] merged=[1, 3]
22.3 fp=[1] true=[3] merged=[1, 3]
22.6 fp=[1] true=[3] merged=[1, 3]
22.9 fp=[1] true=[3] merged=[1, 3]
23.2 fp=[1] true=[3] merged=[1, 3]
23.5 fp=[1] true=[3] merged=[1, 3]
23.8 fp=[1] true=[3] merged=[1, 3]
24.1 fp=[1] true=[3] merged=[1, 3]
24.5 fp=[1] true=[3] merged=[1, 3]
24.8 fp=[1] true=[3] merged=[1, 3]
25.1 fp=[1] true=[3] merged=[1, 3]
25.4 fp=[1] true=[3] merged=[1, 3]
25.7 fp=[1] true=[3] merged=[1, 3]
26.0 fp=[1] true=[3] merged=[1, 3]
26.3 fp=[1] true=[3] merged=[1, 3]
26.6 fp=[1] true=[3] merged=[1, 3]
27.0 fp=[1] true=[3] merged=[1, 3]
27.3 fp=[1] true=[3] merged=[1, 3]
27.6 fp=[1] true=[3] merged=[1, 3]
27.9 fp=[1] true=[3] merged=[1, 3]
28.2 fp=[1] true=[3] merged=[1, 3]
28.6 fp=[1] true=[3] merged=[1, 3]
28.9 fp=[1] true=[3] merged=[1, 3]
29.2 fp=[1] true=[3] merged=[1, 3]
29.5 fp=[1] true=[3] merged=[1, 3]
29.8 fp=[1] true=[3] merged=[1, 3]
30.1 fp=[1] true=[3] merged=[1, 3]
30.4 fp=[1] true=[3] merged=[1, 3]
30.7 fp=[1] true=[3] merged=[1, 3]
31.1 fp=[1] true=[3] merged=[1, 3]
31.4 fp=[1] true=[3] merged=[1, 3]
31.7 fp=[1] true=[3] merged=[1, 3]
32.0 fp=[1] true=[3] merged=[1, 3]
32.3 fp=[1] true=[3] merged=[1, 3]
32.6 fp=[1] true=[3] merged=[1, 3]
33.0 fp=[1] true=[3] merged=[1, 3]
33.3 fp=[1] true=[3] merged=[1, 3]
33.6 fp=[1] true=[3] merged=[1, 3]
33.9 fp=[1] true=[3] merged=[1, 3]
34.2 fp=[1] true=[3] merged=[1, 3]
34.5 fp=[1] true=[3] merged=[1, 3]
34.8 fp=[1] true=[3] merged=[1, 3]
35.2 fp=[1] true=[3] merged=[1, 3]
35.5 fp=[1] true=[3] merged=[1, 3]
35.8 fp=[1] true=[3] merged=[1, 3]
36.1 fp=[1] true=[3] merged=[1, 3]
36.4 fp=[1] true=[3] merged=[1, 3]
36.7 fp=[1] true=[3] merged=[1, 3]
37.0 fp=[1] true=[3] merged=[1, 3]
37.3 fp=[1] true=[3] merged=[1, 3]
37.7 fp=[1] true=[3] merged=[1, 3]
38.0 fp=[1] true=[3] merged=[1, 3]
38.3 fp=[1] true=[3] merged=[1, 3]
38.6 fp=[1] true=[3] merged=[1, 3]
38.9 fp=[1] true=[3] merged=[1, 3]
39.2 fp=[1] true=[3] merged=[1, 3]
39.5 fp=[1] true=[3] merged=[1, 3]
39.8 fp=[1] true=[3] merged=[1, 3]
40.1 fp=[1] true=[3] merged=[1, 3]
40.5 fp=[1] true=[3] merged=[1, 3]
40.8 fp=[1] true=[3] merged=[1, 3]
41.1 fp=[7] true=[3] merged=[3, 7]
41.4 fp=[7] true=[3] merged=[3, 7]
41.7 fp=[7] true=[3] merged=[3, 7]
42.1 fp=[7] true=[3] merged=[3, 7]
42.4 fp=[7] true=[3] merged=[3, 7]
42.7 fp=[7] true=[3] merged=[3, 7]
43.0 fp=[7] true=[3] merged=[3, 7]
43.3 fp=[7] true=[3] merged=[3, 7]
43.7 fp=[7] true=[3] merged=[3, 7]
44.0 fp=[7] true=[3] merged=[3, 7]
44.3 fp=[7] true=[3] merged=[3, 7]
44.6 fp=[7] true=[3] merged=[3, 7]
44.9 fp=[7] true=[3] merged=[3, 7]
45.2 fp=[7] true=[3] merged=[3, 7]
45.5 fp=[7] true=[3] merged=[3, 7]
45.9 fp=[7] true=[3] merged=[3, 7]
46.2 fp=[7] true=[3] merged=[3, 7]
46.5 fp=[7] true=[3] merged=[3, 7]
46.8 fp=[7] true=[3] merged=[3, 7]
47.1 fp=[7] true=[3] merged=[3, 7]
47.4 fp=[7] true=[3] merged=[3, 7]
47.7 fp=[7] true=[3] merged=[3, 7]
48.0 fp=[7] true=[3] merged=[3, 7]
48.4 fp=[7] true=[3] merged=[3, 7]
48.7 fp=[7] true=[3] merged=[3, 7]
49.0 fp=[7] true=[3] merged=[3, 7]
49.3 fp=[7] true=[3] merged=[3, 7]
49.6 fp=[7] true=[3] merged=[3, 7]
49.9 fp=[7] true=[3] merged=[3, 7]
50.2 fp=[7] true=[3] merged=[3, 7]
50.5 fp=[7] true=[3] merged=[3, 7]
50.9 fp=[7] true=[3] merged=[3, 7]
51.2 fp=[7] true=[3] merged=[3, 7]
51.5 fp=[7] true=[3] merged=[3, 7]
51.8 fp=[7] true=[3] merged=[3, 7]
52.2 fp=[7] true=[3] merged=[3, 7]
52.5 fp=[7] true=[3] merged=[3, 7]
