1789632870,{"blacklist":[];"seq":1;"fail_open":false}
1789632872,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632873,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632874,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632875,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632876,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632877,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632878,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632879,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632880,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632881,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632882,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632883,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632884,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632886,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632887,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632888,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632889,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632890,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632891,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632892,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632893,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632894,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632895,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632896,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632897,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632899,{"blacklist":[1;3];"seq":1;"fail_open":false}
1789632900,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789632901,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789632902,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789632903,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789632904,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789632905,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789632906,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632907,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632908,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632909,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632910,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632911,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632913,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632914,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632915,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632916,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632917,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632918,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632919,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632920,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632921,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632922,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632923,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632924,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632926,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632927,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632928,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632929,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632930,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632931,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632932,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632933,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632934,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632935,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632936,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632937,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632939,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632940,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632941,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632942,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632943,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632944,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632945,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632946,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632947,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632948,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632949,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632951,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632952,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632953,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632954,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632955,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632956,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632957,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632958,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632959,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632960,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632961,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632962,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632963,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632965,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632966,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632967,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632968,{"blacklist":[2;3];"seq":1;"fail_open":false}
1789632969,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632970,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632971,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632972,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632973,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632974,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632975,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632976,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632977,{"blacklist":[3;5];"seq":1;"fail_open":false}
1789632979,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789632980,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789632981,{"blacklist":[3;7];"seq":1;"fail_open":false}
1789632982,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632983,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632984,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632985,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632986,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632987,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632988,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632989,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632990,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632992,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632993,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632994,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632995,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632996,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632997,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632998,{"blacklist":[3;4];"seq":1;"fail_open":false}
1789632999,{"blacklist":[3;4];"seq":1;"fail_open":false}
