concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,6429,15,0,2.33,417.2,420,450,450,450
2,4806,15,15,3.12,311.4,313,330,330,330
4,4852,30,30,6.18,309.8,311,331,332,332
8,5771,60,60,10.40,363.4,361,387,397,397
16,4901,120,120,24.48,273.4,259,407,434,439
